voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Macron,Poutou,Roussel,Le Pen,Hidalgo,Lassalle,Dupont-Aignan,Jadot,Zemmour,Melenchon,Pecresse,Arthaud,Macron
1,strategic,0.0,Zemmour,Arthaud,Roussel,Jadot,Pecresse,Poutou,Macron,Melenchon,Lassalle,Hidalgo,Dupont-Aignan,Le Pen,Zemmour
2,stubborn,1.0,Dupont-Aignan,Pecresse,Jadot,Roussel,Poutou,Macron,Zemmour,Le Pen,Hidalgo,Melenchon,Lassalle,Arthaud,Dupont-Aignan
3,mixed,0.568,Dupont-Aignan,Poutou,Le Pen,Macron,Roussel,Pecresse,Jadot,Hidalgo,Lassalle,Zemmour,Melenchon,Arthaud,Dupont-Aignan
4,mixed,0.734,Lassalle,Jadot,Pecresse,Zemmour,Roussel,Melenchon,Dupont-Aignan,Poutou,Hidalgo,Arthaud,Le Pen,Macron,Lassalle
5,stubborn,1.0,Dupont-Aignan,Jadot,Lassalle,Hidalgo,Poutou,Pecresse,Zemmour,Arthaud,Le Pen,Melenchon,Macron,Roussel,Dupont-Aignan
6,mixed,0.507,Jadot,Melenchon,Dupont-Aignan,Zemmour,Le Pen,Hidalgo,Arthaud,Lassalle,Poutou,Macron,Pecresse,Roussel,Jadot
7,mixed,0.863,Arthaud,Pecresse,Macron,Dupont-Aignan,Hidalgo,Roussel,Zemmour,Melenchon,Poutou,Lassalle,Jadot,Le Pen,Arthaud
8,strategic,0.0,Lassalle,Dupont-Aignan,Zemmour,Le Pen,Roussel,Pecresse,Macron,Poutou,Hidalgo,Jadot,Arthaud,Melenchon,Lassalle
9,mixed,0.742,Lassalle,Poutou,Roussel,Pecresse,Melenchon,Arthaud,Macron,Le Pen,Hidalgo,Dupont-Aignan,Zemmour,Jadot,Lassalle
10,mixed,0.85,Melenchon,Hidalgo,Zemmour,Le Pen,Roussel,Pecresse,Lassalle,Jadot,Arthaud,Poutou,Macron,Dupont-Aignan,Melenchon
11,mixed,0.58,Macron,Melenchon,Arthaud,Hidalgo,Jadot,Poutou,Dupont-Aignan,Lassalle,Zemmour,Roussel,Le Pen,Pecresse,Macron
