voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,mixed,0.499,Le Pen,Pecresse,Jadot,Melenchon,Hidalgo,Roussel,Zemmour,Lassalle,Arthaud,Dupont-Aignan,Macron,Poutou,Le Pen
1,strategic,0.0,Pecresse,Lassalle,Jadot,Arthaud,Le Pen,Poutou,Zemmour,Macron,Roussel,Dupont-Aignan,Melenchon,Hidalgo,Pecresse
2,mixed,0.77,Arthaud,Le Pen,Lassalle,Macron,Hidalgo,Pecresse,Jadot,Dupont-Aignan,Poutou,Roussel,Zemmour,Melenchon,Arthaud
3,strategic,0.0,Dupont-Aignan,Arthaud,Zemmour,Jadot,Macron,Roussel,Lassalle,Le Pen,Poutou,Hidalgo,Melenchon,Pecresse,Dupont-Aignan
4,strategic,0.0,Poutou,Hidalgo,Dupont-Aignan,Macron,Roussel,Arthaud,Zemmour,Le Pen,Lassalle,Pecresse,Melenchon,Jadot,Poutou
5,strategic,0.0,Hidalgo,Jadot,Zemmour,Lassalle,Roussel,Le Pen,Dupont-Aignan,Melenchon,Poutou,Arthaud,Macron,Pecresse,Hidalgo
6,mixed,0.624,Macron,Poutou,Jadot,Melenchon,Hidalgo,Zemmour,Lassalle,Dupont-Aignan,Roussel,Pecresse,Le Pen,Arthaud,Macron
7,mixed,0.698,Hidalgo,Roussel,Poutou,Zemmour,Pecresse,Lassalle,Arthaud,Le Pen,Macron,Melenchon,Dupont-Aignan,Jadot,Hidalgo
8,mixed,0.633,Dupont-Aignan,Pecresse,Arthaud,Roussel,Poutou,Lassalle,Zemmour,Hidalgo,Macron,Le Pen,Jadot,Melenchon,Dupont-Aignan
9,mixed,0.768,Poutou,Zemmour,Lassalle,Arthaud,Macron,Melenchon,Jadot,Dupont-Aignan,Pecresse,Hidalgo,Le Pen,Roussel,Poutou
10,mixed,0.541,Jadot,Pecresse,Roussel,Zemmour,Arthaud,Dupont-Aignan,Le Pen,Melenchon,Macron,Hidalgo,Lassalle,Poutou,Jadot
11,stubborn,1.0,Le Pen,Macron,Jadot,Zemmour,Melenchon,Dupont-Aignan,Poutou,Roussel,Hidalgo,Arthaud,Lassalle,Pecresse,Le Pen
12,strategic,0.0,Roussel,Macron,Dupont-Aignan,Zemmour,Poutou,Jadot,Hidalgo,Le Pen,Lassalle,Melenchon,Pecresse,Arthaud,Roussel
13,mixed,0.564,Melenchon,Zemmour,Pecresse,Le Pen,Lassalle,Dupont-Aignan,Roussel,Poutou,Arthaud,Macron,Jadot,Hidalgo,Melenchon
14,strategic,0.0,Dupont-Aignan,Lassalle,Macron,Poutou,Zemmour,Hidalgo,Arthaud,Jadot,Melenchon,Pecresse,Roussel,Le Pen,Dupont-Aignan
