source,target
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,12
0,13
0,15
0,18
0,19
0,21
0,23
0,30
0,31
0,35
0,36
0,38
0,39
0,47
0,50
0,51
0,54
0,55
0,60
0,66
0,68
0,72
0,82
0,98
0,103
0,114
0,125
0,129
0,131
0,135
0,138
0,145
0,152
0,158
0,174
0,184
0,187
0,189
0,191
0,192
0,202
0,237
0,238
0,246
0,267
0,288
0,289
0,290
0,301
0,313
0,349
0,351
0,357
0,363
0,370
0,386
0,390
0,400
0,405
0,423
0,441
0,450
0,455
0,473
0,482
0,485
0,507
0,517
0,532
0,536
0,635
0,639
0,640
0,652
0,674
0,741
0,759
0,761
0,777
0,838
0,842
0,856
0,873
0,886
0,901
0,903
0,925
0,930
0,932
0,960
0,961
0,965
0,973
0,998
1,6
1,11
1,12
1,28
1,38
1,47
1,67
1,96
1,107
1,143
1,172
1,177
1,184
1,348
1,363
1,433
1,460
1,517
1,526
1,546
1,565
1,598
1,636
1,765
1,851
1,874
1,886
2,7
2,15
2,24
2,26
2,33
2,56
2,66
2,91
2,176
2,182
2,186
2,219
2,229
2,359
2,373
2,419
2,481
2,531
2,645
2,731
2,835
3,6
3,7
3,8
3,9
3,10
3,13
3,15
3,17
3,18
3,19
3,20
3,21
3,22
3,24
3,31
3,32
3,35
3,43
3,46
3,50
3,53
3,58
3,61
3,97
3,101
3,103
3,106
3,109
3,110
3,112
3,120
3,121
3,135
3,141
3,143
3,158
3,178
3,180
3,198
3,228
3,230
3,233
3,248
3,262
3,285
3,294
3,300
3,310
3,333
3,380
3,441
3,464
3,470
3,550
3,563
3,569
3,572
3,602
3,621
3,637
3,654
3,658
3,660
3,687
3,692
3,717
3,740
3,751
3,761
3,764
3,789
3,803
3,810
3,885
3,887
3,907
3,919
3,948
3,970
3,992
3,995
4,6
4,7
4,8
4,9
4,10
4,11
4,14
4,18
4,20
4,23
4,24
4,36
4,43
4,49
4,58
4,69
4,71
4,110
4,130
4,142
4,145
4,150
4,152
4,174
4,182
4,192
4,195
4,199
4,207
4,235
4,236
4,256
4,257
4,260
4,263
4,271
4,277
4,298
4,299
4,311
4,321
4,322
4,323
4,337
4,354
4,360
4,377
4,391
4,395
4,399
4,439
4,450
4,453
4,466
4,467
4,481
4,494
4,510
4,529
4,539
4,607
4,619
4,691
4,694
4,831
4,865
4,876
4,938
4,957
4,969
4,995
4,998
5,6
5,8
5,14
5,22
5,29
5,31
5,38
5,60
5,66
5,87
5,89
5,91
5,153
5,160
5,173
5,181
5,185
5,191
5,211
5,226
5,239
5,256
5,261
5,271
5,305
5,313
5,317
5,322
5,323
5,329
5,350
5,368
5,383
5,391
5,421
5,431
5,445
5,491
5,543
5,544
5,545
5,571
5,588
5,600
5,602
5,628
5,635
5,657
5,676
5,726
5,731
5,766
5,774
5,843
5,844
5,858
5,911
5,912
5,974
6,7
6,8
6,9
6,10
6,11
6,12
6,14
6,16
6,18
6,19
6,21
6,22
6,25
6,26
6,27
6,29
6,31
6,37
6,39
6,41
6,45
6,50
6,54
6,55
6,57
6,60
6,64
6,67
6,70
6,74
6,80
6,86
6,88
6,90
6,109
6,112
6,114
6,120
6,130
6,136
6,142
6,149
6,170
6,175
6,176
6,190
6,195
6,201
6,202
6,216
6,222
6,231
6,234
6,242
6,245
6,255
6,264
6,284
6,288
6,302
6,304
6,316
6,320
6,340
6,341
6,390
6,402
6,407
6,410
6,425
6,451
6,465
6,472
6,473
6,494
6,510
6,511
6,522
6,525
6,549
6,554
6,567
6,569
6,579
6,581
6,583
6,598
6,599
6,601
6,605
6,631
6,633
6,643
6,645
6,651
6,652
6,661
6,669
6,675
6,694
6,698
6,699
6,730
6,747
6,749
6,772
6,783
6,807
6,823
6,841
6,842
6,843
6,862
6,865
6,886
6,892
6,905
6,914
6,933
7,8
7,9
7,10
7,11
7,13
7,14
7,15
7,16
7,17
7,18
7,21
7,25
7,29
7,31
7,33
7,44
7,45
7,49
7,51
7,54
7,55
7,66
7,75
7,76
7,95
7,97
7,105
7,109
7,125
7,126
7,128
7,134
7,140
7,145
7,161
7,174
7,193
7,198
7,205
7,210
7,221
7,233
7,234
7,243
7,253
7,260
7,265
7,273
7,280
7,320
7,331
7,361
7,365
7,374
7,382
7,386
7,390
7,393
7,406
7,426
7,432
7,446
7,447
7,449
7,461
7,506
7,525
7,531
7,553
7,556
7,565
7,616
7,648
7,707
7,727
7,797
7,799
7,804
7,805
7,812
7,834
7,846
7,865
7,871
7,875
7,878
7,904
7,940
7,966
7,986
8,9
8,10
8,11
8,22
8,25
8,26
8,28
8,32
8,42
8,49
8,52
8,54
8,56
8,64
8,65
8,77
8,78
8,87
8,89
8,90
8,92
8,121
8,127
8,131
8,133
8,144
8,158
8,166
8,167
8,206
8,217
8,221
8,236
8,254
8,276
8,297
8,301
8,305
8,315
8,328
8,329
8,330
8,362
8,368
8,375
8,398
8,412
8,418
8,433
8,440
8,452
8,454
8,458
8,502
8,505
8,552
8,558
8,563
8,576
8,579
8,593
8,600
8,632
8,668
8,729
8,736
8,778
8,787
8,848
8,853
8,908
8,936
8,984
9,12
9,13
9,14
9,17
9,23
9,28
9,29
9,30
9,34
9,41
9,46
9,60
9,67
9,71
9,74
9,79
9,81
9,97
9,103
9,114
9,119
9,131
9,149
9,157
9,164
9,165
9,170
9,173
9,177
9,190
9,193
9,215
9,248
9,265
9,268
9,288
9,296
9,301
9,346
9,352
9,359
9,361
9,364
9,378
9,396
9,463
9,467
9,480
9,484
9,513
9,589
9,592
9,593
9,642
9,647
9,664
9,702
9,704
9,705
9,728
9,730
9,733
9,765
9,773
9,946
9,950
10,16
10,26
10,28
10,34
10,41
10,48
10,65
10,70
10,93
10,134
10,158
10,160
10,197
10,208
10,227
10,254
10,290
10,302
10,303
10,309
10,319
10,344
10,356
10,471
10,535
10,595
10,615
10,689
10,695
10,734
10,739
10,742
10,793
10,808
10,879
10,994
11,12
11,13
11,15
11,16
11,19
11,42
11,43
11,71
11,98
11,113
11,139
11,153
11,162
11,183
11,186
11,188
11,194
11,196
11,201
11,209
11,214
11,224
11,258
11,279
11,294
11,307
11,337
11,345
11,349
11,372
11,373
11,467
11,500
11,516
11,523
11,537
11,559
11,582
11,608
11,620
11,627
11,628
11,646
11,692
11,704
11,713
11,810
11,815
11,896
12,19
12,21
12,22
12,24
12,35
12,46
12,50
12,51
12,53
12,54
12,83
12,116
12,133
12,136
12,137
12,143
12,164
12,170
12,181
12,196
12,197
12,204
12,212
12,215
12,222
12,230
12,240
12,246
12,251
12,274
12,283
12,286
12,295
12,303
12,307
12,309
12,328
12,346
12,377
12,385
12,389
12,391
12,414
12,465
12,494
12,508
12,509
12,513
12,530
12,547
12,607
12,636
12,662
12,669
12,719
12,736
12,802
12,808
12,821
12,832
12,847
12,918
12,926
12,942
13,16
13,20
13,25
13,27
13,33
13,38
13,42
13,44
13,53
13,70
13,88
13,132
13,144
13,153
13,160
13,180
13,203
