voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Zemmour,Jadot,Dupont-Aignan,Macron,Pecresse,Lassalle,Melenchon,Poutou,Arthaud,Roussel,Le Pen,Hidalgo,Zemmour
1,stubborn,1.0,Macron,Hidalgo,Pecresse,Poutou,Jadot,Lassalle,Dupont-Aignan,Arthaud,Le Pen,Zemmour,Roussel,Melenchon,Macron
2,stubborn,1.0,Lassalle,Melenchon,Macron,Zemmour,Le Pen,Hidalgo,Roussel,Arthaud,Pecresse,Poutou,Dupont-Aignan,Jadot,Lassalle
3,stubborn,1.0,Zemmour,Pecresse,Poutou,Arthaud,Dupont-Aignan,Le Pen,Macron,Melenchon,Lassalle,Jadot,Hidalgo,Roussel,Zemmour
4,strategic,0.0,Jadot,Arthaud,Hidalgo,Roussel,Melenchon,Poutou,Zemmour,Pecresse,Macron,Lassalle,Le Pen,Dupont-Aignan,Jadot
5,strategic,0.0,Lassalle,Poutou,Roussel,Arthaud,Le Pen,Jadot,Dupont-Aignan,Melenchon,Pecresse,Zemmour,Macron,Hidalgo,Lassalle
6,strategic,0.0,Jadot,Melenchon,Zemmour,Macron,Lassalle,Hidalgo,Arthaud,Pecresse,Le Pen,Roussel,Poutou,Dupont-Aignan,Jadot
7,strategic,0.0,Jadot,Arthaud,Macron,Le Pen,Lassalle,Roussel,Zemmour,Poutou,Pecresse,Dupont-Aignan,Hidalgo,Melenchon,Jadot
8,strategic,0.0,Poutou,Macron,Pecresse,Dupont-Aignan,Lassalle,Melenchon,Jadot,Zemmour,Roussel,Hidalgo,Arthaud,Le Pen,Poutou
9,strategic,0.0,Arthaud,Poutou,Pecresse,Hidalgo,Lassalle,Macron,Melenchon,Zemmour,Le Pen,Dupont-Aignan,Jadot,Roussel,Arthaud
10,strategic,0.0,Lassalle,Roussel,Dupont-Aignan,Macron,Zemmour,Arthaud,Poutou,Melenchon,Hidalgo,Pecresse,Le Pen,Jadot,Lassalle
11,strategic,0.0,Poutou,Arthaud,Jadot,Le Pen,Hidalgo,Macron,Lassalle,Melenchon,Zemmour,Roussel,Dupont-Aignan,Pecresse,Poutou
12,mixed,0.6,Le Pen,Roussel,Hidalgo,Poutou,Melenchon,Arthaud,Macron,Zemmour,Pecresse,Dupont-Aignan,Jadot,Lassalle,Le Pen
13,stubborn,1.0,Macron,Le Pen,Hidalgo,Jadot,Dupont-Aignan,Roussel,Melenchon,Poutou,Lassalle,Pecresse,Zemmour,Arthaud,Macron
14,strategic,0.0,Poutou,Roussel,Jadot,Dupont-Aignan,Pecresse,Arthaud,Le Pen,Macron,Melenchon,Lassalle,Hidalgo,Zemmour,Poutou
15,strategic,0.0,Dupont-Aignan,Roussel,Melenchon,Macron,Jadot,Le Pen,Zemmour,Lassalle,Hidalgo,Poutou,Arthaud,Pecresse,Dupont-Aignan
16,strategic,0.0,Jadot,Melenchon,Hidalgo,Pecresse,Dupont-Aignan,Poutou,Lassalle,Zemmour,Arthaud,Macron,Roussel,Le Pen,Jadot
17,mixed,0.6,Dupont-Aignan,Le Pen,Melenchon,Macron,Hidalgo,Jadot,Zemmour,Arthaud,Roussel,Lassalle,Poutou,Pecresse,Dupont-Aignan
18,stubborn,1.0,Jadot,Hidalgo,Poutou,Lassalle,Dupont-Aignan,Macron,Arthaud,Zemmour,Le Pen,Roussel,Melenchon,Pecresse,Jadot
19,stubborn,1.0,Poutou,Jadot,Roussel,Zemmour,Arthaud,Le Pen,Hidalgo,Pecresse,Lassalle,Melenchon,Macron,Dupont-Aignan,Poutou
20,stubborn,1.0,Roussel,Lassalle,Zemmour,Arthaud,Jadot,Pecresse,Melenchon,Le Pen,Dupont-Aignan,Hidalgo,Macron,Poutou,Roussel
21,strategic,0.0,Melenchon,Lassalle,Dupont-Aignan,Arthaud,Zemmour,Hidalgo,Roussel,Le Pen,Jadot,Poutou,Pecresse,Macron,Melenchon
22,mixed,0.6,Pecresse,Melenchon,Arthaud,Hidalgo,Le Pen,Macron,Zemmour,Dupont-Aignan,Roussel,Jadot,Lassalle,Poutou,Pecresse
23,strategic,0.0,Jadot,Le Pen,Melenchon,Poutou,Arthaud,Zemmour,Lassalle,Roussel,Pecresse,Dupont-Aignan,Macron,Hidalgo,Jadot
24,mixed,0.6,Pecresse,Arthaud,Le Pen,Hidalgo,Lassalle,Macron,Poutou,Zemmour,Melenchon,Jadot,Dupont-Aignan,Roussel,Pecresse
25,stubborn,1.0,Melenchon,Arthaud,Hidalgo,Dupont-Aignan,Macron,Zemmour,Pecresse,Le Pen,Poutou,Jadot,Lassalle,Roussel,Melenchon
26,stubborn,1.0,Macron,Dupont-Aignan,Zemmour,Lassalle,Poutou,Jadot,Hidalgo,Melenchon,Le Pen,Arthaud,Roussel,Pecresse,Macron
27,strategic,0.0,Pecresse,Le Pen,Arthaud,Lassalle,Jadot,Melenchon,Hidalgo,Poutou,Macron,Roussel,Dupont-Aignan,Zemmour,Pecresse
28,stubborn,1.0,Arthaud,Roussel,Le Pen,Jadot,Dupont-Aignan,Pecresse,Lassalle,Hidalgo,Poutou,Zemmour,Macron,Melenchon,Arthaud
29,stubborn,1.0,Macron,Lassalle,Hidalgo,Zemmour,Roussel,Dupont-Aignan,Poutou,Jadot,Le Pen,Melenchon,Arthaud,Pecresse,Macron
30,mixed,0.6,Melenchon,Poutou,Macron,Dupont-Aignan,Lassalle,Le Pen,Jadot,Hidalgo,Arthaud,Zemmour,Pecresse,Roussel,Melenchon
31,strategic,0.0,Le Pen,Macron,Melenchon,Lassalle,Arthaud,Dupont-Aignan,Zemmour,Jadot,Poutou,Roussel,Pecresse,Hidalgo,Le Pen
32,stubborn,1.0,Lassalle,Arthaud,Melenchon,Pecresse,Poutou,Zemmour,Jadot,Dupont-Aignan,Macron,Hidalgo,Roussel,Le Pen,Lassalle
33,strategic,0.0,Lassalle,Le Pen,Hidalgo,Roussel,Jadot,Melenchon,Dupont-Aignan,Zemmour,Macron,Pecresse,Poutou,Arthaud,Lassalle
34,strategic,0.0,Jadot,Arthaud,Le Pen,Melenchon,Poutou,Pecresse,Macron,Zemmour,Lassalle,Roussel,Hidalgo,Dupont-Aignan,Jadot
35,stubborn,1.0,Zemmour,Pecresse,Dupont-Aignan,Poutou,Hidalgo,Le Pen,Melenchon,Roussel,Jadot,Lassalle,Arthaud,Macron,Zemmour
36,stubborn,1.0,Zemmour,Poutou,Arthaud,Dupont-Aignan,Jadot,Hidalgo,Melenchon,Le Pen,Roussel,Lassalle,Macron,Pecresse,Zemmour
37,stubborn,1.0,Melenchon,Dupont-Aignan,Lassalle,Le Pen,Arthaud,Pecresse,Jadot,Hidalgo,Macron,Poutou,Zemmour,Roussel,Melenchon
38,strategic,0.0,Macron,Lassalle,Zemmour,Jadot,Dupont-Aignan,Hidalgo,Roussel,Melenchon,Pecresse,Arthaud,Le Pen,Poutou,Macron
