source,target
0,72
0,78
0,316
0,581
0,621
0,633
0,676
0,816
1,24
1,45
1,51
1,127
1,206
1,326
1,459
1,470
1,656
1,751
1,815
1,973
2,4
2,40
2,246
2,296
2,321
2,445
2,466
2,504
2,646
2,651
2,693
2,718
2,873
2,972
3,151
3,269
3,278
3,306
3,418
3,439
3,591
3,634
3,820
3,972
3,977
4,14
4,98
4,164
4,211
4,280
4,358
4,362
4,569
4,705
4,760
4,858
4,944
5,29
5,146
5,293
5,328
5,375
5,448
5,679
5,760
5,968
5,970
6,65
6,93
6,159
6,322
6,518
6,665
6,748
6,887
6,911
6,920
6,944
6,957
6,980
6,981
7,17
7,193
7,208
7,325
7,346
7,415
7,416
7,521
7,717
7,773
7,959
8,396
8,497
8,526
8,551
9,38
9,69
9,98
9,113
9,154
9,293
9,356
9,359
9,496
9,696
9,732
9,733
9,923
9,967
10,49
10,240
10,263
10,645
10,719
10,804
10,841
10,858
10,921
10,963
10,985
11,100
11,167
11,175
11,207
11,471
11,498
11,610
11,644
11,705
11,737
11,922
12,111
12,179
12,325
12,543
12,569
12,640
12,698
12,937
13,167
13,168
13,515
13,558
13,735
13,754
13,831
13,849
13,909
13,932
14,52
14,135
14,173
14,354
14,367
14,382
14,389
14,410
14,417
14,965
15,57
15,76
15,96
15,179
15,190
15,262
15,352
15,359
15,407
15,432
15,444
15,475
15,653
15,841
15,853
16,144
16,174
16,380
16,730
16,739
16,862
16,867
17,95
17,147
17,192
17,208
17,212
17,251
17,391
17,393
17,453
17,455
17,457
17,600
17,664
17,713
17,877
18,111
18,286
18,426
18,436
18,492
18,503
18,781
18,816
18,935
18,950
19,513
19,544
19,584
19,648
19,716
19,868
20,22
20,145
20,209
20,351
20,434
20,476
20,488
20,550
20,684
20,731
20,823
20,849
20,958
20,979
20,993
21,63
21,215
21,218
21,253
21,354
21,470
21,515
21,703
21,755
21,785
21,919
22,57
22,92
22,374
22,499
22,561
22,592
22,658
22,781
23,126
23,180
23,224
23,260
23,385
23,397
23,434
23,480
23,699
23,864
23,962
24,98
24,263
24,347
24,360
24,534
24,591
24,643
24,645
24,706
24,747
24,859
24,925
25,74
25,194
25,227
25,423
25,466
25,511
25,642
25,874
25,903
25,961
26,83
26,428
26,488
26,524
26,586
26,879
26,893
26,936
27,42
27,116
27,305
27,309
27,412
27,492
27,533
27,708
27,723
28,83
28,181
28,221
28,237
28,370
28,435
28,572
28,745
28,756
28,987
29,112
29,664
29,687
30,239
30,259
30,291
30,639
30,646
30,698
30,709
30,761
30,785
30,822
30,827
30,834
30,843
30,978
30,987
31,55
31,61
31,87
31,108
31,138
31,158
31,233
31,240
31,368
31,390
31,530
31,569
32,233
32,356
32,386
32,532
32,536
32,708
32,861
32,865
32,880
33,386
33,414
33,435
33,479
33,522
33,599
33,626
33,686
33,730
33,757
33,774
33,842
33,979
34,35
34,242
34,356
34,483
34,586
34,608
34,825
34,831
34,835
35,54
35,154
35,252
35,257
35,302
35,570
35,605
35,977
36,160
36,228
36,456
36,544
36,739
36,840
37,56
37,96
37,220
37,231
37,319
37,329
37,385
37,402
37,479
37,510
37,573
37,636
37,712
38,87
38,219
38,310
38,317
38,358
38,400
38,462
38,603
38,613
38,749
38,976
39,131
39,146
39,320
39,348
39,703
39,908
40,119
40,180
40,199
40,204
40,212
40,265
40,321
40,453
40,623
40,638
40,716
40,976
40,982
41,147
41,245
41,346
41,471
41,512
41,598
41,801
41,862
41,930
42,76
42,130
42,166
42,319
42,392
42,428
42,430
42,541
42,690
42,717
42,809
42,844
42,915
42,960
43,162
43,283
43,600
43,658
43,826
43,836
44,133
44,354
44,434
44,512
44,668
44,760
44,765
45,144
45,461
45,462
45,530
45,542
45,602
45,693
45,803
46,344
46,349
46,447
46,476
46,505
46,534
46,566
46,763
46,843
46,937
46,959
46,985
46,996
47,63
47,70
47,294
47,389
47,433
47,461
47,591
47,635
47,678
48,88
48,98
48,123
48,162
48,272
48,300
48,304
48,433
48,470
48,909
48,913
49,73
49,181
49,184
49,322
