voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Zemmour,Pecresse,Melenchon,Poutou,Jadot,Roussel,Hidalgo,Lassalle,Arthaud,Le Pen,Macron,Dupont-Aignan,Zemmour
1,stubborn,1.0,Pecresse,Melenchon,Roussel,Dupont-Aignan,Le Pen,Zemmour,Macron,Arthaud,Poutou,Hidalgo,Lassalle,Jadot,Pecresse
2,mixed,0.825,Le Pen,Jadot,Arthaud,Pecresse,Roussel,Macron,Dupont-Aignan,Lassalle,Melenchon,Hidalgo,Poutou,Zemmour,Le Pen
3,stubborn,1.0,Lassalle,Dupont-Aignan,Pecresse,Zemmour,Macron,Roussel,Hidalgo,Arthaud,Poutou,Le Pen,Jadot,Melenchon,Lassalle
4,mixed,0.599,Pecresse,Lassalle,Roussel,Macron,Le Pen,Poutou,Hidalgo,Melenchon,Dupont-Aignan,Jadot,Arthaud,Zemmour,Pecresse
5,mixed,0.508,Arthaud,Jadot,Le Pen,Roussel,Pecresse,Hidalgo,Lassalle,Melenchon,Poutou,Macron,Zemmour,Dupont-Aignan,Arthaud
6,strategic,0.0,Jadot,Lassalle,Hidalgo,Zemmour,Melenchon,Poutou,Macron,Le Pen,Pecresse,Arthaud,Roussel,Dupont-Aignan,Jadot
7,strategic,0.0,Melenchon,Dupont-Aignan,Pecresse,Lassalle,Hidalgo,Macron,Jadot,Le Pen,Poutou,Arthaud,Roussel,Zemmour,Melenchon
8,strategic,0.0,Pecresse,Poutou,Arthaud,Lassalle,Roussel,Macron,Hidalgo,Zemmour,Jadot,Dupont-Aignan,Le Pen,Melenchon,Pecresse
9,stubborn,1.0,Zemmour,Melenchon,Dupont-Aignan,Macron,Jadot,Roussel,Lassalle,Pecresse,Hidalgo,Poutou,Arthaud,Le Pen,Zemmour
10,strategic,0.0,Pecresse,Poutou,Hidalgo,Melenchon,Macron,Le Pen,Roussel,Arthaud,Dupont-Aignan,Lassalle,Zemmour,Jadot,Pecresse
11,strategic,0.0,Pecresse,Melenchon,Macron,Jadot,Poutou,Roussel,Lassalle,Le Pen,Dupont-Aignan,Hidalgo,Arthaud,Zemmour,Pecresse
12,stubborn,1.0,Hidalgo,Dupont-Aignan,Le Pen,Zemmour,Melenchon,Arthaud,Jadot,Roussel,Pecresse,Lassalle,Poutou,Macron,Hidalgo
13,stubborn,1.0,Pecresse,Hidalgo,Arthaud,Jadot,Poutou,Le Pen,Roussel,Zemmour,Lassalle,Melenchon,Dupont-Aignan,Macron,Pecresse
14,strategic,0.0,Jadot,Arthaud,Roussel,Pecresse,Melenchon,Macron,Lassalle,Dupont-Aignan,Poutou,Zemmour,Hidalgo,Le Pen,Jadot
15,stubborn,1.0,Macron,Lassalle,Jadot,Poutou,Hidalgo,Dupont-Aignan,Arthaud,Le Pen,Melenchon,Zemmour,Roussel,Pecresse,Macron
16,mixed,0.66,Jadot,Poutou,Roussel,Pecresse,Arthaud,Zemmour,Melenchon,Lassalle,Hidalgo,Le Pen,Macron,Dupont-Aignan,Jadot
17,mixed,0.759,Le Pen,Macron,Zemmour,Pecresse,Lassalle,Dupont-Aignan,Jadot,Melenchon,Hidalgo,Poutou,Roussel,Arthaud,Le Pen
18,strategic,0.0,Poutou,Hidalgo,Zemmour,Le Pen,Pecresse,Dupont-Aignan,Melenchon,Jadot,Lassalle,Roussel,Arthaud,Macron,Poutou
19,mixed,0.424,Le Pen,Zemmour,Melenchon,Jadot,Arthaud,Poutou,Lassalle,Pecresse,Dupont-Aignan,Hidalgo,Roussel,Macron,Le Pen
20,strategic,0.0,Melenchon,Dupont-Aignan,Poutou,Zemmour,Arthaud,Lassalle,Pecresse,Hidalgo,Jadot,Le Pen,Macron,Roussel,Melenchon
