voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Le Pen,Melenchon,Dupont-Aignan,Lassalle,Zemmour,Macron,Jadot,Poutou,Hidalgo,Pecresse,Arthaud,Roussel,Le Pen
1,strategic,0.0,Hidalgo,Dupont-Aignan,Roussel,Lassalle,Melenchon,Poutou,Jadot,Zemmour,Macron,Arthaud,Le Pen,Pecresse,Hidalgo
2,mixed,0.68,Le Pen,Arthaud,Pecresse,Roussel,Poutou,Jadot,Dupont-Aignan,Lassalle,Zemmour,Melenchon,Hidalgo,Macron,Le Pen
3,mixed,0.623,Zemmour,Pecresse,Melenchon,Arthaud,Roussel,Hidalgo,Lassalle,Dupont-Aignan,Jadot,Poutou,Macron,Le Pen,Zemmour
4,strategic,0.0,Pecresse,Le Pen,Dupont-Aignan,Zemmour,Arthaud,Poutou,Melenchon,Hidalgo,Jadot,Macron,Roussel,Lassalle,Pecresse
5,strategic,0.0,Macron,Jadot,Melenchon,Roussel,Lassalle,Hidalgo,Pecresse,Zemmour,Le Pen,Poutou,Dupont-Aignan,Arthaud,Macron
6,mixed,0.77,Poutou,Hidalgo,Dupont-Aignan,Le Pen,Pecresse,Arthaud,Roussel,Lassalle,Zemmour,Jadot,Macron,Melenchon,Poutou
7,mixed,0.685,Poutou,Dupont-Aignan,Pecresse,Zemmour,Macron,Roussel,Arthaud,Hidalgo,Jadot,Melenchon,Lassalle,Le Pen,Poutou
8,strategic,0.0,Zemmour,Arthaud,Macron,Hidalgo,Jadot,Roussel,Dupont-Aignan,Pecresse,Poutou,Melenchon,Lassalle,Le Pen,Zemmour
9,strategic,0.0,Pecresse,Melenchon,Le Pen,Roussel,Hidalgo,Dupont-Aignan,Poutou,Lassalle,Arthaud,Jadot,Zemmour,Macron,Pecresse
10,mixed,0.49,Poutou,Le Pen,Jadot,Macron,Dupont-Aignan,Lassalle,Hidalgo,Arthaud,Pecresse,Roussel,Zemmour,Melenchon,Poutou
11,mixed,0.852,Jadot,Le Pen,Dupont-Aignan,Zemmour,Poutou,Hidalgo,Arthaud,Macron,Roussel,Lassalle,Melenchon,Pecresse,Jadot
12,stubborn,1.0,Melenchon,Le Pen,Pecresse,Macron,Hidalgo,Zemmour,Dupont-Aignan,Roussel,Poutou,Lassalle,Arthaud,Jadot,Melenchon
13,mixed,0.646,Lassalle,Pecresse,Dupont-Aignan,Arthaud,Poutou,Melenchon,Le Pen,Zemmour,Jadot,Hidalgo,Roussel,Macron,Lassalle
14,strategic,0.0,Le Pen,Hidalgo,Roussel,Poutou,Dupont-Aignan,Melenchon,Arthaud,Jadot,Pecresse,Macron,Lassalle,Zemmour,Le Pen
15,mixed,0.716,Zemmour,Pecresse,Macron,Poutou,Jadot,Arthaud,Roussel,Melenchon,Lassalle,Le Pen,Hidalgo,Dupont-Aignan,Zemmour
16,mixed,0.716,Lassalle,Hidalgo,Pecresse,Jadot,Le Pen,Zemmour,Dupont-Aignan,Roussel,Melenchon,Macron,Poutou,Arthaud,Lassalle
17,stubborn,1.0,Arthaud,Dupont-Aignan,Jadot,Melenchon,Macron,Le Pen,Zemmour,Poutou,Roussel,Hidalgo,Pecresse,Lassalle,Arthaud
18,mixed,0.827,Poutou,Melenchon,Roussel,Arthaud,Hidalgo,Zemmour,Dupont-Aignan,Pecresse,Macron,Le Pen,Lassalle,Jadot,Poutou
19,stubborn,1.0,Pecresse,Jadot,Poutou,Le Pen,Macron,Melenchon,Arthaud,Roussel,Dupont-Aignan,Lassalle,Zemmour,Hidalgo,Pecresse
20,mixed,0.56,Macron,Dupont-Aignan,Melenchon,Lassalle,Arthaud,Jadot,Zemmour,Roussel,Pecresse,Poutou,Le Pen,Hidalgo,Macron
21,strategic,0.0,Hidalgo,Pecresse,Melenchon,Roussel,Lassalle,Arthaud,Le Pen,Zemmour,Jadot,Dupont-Aignan,Poutou,Macron,Hidalgo
22,mixed,0.705,Dupont-Aignan,Poutou,Zemmour,Hidalgo,Macron,Lassalle,Melenchon,Jadot,Pecresse,Roussel,Arthaud,Le Pen,Dupont-Aignan
23,strategic,0.0,Poutou,Zemmour,Macron,Lassalle,Dupont-Aignan,Pecresse,Melenchon,Hidalgo,Le Pen,Arthaud,Roussel,Jadot,Poutou
24,strategic,0.0,Macron,Poutou,Le Pen,Hidalgo,Arthaud,Lassalle,Roussel,Zemmour,Dupont-Aignan,Pecresse,Jadot,Melenchon,Macron
25,stubborn,1.0,Melenchon,Dupont-Aignan,Hidalgo,Zemmour,Arthaud,Le Pen,Jadot,Lassalle,Roussel,Macron,Poutou,Pecresse,Melenchon
26,mixed,0.727,Zemmour,Lassalle,Arthaud,Jadot,Hidalgo,Poutou,Macron,Pecresse,Melenchon,Le Pen,Dupont-Aignan,Roussel,Zemmour
27,stubborn,1.0,Poutou,Hidalgo,Melenchon,Arthaud,Dupont-Aignan,Jadot,Zemmour,Macron,Pecresse,Lassalle,Le Pen,Roussel,Poutou
28,stubborn,1.0,Lassalle,Hidalgo,Jadot,Arthaud,Poutou,Le Pen,Roussel,Pecresse,Macron,Melenchon,Zemmour,Dupont-Aignan,Lassalle
29,strategic,0.0,Hidalgo,Lassalle,Melenchon,Poutou,Pecresse,Jadot,Zemmour,Dupont-Aignan,Macron,Arthaud,Roussel,Le Pen,Hidalgo
