voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Le Pen,Arthaud,Pecresse,Poutou,Hidalgo,Zemmour,Roussel,Dupont-Aignan,Macron,Jadot,Lassalle,Melenchon,Le Pen
1,strategic,0.0,Zemmour,Hidalgo,Melenchon,Pecresse,Lassalle,Arthaud,Dupont-Aignan,Jadot,Le Pen,Macron,Roussel,Poutou,Zemmour
2,mixed,0.667,Arthaud,Melenchon,Pecresse,Macron,Poutou,Roussel,Dupont-Aignan,Le Pen,Zemmour,Lassalle,Jadot,Hidalgo,Arthaud
3,strategic,0.0,Roussel,Lassalle,Macron,Jadot,Le Pen,Zemmour,Melenchon,Arthaud,Poutou,Hidalgo,Dupont-Aignan,Pecresse,Roussel
4,stubborn,1.0,Hidalgo,Arthaud,Poutou,Zemmour,Roussel,Pecresse,Le Pen,Macron,Melenchon,Jadot,Dupont-Aignan,Lassalle,Hidalgo
5,stubborn,1.0,Zemmour,Dupont-Aignan,Roussel,Poutou,Arthaud,Macron,Hidalgo,Jadot,Le Pen,Pecresse,Lassalle,Melenchon,Zemmour
6,stubborn,1.0,Lassalle,Arthaud,Melenchon,Roussel,Zemmour,Macron,Pecresse,Jadot,Hidalgo,Dupont-Aignan,Le Pen,Poutou,Lassalle
7,stubborn,1.0,Le Pen,Poutou,Pecresse,Dupont-Aignan,Hidalgo,Zemmour,Macron,Melenchon,Roussel,Jadot,Lassalle,Arthaud,Le Pen
8,strategic,0.0,Dupont-Aignan,Jadot,Arthaud,Poutou,Lassalle,Hidalgo,Zemmour,Le Pen,Roussel,Pecresse,Melenchon,Macron,Dupont-Aignan
9,strategic,0.0,Lassalle,Le Pen,Melenchon,Poutou,Roussel,Pecresse,Zemmour,Jadot,Arthaud,Dupont-Aignan,Hidalgo,Macron,Lassalle
10,strategic,0.0,Pecresse,Poutou,Jadot,Le Pen,Macron,Roussel,Zemmour,Melenchon,Arthaud,Hidalgo,Lassalle,Dupont-Aignan,Pecresse
11,strategic,0.0,Dupont-Aignan,Pecresse,Macron,Zemmour,Le Pen,Melenchon,Jadot,Hidalgo,Arthaud,Roussel,Poutou,Lassalle,Dupont-Aignan
12,mixed,0.714,Poutou,Lassalle,Melenchon,Roussel,Dupont-Aignan,Le Pen,Jadot,Arthaud,Pecresse,Macron,Hidalgo,Zemmour,Poutou
13,stubborn,1.0,Hidalgo,Roussel,Pecresse,Lassalle,Poutou,Le Pen,Zemmour,Jadot,Macron,Arthaud,Melenchon,Dupont-Aignan,Hidalgo
14,strategic,0.0,Melenchon,Roussel,Lassalle,Hidalgo,Dupont-Aignan,Poutou,Pecresse,Zemmour,Jadot,Le Pen,Arthaud,Macron,Melenchon
15,stubborn,1.0,Dupont-Aignan,Zemmour,Poutou,Melenchon,Roussel,Pecresse,Lassalle,Le Pen,Arthaud,Jadot,Macron,Hidalgo,Dupont-Aignan
16,stubborn,1.0,Zemmour,Hidalgo,Poutou,Pecresse,Dupont-Aignan,Le Pen,Jadot,Arthaud,Roussel,Lassalle,Melenchon,Macron,Zemmour
17,strategic,0.0,Hidalgo,Poutou,Arthaud,Lassalle,Jadot,Roussel,Le Pen,Melenchon,Macron,Zemmour,Dupont-Aignan,Pecresse,Hidalgo
18,strategic,0.0,Dupont-Aignan,Melenchon,Jadot,Le Pen,Lassalle,Hidalgo,Zemmour,Arthaud,Roussel,Macron,Poutou,Pecresse,Dupont-Aignan
19,stubborn,1.0,Macron,Dupont-Aignan,Zemmour,Arthaud,Hidalgo,Pecresse,Poutou,Roussel,Lassalle,Le Pen,Melenchon,Jadot,Macron
20,mixed,0.705,Zemmour,Pecresse,Roussel,Macron,Poutou,Lassalle,Jadot,Dupont-Aignan,Arthaud,Melenchon,Le Pen,Hidalgo,Zemmour
21,stubborn,1.0,Hidalgo,Zemmour,Roussel,Macron,Le Pen,Poutou,Arthaud,Dupont-Aignan,Pecresse,Jadot,Lassalle,Melenchon,Hidalgo
22,stubborn,1.0,Lassalle,Arthaud,Hidalgo,Le Pen,Poutou,Melenchon,Roussel,Macron,Pecresse,Zemmour,Jadot,Dupont-Aignan,Lassalle
23,stubborn,1.0,Jadot,Pecresse,Le Pen,Zemmour,Dupont-Aignan,Poutou,Melenchon,Macron,Arthaud,Roussel,Hidalgo,Lassalle,Jadot
24,strategic,0.0,Poutou,Pecresse,Hidalgo,Arthaud,Dupont-Aignan,Le Pen,Melenchon,Macron,Zemmour,Jadot,Roussel,Lassalle,Poutou
25,stubborn,1.0,Dupont-Aignan,Macron,Pecresse,Roussel,Poutou,Hidalgo,Zemmour,Lassalle,Arthaud,Le Pen,Jadot,Melenchon,Dupont-Aignan
26,strategic,0.0,Melenchon,Lassalle,Macron,Jadot,Zemmour,Dupont-Aignan,Poutou,Le Pen,Hidalgo,Arthaud,Roussel,Pecresse,Melenchon
27,strategic,0.0,Dupont-Aignan,Le Pen,Macron,Roussel,Arthaud,Lassalle,Pecresse,Zemmour,Hidalgo,Jadot,Poutou,Melenchon,Dupont-Aignan
28,strategic,0.0,Macron,Zemmour,Lassalle,Arthaud,Roussel,Hidalgo,Jadot,Dupont-Aignan,Le Pen,Melenchon,Pecresse,Poutou,Macron
29,mixed,0.705,Arthaud,Dupont-Aignan,Le Pen,Macron,Roussel,Jadot,Melenchon,Poutou,Zemmour,Lassalle,Pecresse,Hidalgo,Arthaud
30,strategic,0.0,Macron,Dupont-Aignan,Arthaud,Poutou,Pecresse,Lassalle,Le Pen,Roussel,Jadot,Zemmour,Hidalgo,Melenchon,Macron
31,mixed,0.834,Melenchon,Zemmour,Roussel,Poutou,Pecresse,Macron,Le Pen,Jadot,Lassalle,Arthaud,Hidalgo,Dupont-Aignan,Melenchon
32,strategic,0.0,Arthaud,Poutou,Roussel,Le Pen,Macron,Melenchon,Jadot,Dupont-Aignan,Pecresse,Lassalle,Zemmour,Hidalgo,Arthaud
33,mixed,0.517,Arthaud,Melenchon,Pecresse,Le Pen,Jadot,Macron,Zemmour,Roussel,Lassalle,Dupont-Aignan,Poutou,Hidalgo,Arthaud
34,mixed,0.697,Zemmour,Jadot,Macron,Melenchon,Dupont-Aignan,Lassalle,Le Pen,Roussel,Pecresse,Poutou,Arthaud,Hidalgo,Zemmour
35,strategic,0.0,Jadot,Zemmour,Pecresse,Melenchon,Macron,Le Pen,Arthaud,Roussel,Hidalgo,Lassalle,Poutou,Dupont-Aignan,Jadot
36,stubborn,1.0,Zemmour,Poutou,Lassalle,Dupont-Aignan,Roussel,Melenchon,Macron,Hidalgo,Pecresse,Arthaud,Jadot,Le Pen,Zemmour
37,mixed,0.824,Le Pen,Roussel,Poutou,Zemmour,Pecresse,Dupont-Aignan,Hidalgo,Arthaud,Jadot,Lassalle,Melenchon,Macron,Le Pen
38,stubborn,1.0,Lassalle,Zemmour,Macron,Hidalgo,Dupont-Aignan,Poutou,Arthaud,Pecresse,Melenchon,Jadot,Le Pen,Roussel,Lassalle
39,mixed,0.681,Roussel,Hidalgo,Jadot,Poutou,Arthaud,Zemmour,Melenchon,Lassalle,Macron,Pecresse,Dupont-Aignan,Le Pen,Roussel
40,strategic,0.0,Dupont-Aignan,Poutou,Zemmour,Jadot,Le Pen,Macron,Hidalgo,Arthaud,Melenchon,Pecresse,Roussel,Lassalle,Dupont-Aignan
41,stubborn,1.0,Jadot,Poutou,Pecresse,Dupont-Aignan,Arthaud,Roussel,Zemmour,Lassalle,Le Pen,Hidalgo,Macron,Melenchon,Jadot
42,strategic,0.0,Arthaud,Zemmour,Macron,Roussel,Pecresse,Dupont-Aignan,Jadot,Lassalle,Melenchon,Le Pen,Poutou,Hidalgo,Arthaud
43,stubborn,1.0,Jadot,Dupont-Aignan,Macron,Zemmour,Hidalgo,Lassalle,Roussel,Poutou,Melenchon,Le Pen,Pecresse,Arthaud,Jadot
44,strategic,0.0,Macron,Roussel,Melenchon,Le Pen,Hidalgo,Zemmour,Poutou,Lassalle,Jadot,Dupont-Aignan,Arthaud,Pecresse,Macron
