voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Zemmour,Melenchon,Macron,Pecresse,Hidalgo,Arthaud,Dupont-Aignan,Jadot,Lassalle,Le Pen,Roussel,Poutou,Zemmour
1,stubborn,1.0,Pecresse,Roussel,Lassalle,Melenchon,Jadot,Le Pen,Zemmour,Hidalgo,Dupont-Aignan,Poutou,Macron,Arthaud,Pecresse
2,strategic,0.0,Macron,Melenchon,Lassalle,Zemmour,Arthaud,Jadot,Pecresse,Dupont-Aignan,Poutou,Le Pen,Roussel,Hidalgo,Macron
3,mixed,0.598,Dupont-Aignan,Pecresse,Hidalgo,Macron,Melenchon,Poutou,Jadot,Zemmour,Le Pen,Roussel,Arthaud,Lassalle,Dupont-Aignan
4,stubborn,1.0,Dupont-Aignan,Lassalle,Melenchon,Roussel,Macron,Hidalgo,Jadot,Pecresse,Le Pen,Poutou,Zemmour,Arthaud,Dupont-Aignan
5,mixed,0.572,Le Pen,Macron,Poutou,Arthaud,Roussel,Melenchon,Pecresse,Lassalle,Zemmour,Jadot,Hidalgo,Dupont-Aignan,Le Pen
6,strategic,0.0,Le Pen,Arthaud,Hidalgo,Roussel,Pecresse,Lassalle,Zemmour,Jadot,Macron,Dupont-Aignan,Poutou,Melenchon,Le Pen
7,strategic,0.0,Poutou,Roussel,Pecresse,Lassalle,Hidalgo,Jadot,Macron,Dupont-Aignan,Le Pen,Melenchon,Arthaud,Zemmour,Poutou
8,strategic,0.0,Dupont-Aignan,Melenchon,Zemmour,Arthaud,Jadot,Roussel,Pecresse,Lassalle,Macron,Poutou,Le Pen,Hidalgo,Dupont-Aignan
9,strategic,0.0,Dupont-Aignan,Hidalgo,Roussel,Pecresse,Lassalle,Zemmour,Macron,Poutou,Le Pen,Jadot,Melenchon,Arthaud,Dupont-Aignan
10,strategic,0.0,Le Pen,Lassalle,Macron,Roussel,Jadot,Melenchon,Poutou,Hidalgo,Zemmour,Pecresse,Arthaud,Dupont-Aignan,Le Pen
11,mixed,0.812,Lassalle,Melenchon,Pecresse,Roussel,Macron,Dupont-Aignan,Le Pen,Poutou,Zemmour,Jadot,Arthaud,Hidalgo,Lassalle
12,strategic,0.0,Le Pen,Pecresse,Dupont-Aignan,Melenchon,Lassalle,Macron,Roussel,Jadot,Poutou,Zemmour,Hidalgo,Arthaud,Le Pen
13,strategic,0.0,Pecresse,Arthaud,Poutou,Zemmour,Macron,Roussel,Dupont-Aignan,Jadot,Melenchon,Lassalle,Hidalgo,Le Pen,Pecresse
14,mixed,0.885,Arthaud,Roussel,Lassalle,Le Pen,Pecresse,Melenchon,Macron,Zemmour,Hidalgo,Dupont-Aignan,Jadot,Poutou,Arthaud
15,strategic,0.0,Hidalgo,Pecresse,Jadot,Dupont-Aignan,Melenchon,Roussel,Le Pen,Arthaud,Zemmour,Macron,Lassalle,Poutou,Hidalgo
16,strategic,0.0,Jadot,Le Pen,Pecresse,Poutou,Dupont-Aignan,Arthaud,Hidalgo,Zemmour,Melenchon,Lassalle,Macron,Roussel,Jadot
17,strategic,0.0,Melenchon,Lassalle,Hidalgo,Zemmour,Arthaud,Poutou,Le Pen,Roussel,Jadot,Macron,Dupont-Aignan,Pecresse,Melenchon
18,strategic,0.0,Roussel,Jadot,Dupont-Aignan,Poutou,Lassalle,Zemmour,Pecresse,Le Pen,Hidalgo,Melenchon,Arthaud,Macron,Roussel
19,strategic,0.0,Lassalle,Zemmour,Dupont-Aignan,Poutou,Hidalgo,Le Pen,Macron,Roussel,Melenchon,Arthaud,Pecresse,Jadot,Lassalle
20,strategic,0.0,Poutou,Lassalle,Melenchon,Roussel,Dupont-Aignan,Pecresse,Zemmour,Le Pen,Hidalgo,Macron,Jadot,Arthaud,Poutou
21,strategic,0.0,Dupont-Aignan,Melenchon,Lassalle,Roussel,Hidalgo,Pecresse,Zemmour,Macron,Le Pen,Poutou,Jadot,Arthaud,Dupont-Aignan
22,mixed,0.403,Melenchon,Zemmour,Lassalle,Arthaud,Macron,Jadot,Dupont-Aignan,Le Pen,Pecresse,Roussel,Hidalgo,Poutou,Melenchon
23,mixed,0.674,Jadot,Zemmour,Lassalle,Pecresse,Le Pen,Roussel,Macron,Melenchon,Arthaud,Dupont-Aignan,Poutou,Hidalgo,Jadot
24,strategic,0.0,Lassalle,Arthaud,Macron,Hidalgo,Roussel,Poutou,Zemmour,Jadot,Dupont-Aignan,Le Pen,Melenchon,Pecresse,Lassalle
25,mixed,0.773,Zemmour,Lassalle,Roussel,Jadot,Hidalgo,Melenchon,Poutou,Pecresse,Macron,Dupont-Aignan,Le Pen,Arthaud,Zemmour
26,mixed,0.712,Zemmour,Jadot,Poutou,Pecresse,Melenchon,Dupont-Aignan,Le Pen,Macron,Lassalle,Arthaud,Hidalgo,Roussel,Zemmour
27,strategic,0.0,Zemmour,Dupont-Aignan,Hidalgo,Jadot,Macron,Arthaud,Roussel,Le Pen,Lassalle,Poutou,Melenchon,Pecresse,Zemmour
28,strategic,0.0,Roussel,Lassalle,Jadot,Le Pen,Arthaud,Zemmour,Pecresse,Macron,Melenchon,Hidalgo,Poutou,Dupont-Aignan,Roussel
29,strategic,0.0,Macron,Poutou,Roussel,Lassalle,Arthaud,Melenchon,Jadot,Le Pen,Zemmour,Pecresse,Hidalgo,Dupont-Aignan,Macron
