voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Arthaud,Poutou,Melenchon,Hidalgo,Jadot,Macron,Pecresse,Zemmour,Dupont-Aignan,Roussel,Lassalle,Le Pen,Arthaud
1,stubborn,1.0,Hidalgo,Macron,Roussel,Dupont-Aignan,Poutou,Pecresse,Jadot,Lassalle,Arthaud,Melenchon,Zemmour,Le Pen,Hidalgo
2,mixed,0.6,Arthaud,Pecresse,Melenchon,Hidalgo,Roussel,Dupont-Aignan,Macron,Poutou,Le Pen,Lassalle,Jadot,Zemmour,Arthaud
3,stubborn,1.0,Roussel,Jadot,Le Pen,Pecresse,Hidalgo,Zemmour,Lassalle,Dupont-Aignan,Poutou,Macron,Arthaud,Melenchon,Roussel
4,stubborn,1.0,Hidalgo,Arthaud,Poutou,Jadot,Dupont-Aignan,Le Pen,Melenchon,Roussel,Zemmour,Pecresse,Lassalle,Macron,Hidalgo
5,mixed,0.6,Roussel,Dupont-Aignan,Macron,Arthaud,Le Pen,Zemmour,Lassalle,Pecresse,Jadot,Poutou,Melenchon,Hidalgo,Roussel
6,strategic,0.0,Dupont-Aignan,Pecresse,Lassalle,Zemmour,Le Pen,Melenchon,Hidalgo,Roussel,Poutou,Macron,Jadot,Arthaud,Dupont-Aignan
7,mixed,0.6,Dupont-Aignan,Poutou,Macron,Jadot,Roussel,Lassalle,Melenchon,Le Pen,Zemmour,Hidalgo,Arthaud,Pecresse,Dupont-Aignan
8,stubborn,1.0,Zemmour,Melenchon,Lassalle,Poutou,Hidalgo,Le Pen,Arthaud,Macron,Jadot,Pecresse,Dupont-Aignan,Roussel,Zemmour
9,strategic,0.0,Poutou,Pecresse,Jadot,Hidalgo,Melenchon,Dupont-Aignan,Lassalle,Arthaud,Macron,Zemmour,Roussel,Le Pen,Poutou
10,stubborn,1.0,Le Pen,Melenchon,Dupont-Aignan,Pecresse,Macron,Hidalgo,Lassalle,Zemmour,Poutou,Roussel,Jadot,Arthaud,Le Pen
11,stubborn,1.0,Dupont-Aignan,Jadot,Macron,Roussel,Lassalle,Poutou,Pecresse,Melenchon,Arthaud,Hidalgo,Zemmour,Le Pen,Dupont-Aignan
12,strategic,0.0,Lassalle,Macron,Melenchon,Arthaud,Pecresse,Dupont-Aignan,Poutou,Hidalgo,Jadot,Le Pen,Roussel,Zemmour,Lassalle
13,strategic,0.0,Hidalgo,Poutou,Zemmour,Dupont-Aignan,Le Pen,Melenchon,Arthaud,Lassalle,Pecresse,Jadot,Roussel,Macron,Hidalgo
14,strategic,0.0,Arthaud,Roussel,Le Pen,Melenchon,Hidalgo,Pecresse,Lassalle,Macron,Poutou,Jadot,Dupont-Aignan,Zemmour,Arthaud
15,mixed,0.6,Jadot,Roussel,Poutou,Le Pen,Lassalle,Arthaud,Zemmour,Dupont-Aignan,Melenchon,Hidalgo,Macron,Pecresse,Jadot
16,strategic,0.0,Le Pen,Arthaud,Zemmour,Dupont-Aignan,Melenchon,Macron,Poutou,Hidalgo,Lassalle,Pecresse,Roussel,Jadot,Le Pen
17,strategic,0.0,Dupont-Aignan,Zemmour,Jadot,Arthaud,Melenchon,Poutou,Le Pen,Lassalle,Roussel,Hidalgo,Macron,Pecresse,Dupont-Aignan
18,strategic,0.0,Jadot,Roussel,Poutou,Le Pen,Macron,Lassalle,Arthaud,Hidalgo,Zemmour,Dupont-Aignan,Melenchon,Pecresse,Jadot
19,stubborn,1.0,Zemmour,Melenchon,Arthaud,Le Pen,Roussel,Dupont-Aignan,Pecresse,Macron,Jadot,Lassalle,Poutou,Hidalgo,Zemmour
20,mixed,0.6,Macron,Dupont-Aignan,Roussel,Poutou,Zemmour,Arthaud,Pecresse,Lassalle,Hidalgo,Le Pen,Melenchon,Jadot,Macron
21,strategic,0.0,Jadot,Macron,Zemmour,Roussel,Pecresse,Poutou,Le Pen,Melenchon,Dupont-Aignan,Arthaud,Hidalgo,Lassalle,Jadot
22,strategic,0.0,Macron,Arthaud,Melenchon,Zemmour,Pecresse,Dupont-Aignan,Hidalgo,Roussel,Le Pen,Jadot,Poutou,Lassalle,Macron
23,strategic,0.0,Melenchon,Jadot,Macron,Pecresse,Lassalle,Roussel,Poutou,Zemmour,Hidalgo,Le Pen,Arthaud,Dupont-Aignan,Melenchon
24,mixed,0.6,Macron,Jadot,Le Pen,Arthaud,Zemmour,Roussel,Poutou,Melenchon,Pecresse,Hidalgo,Lassalle,Dupont-Aignan,Macron
25,strategic,0.0,Dupont-Aignan,Lassalle,Poutou,Roussel,Hidalgo,Macron,Pecresse,Jadot,Zemmour,Le Pen,Melenchon,Arthaud,Dupont-Aignan
26,stubborn,1.0,Melenchon,Le Pen,Zemmour,Lassalle,Jadot,Pecresse,Poutou,Dupont-Aignan,Hidalgo,Macron,Roussel,Arthaud,Melenchon
27,stubborn,1.0,Le Pen,Hidalgo,Zemmour,Roussel,Melenchon,Jadot,Lassalle,Poutou,Arthaud,Pecresse,Dupont-Aignan,Macron,Le Pen
