voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Dupont-Aignan,Lassalle,Zemmour,Hidalgo,Arthaud,Roussel,Melenchon,Macron,Le Pen,Jadot,Pecresse,Poutou,Dupont-Aignan
1,mixed,0.522,Pecresse,Zemmour,Dupont-Aignan,Roussel,Jadot,Poutou,Le Pen,Hidalgo,Arthaud,Macron,Melenchon,Lassalle,Pecresse
2,stubborn,1.0,Melenchon,Jadot,Dupont-Aignan,Zemmour,Poutou,Hidalgo,Arthaud,Roussel,Le Pen,Lassalle,Macron,Pecresse,Melenchon
3,mixed,0.897,Pecresse,Roussel,Poutou,Hidalgo,Arthaud,Le Pen,Zemmour,Jadot,Dupont-Aignan,Lassalle,Macron,Melenchon,Pecresse
4,stubborn,1.0,Jadot,Macron,Roussel,Arthaud,Hidalgo,Dupont-Aignan,Poutou,Le Pen,Melenchon,Pecresse,Zemmour,Lassalle,Jadot
5,stubborn,1.0,Poutou,Pecresse,Melenchon,Macron,Zemmour,Le Pen,Hidalgo,Dupont-Aignan,Arthaud,Jadot,Roussel,Lassalle,Poutou
6,mixed,0.468,Zemmour,Roussel,Arthaud,Lassalle,Melenchon,Dupont-Aignan,Hidalgo,Jadot,Poutou,Le Pen,Pecresse,Macron,Zemmour
7,stubborn,1.0,Melenchon,Zemmour,Macron,Arthaud,Le Pen,Roussel,Hidalgo,Lassalle,Pecresse,Poutou,Jadot,Dupont-Aignan,Melenchon
8,mixed,0.735,Hidalgo,Macron,Pecresse,Lassalle,Arthaud,Le Pen,Poutou,Zemmour,Melenchon,Dupont-Aignan,Jadot,Roussel,Hidalgo
9,mixed,0.564,Le Pen,Jadot,Poutou,Pecresse,Dupont-Aignan,Zemmour,Lassalle,Hidalgo,Arthaud,Macron,Melenchon,Roussel,Le Pen
