voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Hidalgo,Poutou,Le Pen,Macron,Zemmour,Roussel,Dupont-Aignan,Lassalle,Arthaud,Jadot,Melenchon,Pecresse,Hidalgo
1,stubborn,1.0,Zemmour,Macron,Jadot,Le Pen,Melenchon,Lassalle,Pecresse,Arthaud,Poutou,Roussel,Hidalgo,Dupont-Aignan,Zemmour
2,strategic,0.0,Jadot,Dupont-Aignan,Roussel,Poutou,Pecresse,Zemmour,Arthaud,Lassalle,Melenchon,Hidalgo,Le Pen,Macron,Jadot
3,stubborn,1.0,Poutou,Arthaud,Macron,Zemmour,Jadot,Dupont-Aignan,Hidalgo,Roussel,Le Pen,Melenchon,Lassalle,Pecresse,Poutou
4,strategic,0.0,Lassalle,Pecresse,Roussel,Hidalgo,Poutou,Dupont-Aignan,Macron,Melenchon,Arthaud,Jadot,Le Pen,Zemmour,Lassalle
5,mixed,0.5,Jadot,Zemmour,Le Pen,Melenchon,Arthaud,Hidalgo,Roussel,Poutou,Lassalle,Pecresse,Dupont-Aignan,Macron,Jadot
6,mixed,0.595,Pecresse,Jadot,Arthaud,Hidalgo,Macron,Zemmour,Lassalle,Le Pen,Dupont-Aignan,Roussel,Melenchon,Poutou,Pecresse
7,stubborn,1.0,Poutou,Arthaud,Zemmour,Roussel,Le Pen,Pecresse,Hidalgo,Lassalle,Dupont-Aignan,Melenchon,Jadot,Macron,Poutou
8,mixed,0.411,Zemmour,Macron,Hidalgo,Dupont-Aignan,Pecresse,Lassalle,Poutou,Roussel,Jadot,Melenchon,Le Pen,Arthaud,Zemmour
9,strategic,0.0,Macron,Melenchon,Pecresse,Poutou,Roussel,Zemmour,Jadot,Dupont-Aignan,Lassalle,Hidalgo,Le Pen,Arthaud,Macron
10,strategic,0.0,Pecresse,Arthaud,Roussel,Le Pen,Hidalgo,Poutou,Zemmour,Jadot,Lassalle,Macron,Dupont-Aignan,Melenchon,Pecresse
11,strategic,0.0,Melenchon,Arthaud,Poutou,Pecresse,Roussel,Macron,Le Pen,Lassalle,Zemmour,Jadot,Dupont-Aignan,Hidalgo,Melenchon
12,stubborn,1.0,Zemmour,Le Pen,Roussel,Pecresse,Melenchon,Poutou,Dupont-Aignan,Hidalgo,Lassalle,Arthaud,Macron,Jadot,Zemmour
13,stubborn,1.0,Jadot,Hidalgo,Poutou,Roussel,Le Pen,Pecresse,Zemmour,Arthaud,Melenchon,Lassalle,Dupont-Aignan,Macron,Jadot
14,stubborn,1.0,Melenchon,Le Pen,Hidalgo,Pecresse,Zemmour,Lassalle,Roussel,Arthaud,Jadot,Poutou,Macron,Dupont-Aignan,Melenchon
15,mixed,0.4,Pecresse,Roussel,Arthaud,Macron,Lassalle,Zemmour,Melenchon,Dupont-Aignan,Hidalgo,Poutou,Le Pen,Jadot,Pecresse
16,stubborn,1.0,Le Pen,Lassalle,Melenchon,Macron,Roussel,Arthaud,Poutou,Jadot,Zemmour,Dupont-Aignan,Pecresse,Hidalgo,Le Pen
17,mixed,0.75,Dupont-Aignan,Lassalle,Poutou,Arthaud,Hidalgo,Roussel,Macron,Zemmour,Jadot,Pecresse,Melenchon,Le Pen,Dupont-Aignan
18,strategic,0.0,Poutou,Roussel,Macron,Lassalle,Le Pen,Pecresse,Zemmour,Jadot,Dupont-Aignan,Arthaud,Melenchon,Hidalgo,Poutou
19,stubborn,1.0,Hidalgo,Arthaud,Le Pen,Roussel,Poutou,Dupont-Aignan,Jadot,Macron,Melenchon,Pecresse,Zemmour,Lassalle,Hidalgo
20,stubborn,1.0,Hidalgo,Dupont-Aignan,Le Pen,Jadot,Roussel,Zemmour,Poutou,Macron,Arthaud,Lassalle,Pecresse,Melenchon,Hidalgo
21,stubborn,1.0,Zemmour,Jadot,Melenchon,Dupont-Aignan,Roussel,Macron,Pecresse,Arthaud,Hidalgo,Poutou,Lassalle,Le Pen,Zemmour
22,stubborn,1.0,Hidalgo,Roussel,Poutou,Jadot,Zemmour,Le Pen,Pecresse,Dupont-Aignan,Melenchon,Macron,Arthaud,Lassalle,Hidalgo
23,strategic,0.0,Arthaud,Pecresse,Jadot,Melenchon,Zemmour,Lassalle,Le Pen,Poutou,Dupont-Aignan,Roussel,Hidalgo,Macron,Arthaud
24,strategic,0.0,Le Pen,Poutou,Hidalgo,Jadot,Pecresse,Arthaud,Macron,Melenchon,Zemmour,Lassalle,Dupont-Aignan,Roussel,Le Pen
25,stubborn,1.0,Arthaud,Dupont-Aignan,Poutou,Macron,Jadot,Roussel,Hidalgo,Lassalle,Pecresse,Zemmour,Le Pen,Melenchon,Arthaud
26,stubborn,1.0,Macron,Roussel,Jadot,Le Pen,Arthaud,Dupont-Aignan,Pecresse,Poutou,Lassalle,Melenchon,Zemmour,Hidalgo,Macron
27,mixed,0.746,Zemmour,Le Pen,Lassalle,Arthaud,Hidalgo,Melenchon,Dupont-Aignan,Roussel,Jadot,Macron,Pecresse,Poutou,Zemmour
28,stubborn,1.0,Arthaud,Zemmour,Dupont-Aignan,Jadot,Poutou,Pecresse,Roussel,Le Pen,Melenchon,Hidalgo,Macron,Lassalle,Arthaud
29,stubborn,1.0,Zemmour,Pecresse,Lassalle,Melenchon,Arthaud,Le Pen,Jadot,Macron,Poutou,Hidalgo,Roussel,Dupont-Aignan,Zemmour
30,stubborn,1.0,Lassalle,Poutou,Arthaud,Hidalgo,Zemmour,Dupont-Aignan,Jadot,Roussel,Melenchon,Le Pen,Pecresse,Macron,Lassalle
31,stubborn,1.0,Jadot,Le Pen,Melenchon,Roussel,Dupont-Aignan,Arthaud,Macron,Lassalle,Poutou,Hidalgo,Zemmour,Pecresse,Jadot
32,stubborn,1.0,Arthaud,Macron,Zemmour,Melenchon,Le Pen,Pecresse,Poutou,Roussel,Lassalle,Hidalgo,Jadot,Dupont-Aignan,Arthaud
33,strategic,0.0,Pecresse,Arthaud,Dupont-Aignan,Lassalle,Melenchon,Roussel,Hidalgo,Macron,Le Pen,Jadot,Poutou,Zemmour,Pecresse
34,stubborn,1.0,Poutou,Roussel,Melenchon,Lassalle,Hidalgo,Le Pen,Zemmour,Arthaud,Pecresse,Jadot,Dupont-Aignan,Macron,Poutou
35,mixed,0.726,Arthaud,Macron,Le Pen,Melenchon,Roussel,Dupont-Aignan,Pecresse,Zemmour,Jadot,Hidalgo,Poutou,Lassalle,Arthaud
36,stubborn,1.0,Le Pen,Arthaud,Melenchon,Macron,Dupont-Aignan,Jadot,Pecresse,Roussel,Poutou,Hidalgo,Zemmour,Lassalle,Le Pen
37,strategic,0.0,Le Pen,Macron,Arthaud,Hidalgo,Jadot,Poutou,Melenchon,Pecresse,Zemmour,Lassalle,Roussel,Dupont-Aignan,Le Pen
38,stubborn,1.0,Roussel,Le Pen,Jadot,Zemmour,Melenchon,Lassalle,Poutou,Dupont-Aignan,Pecresse,Arthaud,Macron,Hidalgo,Roussel
39,stubborn,1.0,Melenchon,Lassalle,Le Pen,Hidalgo,Dupont-Aignan,Jadot,Poutou,Macron,Roussel,Pecresse,Arthaud,Zemmour,Melenchon
40,mixed,0.413,Roussel,Pecresse,Hidalgo,Poutou,Lassalle,Arthaud,Le Pen,Melenchon,Dupont-Aignan,Macron,Jadot,Zemmour,Roussel
41,stubborn,1.0,Macron,Poutou,Lassalle,Zemmour,Arthaud,Hidalgo,Le Pen,Roussel,Jadot,Dupont-Aignan,Melenchon,Pecresse,Macron
42,stubborn,1.0,Lassalle,Jadot,Melenchon,Macron,Dupont-Aignan,Roussel,Pecresse,Poutou,Hidalgo,Arthaud,Le Pen,Zemmour,Lassalle
43,stubborn,1.0,Macron,Pecresse,Le Pen,Lassalle,Poutou,Roussel,Dupont-Aignan,Zemmour,Jadot,Melenchon,Hidalgo,Arthaud,Macron
44,stubborn,1.0,Poutou,Pecresse,Le Pen,Dupont-Aignan,Lassalle,Arthaud,Melenchon,Macron,Jadot,Hidalgo,Roussel,Zemmour,Poutou
45,stubborn,1.0,Pecresse,Le Pen,Hidalgo,Macron,Poutou,Zemmour,Jadot,Melenchon,Roussel,Lassalle,Dupont-Aignan,Arthaud,Pecresse
46,stubborn,1.0,Melenchon,Le Pen,Poutou,Pecresse,Hidalgo,Dupont-Aignan,Roussel,Lassalle,Zemmour,Macron,Jadot,Arthaud,Melenchon
47,mixed,0.64,Roussel,Melenchon,Pecresse,Dupont-Aignan,Hidalgo,Jadot,Lassalle,Zemmour,Arthaud,Poutou,Le Pen,Macron,Roussel
48,mixed,0.761,Roussel,Hidalgo,Macron,Pecresse,Le Pen,Arthaud,Jadot,Melenchon,Zemmour,Dupont-Aignan,Poutou,Lassalle,Roussel
49,stubborn,1.0,Le Pen,Dupont-Aignan,Lassalle,Poutou,Macron,Hidalgo,Pecresse,Zemmour,Jadot,Arthaud,Roussel,Melenchon,Le Pen
50,stubborn,1.0,Pecresse,Dupont-Aignan,Lassalle,Arthaud,Melenchon,Zemmour,Hidalgo,Poutou,Macron,Jadot,Roussel,Le Pen,Pecresse
51,mixed,0.508,Arthaud,Pecresse,Lassalle,Poutou,Hidalgo,Le Pen,Dupont-Aignan,Jadot,Roussel,Melenchon,Macron,Zemmour,Arthaud
52,stubborn,1.0,Jadot,Hidalgo,Zemmour,Arthaud,Poutou,Roussel,Melenchon,Le Pen,Dupont-Aignan,Pecresse,Lassalle,Macron,Jadot
53,mixed,0.524,Jadot,Pecresse,Melenchon,Zemmour,Roussel,Poutou,Arthaud,Hidalgo,Lassalle,Macron,Le Pen,Dupont-Aignan,Jadot
54,mixed,0.496,Dupont-Aignan,Hidalgo,Zemmour,Pecresse,Le Pen,Lassalle,Macron,Roussel,Arthaud,Melenchon,Jadot,Poutou,Dupont-Aignan
55,stubborn,1.0,Melenchon,Hidalgo,Zemmour,Poutou,Le Pen,Jadot,Macron,Dupont-Aignan,Lassalle,Arthaud,Roussel,Pecresse,Melenchon
56,stubborn,1.0,Poutou,Roussel,Arthaud,Hidalgo,Macron,Melenchon,Jadot,Le Pen,Pecresse,Lassalle,Dupont-Aignan,Zemmour,Poutou
57,stubborn,1.0,Lassalle,Roussel,Zemmour,Le Pen,Hidalgo,Melenchon,Poutou,Macron,Dupont-Aignan,Pecresse,Arthaud,Jadot,Lassalle
58,mixed,0.422,Hidalgo,Macron,Dupont-Aignan,Roussel,Poutou,Lassalle,Le Pen,Pecresse,Jadot,Arthaud,Melenchon,Zemmour,Hidalgo
59,strategic,0.0,Macron,Pecresse,Jadot,Dupont-Aignan,Melenchon,Le Pen,Hidalgo,Poutou,Roussel,Lassalle,Zemmour,Arthaud,Macron
60,stubborn,1.0,Hidalgo,Roussel,Pecresse,Zemmour,Le Pen,Melenchon,Dupont-Aignan,Macron,Arthaud,Lassalle,Poutou,Jadot,Hidalgo
61,strategic,0.0,Macron,Poutou,Dupont-Aignan,Le Pen,Arthaud,Melenchon,Hidalgo,Jadot,Zemmour,Lassalle,Roussel,Pecresse,Macron
62,stubborn,1.0,Dupont-Aignan,Arthaud,Lassalle,Melenchon,Zemmour,Poutou,Le Pen,Macron,Pecresse,Jadot,Hidalgo,Roussel,Dupont-Aignan
63,stubborn,1.0,Zemmour,Le Pen,Poutou,Jadot,Macron,Roussel,Melenchon,Arthaud,Dupont-Aignan,Hidalgo,Pecresse,Lassalle,Zemmour
64,stubborn,1.0,Zemmour,Poutou,Le Pen,Melenchon,Pecresse,Hidalgo,Arthaud,Macron,Dupont-Aignan,Lassalle,Roussel,Jadot,Zemmour
65,stubborn,1.0,Pecresse,Hidalgo,Jadot,Poutou,Lassalle,Zemmour,Roussel,Le Pen,Macron,Dupont-Aignan,Arthaud,Melenchon,Pecresse
66,stubborn,1.0,Jadot,Dupont-Aignan,Melenchon,Poutou,Zemmour,Roussel,Macron,Pecresse,Lassalle,Le Pen,Hidalgo,Arthaud,Jadot
67,stubborn,1.0,Hidalgo,Roussel,Pecresse,Jadot,Macron,Le Pen,Melenchon,Arthaud,Lassalle,Dupont-Aignan,Poutou,Zemmour,Hidalgo
68,strategic,0.0,Hidalgo,Macron,Pecresse,Arthaud,Jadot,Roussel,Zemmour,Le Pen,Dupont-Aignan,Poutou,Lassalle,Melenchon,Hidalgo
69,mixed,0.819,Hidalgo,Dupont-Aignan,Macron,Roussel,Zemmour,Melenchon,Arthaud,Poutou,Le Pen,Jadot,Lassalle,Pecresse,Hidalgo
70,stubborn,1.0,Hidalgo,Arthaud,Pecresse,Macron,Poutou,Le Pen,Jadot,Dupont-Aignan,Zemmour,Lassalle,Roussel,Melenchon,Hidalgo
71,stubborn,1.0,Poutou,Jadot,Roussel,Le Pen,Melenchon,Zemmour,Dupont-Aignan,Arthaud,Lassalle,Hidalgo,Macron,Pecresse,Poutou
72,mixed,0.734,Melenchon,Pecresse,Arthaud,Zemmour,Hidalgo,Dupont-Aignan,Macron,Lassalle,Le Pen,Roussel,Poutou,Jadot,Melenchon
73,stubborn,1.0,Lassalle,Jadot,Hidalgo,Arthaud,Roussel,Zemmour,Macron,Melenchon,Dupont-Aignan,Le Pen,Pecresse,Poutou,Lassalle
74,strategic,0.0,Hidalgo,Pecresse,Arthaud,Macron,Poutou,Jadot,Le Pen,Roussel,Dupont-Aignan,Melenchon,Zemmour,Lassalle,Hidalgo
75,strategic,0.0,Hidalgo,Jadot,Roussel,Zemmour,Macron,Le Pen,Pecresse,Arthaud,Poutou,Dupont-Aignan,Melenchon,Lassalle,Hidalgo
76,strategic,0.0,Melenchon,Poutou,Le Pen,Lassalle,Pecresse,Zemmour,Roussel,Arthaud,Jadot,Dupont-Aignan,Hidalgo,Macron,Melenchon
77,mixed,0.519,Hidalgo,Jadot,Macron,Roussel,Lassalle,Poutou,Zemmour,Arthaud,Pecresse,Le Pen,Dupont-Aignan,Melenchon,Hidalgo
78,stubborn,1.0,Hidalgo,Dupont-Aignan,Macron,Arthaud,Melenchon,Jadot,Zemmour,Poutou,Le Pen,Pecresse,Lassalle,Roussel,Hidalgo
