voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Macron,Le Pen,Poutou,Dupont-Aignan,Lassalle,Pecresse,Jadot,Melenchon,Arthaud,Hidalgo,Roussel,Zemmour,Macron
1,strategic,0.0,Macron,Melenchon,Zemmour,Hidalgo,Arthaud,Poutou,Le Pen,Roussel,Dupont-Aignan,Pecresse,Jadot,Lassalle,Macron
2,strategic,0.0,Le Pen,Pecresse,Zemmour,Roussel,Macron,Hidalgo,Arthaud,Melenchon,Jadot,Dupont-Aignan,Lassalle,Poutou,Le Pen
3,strategic,0.0,Macron,Pecresse,Zemmour,Poutou,Lassalle,Melenchon,Hidalgo,Jadot,Dupont-Aignan,Le Pen,Roussel,Arthaud,Macron
4,strategic,0.0,Le Pen,Hidalgo,Pecresse,Melenchon,Dupont-Aignan,Zemmour,Roussel,Jadot,Lassalle,Macron,Arthaud,Poutou,Le Pen
5,mixed,0.872,Arthaud,Hidalgo,Dupont-Aignan,Lassalle,Macron,Pecresse,Poutou,Zemmour,Roussel,Le Pen,Melenchon,Jadot,Arthaud
6,strategic,0.0,Hidalgo,Jadot,Pecresse,Melenchon,Lassalle,Arthaud,Zemmour,Le Pen,Roussel,Macron,Dupont-Aignan,Poutou,Hidalgo
7,mixed,0.784,Arthaud,Melenchon,Zemmour,Le Pen,Jadot,Roussel,Hidalgo,Lassalle,Pecresse,Macron,Poutou,Dupont-Aignan,Arthaud
8,strategic,0.0,Poutou,Le Pen,Zemmour,Pecresse,Dupont-Aignan,Roussel,Arthaud,Hidalgo,Melenchon,Lassalle,Macron,Jadot,Poutou
9,strategic,0.0,Dupont-Aignan,Jadot,Le Pen,Pecresse,Poutou,Hidalgo,Roussel,Arthaud,Melenchon,Zemmour,Macron,Lassalle,Dupont-Aignan
10,strategic,0.0,Zemmour,Lassalle,Hidalgo,Macron,Roussel,Poutou,Melenchon,Dupont-Aignan,Le Pen,Pecresse,Jadot,Arthaud,Zemmour
11,strategic,0.0,Macron,Dupont-Aignan,Hidalgo,Pecresse,Lassalle,Roussel,Melenchon,Arthaud,Jadot,Poutou,Zemmour,Le Pen,Macron
12,strategic,0.0,Roussel,Hidalgo,Jadot,Macron,Zemmour,Poutou,Melenchon,Lassalle,Pecresse,Arthaud,Le Pen,Dupont-Aignan,Roussel
13,strategic,0.0,Lassalle,Poutou,Dupont-Aignan,Arthaud,Zemmour,Pecresse,Jadot,Melenchon,Macron,Hidalgo,Le Pen,Roussel,Lassalle
14,strategic,0.0,Pecresse,Roussel,Arthaud,Lassalle,Dupont-Aignan,Jadot,Melenchon,Hidalgo,Zemmour,Macron,Poutou,Le Pen,Pecresse
15,mixed,0.852,Melenchon,Jadot,Le Pen,Zemmour,Lassalle,Macron,Roussel,Pecresse,Hidalgo,Dupont-Aignan,Poutou,Arthaud,Melenchon
16,strategic,0.0,Pecresse,Roussel,Lassalle,Arthaud,Hidalgo,Jadot,Zemmour,Dupont-Aignan,Le Pen,Poutou,Melenchon,Macron,Pecresse
17,strategic,0.0,Dupont-Aignan,Zemmour,Roussel,Jadot,Lassalle,Poutou,Le Pen,Melenchon,Pecresse,Macron,Arthaud,Hidalgo,Dupont-Aignan
18,strategic,0.0,Poutou,Jadot,Macron,Melenchon,Le Pen,Pecresse,Zemmour,Roussel,Arthaud,Hidalgo,Lassalle,Dupont-Aignan,Poutou
19,stubborn,1.0,Le Pen,Arthaud,Lassalle,Macron,Pecresse,Jadot,Poutou,Hidalgo,Dupont-Aignan,Roussel,Melenchon,Zemmour,Le Pen
20,strategic,0.0,Lassalle,Macron,Poutou,Arthaud,Le Pen,Melenchon,Dupont-Aignan,Jadot,Roussel,Zemmour,Hidalgo,Pecresse,Lassalle
21,strategic,0.0,Jadot,Melenchon,Arthaud,Le Pen,Macron,Hidalgo,Dupont-Aignan,Roussel,Lassalle,Pecresse,Zemmour,Poutou,Jadot
22,strategic,0.0,Dupont-Aignan,Roussel,Poutou,Hidalgo,Jadot,Le Pen,Arthaud,Macron,Zemmour,Lassalle,Pecresse,Melenchon,Dupont-Aignan
23,mixed,0.725,Jadot,Zemmour,Roussel,Pecresse,Arthaud,Dupont-Aignan,Hidalgo,Le Pen,Melenchon,Poutou,Lassalle,Macron,Jadot
24,strategic,0.0,Arthaud,Zemmour,Poutou,Dupont-Aignan,Macron,Jadot,Hidalgo,Lassalle,Roussel,Le Pen,Pecresse,Melenchon,Arthaud
25,mixed,0.515,Pecresse,Poutou,Macron,Zemmour,Le Pen,Arthaud,Roussel,Jadot,Lassalle,Hidalgo,Dupont-Aignan,Melenchon,Pecresse
26,strategic,0.0,Dupont-Aignan,Macron,Roussel,Hidalgo,Zemmour,Poutou,Jadot,Melenchon,Lassalle,Arthaud,Le Pen,Pecresse,Dupont-Aignan
27,strategic,0.0,Pecresse,Lassalle,Poutou,Dupont-Aignan,Melenchon,Jadot,Hidalgo,Arthaud,Le Pen,Roussel,Macron,Zemmour,Pecresse
28,mixed,0.665,Hidalgo,Lassalle,Poutou,Pecresse,Zemmour,Le Pen,Jadot,Arthaud,Melenchon,Roussel,Dupont-Aignan,Macron,Hidalgo
