voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Zemmour,Hidalgo,Macron,Lassalle,Dupont-Aignan,Poutou,Le Pen,Pecresse,Melenchon,Jadot,Arthaud,Roussel,Zemmour
1,stubborn,1.0,Lassalle,Pecresse,Le Pen,Roussel,Poutou,Jadot,Melenchon,Macron,Hidalgo,Arthaud,Dupont-Aignan,Zemmour,Lassalle
2,mixed,0.6,Roussel,Arthaud,Le Pen,Zemmour,Pecresse,Macron,Jadot,Lassalle,Hidalgo,Dupont-Aignan,Melenchon,Poutou,Roussel
3,stubborn,1.0,Jadot,Pecresse,Macron,Poutou,Zemmour,Melenchon,Dupont-Aignan,Roussel,Lassalle,Arthaud,Le Pen,Hidalgo,Jadot
4,stubborn,1.0,Hidalgo,Macron,Le Pen,Zemmour,Arthaud,Poutou,Jadot,Lassalle,Roussel,Dupont-Aignan,Melenchon,Pecresse,Hidalgo
5,mixed,0.6,Zemmour,Pecresse,Roussel,Hidalgo,Dupont-Aignan,Macron,Jadot,Melenchon,Arthaud,Lassalle,Poutou,Le Pen,Zemmour
6,mixed,0.6,Le Pen,Dupont-Aignan,Hidalgo,Melenchon,Lassalle,Poutou,Pecresse,Arthaud,Jadot,Zemmour,Macron,Roussel,Le Pen
7,mixed,0.6,Hidalgo,Zemmour,Melenchon,Le Pen,Arthaud,Lassalle,Macron,Roussel,Pecresse,Poutou,Dupont-Aignan,Jadot,Hidalgo
8,stubborn,1.0,Le Pen,Melenchon,Jadot,Pecresse,Lassalle,Poutou,Macron,Roussel,Hidalgo,Zemmour,Dupont-Aignan,Arthaud,Le Pen
9,strategic,0.0,Jadot,Macron,Zemmour,Dupont-Aignan,Hidalgo,Arthaud,Roussel,Lassalle,Poutou,Le Pen,Pecresse,Melenchon,Jadot
10,stubborn,1.0,Macron,Zemmour,Lassalle,Melenchon,Poutou,Jadot,Pecresse,Arthaud,Hidalgo,Le Pen,Roussel,Dupont-Aignan,Macron
11,strategic,0.0,Jadot,Macron,Melenchon,Dupont-Aignan,Hidalgo,Zemmour,Pecresse,Roussel,Arthaud,Poutou,Le Pen,Lassalle,Jadot
12,strategic,0.0,Jadot,Arthaud,Roussel,Melenchon,Lassalle,Zemmour,Poutou,Le Pen,Macron,Dupont-Aignan,Pecresse,Hidalgo,Jadot
13,mixed,0.6,Melenchon,Lassalle,Arthaud,Pecresse,Jadot,Roussel,Le Pen,Zemmour,Hidalgo,Dupont-Aignan,Poutou,Macron,Melenchon
14,strategic,0.0,Melenchon,Poutou,Roussel,Macron,Hidalgo,Pecresse,Lassalle,Dupont-Aignan,Le Pen,Zemmour,Arthaud,Jadot,Melenchon
15,mixed,0.6,Zemmour,Le Pen,Macron,Hidalgo,Roussel,Jadot,Arthaud,Poutou,Lassalle,Pecresse,Dupont-Aignan,Melenchon,Zemmour
16,strategic,0.0,Melenchon,Roussel,Poutou,Jadot,Dupont-Aignan,Arthaud,Lassalle,Zemmour,Le Pen,Hidalgo,Macron,Pecresse,Melenchon
17,mixed,0.6,Hidalgo,Pecresse,Zemmour,Arthaud,Dupont-Aignan,Poutou,Macron,Melenchon,Le Pen,Lassalle,Jadot,Roussel,Hidalgo
18,strategic,0.0,Poutou,Le Pen,Pecresse,Zemmour,Roussel,Arthaud,Macron,Dupont-Aignan,Jadot,Hidalgo,Lassalle,Melenchon,Poutou
19,strategic,0.0,Pecresse,Dupont-Aignan,Melenchon,Poutou,Zemmour,Macron,Jadot,Lassalle,Roussel,Arthaud,Hidalgo,Le Pen,Pecresse
20,mixed,0.6,Hidalgo,Le Pen,Poutou,Macron,Lassalle,Zemmour,Arthaud,Pecresse,Melenchon,Dupont-Aignan,Jadot,Roussel,Hidalgo
21,mixed,0.6,Macron,Lassalle,Hidalgo,Jadot,Zemmour,Melenchon,Arthaud,Poutou,Le Pen,Roussel,Pecresse,Dupont-Aignan,Macron
22,mixed,0.6,Macron,Zemmour,Melenchon,Arthaud,Hidalgo,Roussel,Pecresse,Lassalle,Poutou,Dupont-Aignan,Le Pen,Jadot,Macron
23,mixed,0.6,Jadot,Le Pen,Roussel,Pecresse,Lassalle,Hidalgo,Poutou,Zemmour,Dupont-Aignan,Melenchon,Arthaud,Macron,Jadot
24,mixed,0.6,Zemmour,Jadot,Pecresse,Lassalle,Poutou,Le Pen,Macron,Dupont-Aignan,Arthaud,Hidalgo,Melenchon,Roussel,Zemmour
25,mixed,0.6,Dupont-Aignan,Pecresse,Melenchon,Jadot,Hidalgo,Lassalle,Roussel,Zemmour,Poutou,Le Pen,Arthaud,Macron,Dupont-Aignan
26,stubborn,1.0,Dupont-Aignan,Jadot,Lassalle,Melenchon,Macron,Roussel,Zemmour,Hidalgo,Arthaud,Le Pen,Pecresse,Poutou,Dupont-Aignan
27,stubborn,1.0,Pecresse,Arthaud,Hidalgo,Macron,Melenchon,Le Pen,Poutou,Dupont-Aignan,Lassalle,Roussel,Jadot,Zemmour,Pecresse
28,mixed,0.6,Macron,Melenchon,Le Pen,Dupont-Aignan,Poutou,Hidalgo,Arthaud,Jadot,Zemmour,Lassalle,Roussel,Pecresse,Macron
29,strategic,0.0,Poutou,Le Pen,Dupont-Aignan,Macron,Zemmour,Jadot,Melenchon,Roussel,Hidalgo,Arthaud,Lassalle,Pecresse,Poutou
30,mixed,0.6,Jadot,Lassalle,Zemmour,Roussel,Melenchon,Macron,Poutou,Dupont-Aignan,Pecresse,Le Pen,Hidalgo,Arthaud,Jadot
31,strategic,0.0,Jadot,Roussel,Lassalle,Pecresse,Arthaud,Melenchon,Zemmour,Dupont-Aignan,Hidalgo,Poutou,Macron,Le Pen,Jadot
32,mixed,0.6,Zemmour,Melenchon,Arthaud,Dupont-Aignan,Macron,Poutou,Le Pen,Roussel,Hidalgo,Pecresse,Jadot,Lassalle,Zemmour
