scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D5,8,0,1000,barabasi_albert,IC,0.2,0.3,0.5,48.22222222222223,4.223,0
D5,8,1,1000,barabasi_albert,IC,0.2,0.3,0.5,232.55555555555557,4.303,300
D5,8,2,1000,barabasi_albert,IC,0.2,0.3,0.5,300.0555555555556,4.303,221
D5,8,3,1000,barabasi_albert,IC,0.2,0.3,0.5,445.7222222222222,4.303,198
D5,8,4,1000,barabasi_albert,IC,0.2,0.3,0.5,440.5555555555555,4.303,179
D5,8,5,1000,barabasi_albert,IC,0.2,0.3,0.5,593.2222222222223,4.303,183
D5,8,6,1000,barabasi_albert,IC,0.2,0.3,0.5,621.2222222222222,4.303,173
D5,8,7,1000,barabasi_albert,IC,0.2,0.3,0.5,716.0555555555555,4.303,157
D5,8,8,1000,barabasi_albert,IC,0.2,0.3,0.5,702.3888888888887,4.303,133
D5,8,9,1000,barabasi_albert,IC,0.2,0.3,0.5,554.0555555555555,4.303,124
D5,8,10,1000,barabasi_albert,IC,0.2,0.3,0.5,698.0555555555557,4.303,121
D5,8,11,1000,barabasi_albert,IC,0.2,0.3,0.5,655.2222222222222,4.303,126
D5,8,12,1000,barabasi_albert,IC,0.2,0.3,0.5,694.5555555555553,4.303,110
D5,8,13,1000,barabasi_albert,IC,0.2,0.3,0.5,734.8888888888888,4.303,100
D5,8,14,1000,barabasi_albert,IC,0.2,0.3,0.5,667.7222222222223,4.303,95
D5,8,15,1000,barabasi_albert,IC,0.2,0.3,0.5,656.0555555555555,4.303,84
D5,8,16,1000,barabasi_albert,IC,0.2,0.3,0.5,705.3888888888888,4.303,90
D5,8,17,1000,barabasi_albert,IC,0.2,0.3,0.5,809.888888888889,4.303,91
D5,8,18,1000,barabasi_albert,IC,0.2,0.3,0.5,790.8888888888888,4.303,111
D5,8,19,1000,barabasi_albert,IC,0.2,0.3,0.5,679.3888888888888,4.303,111
D5,8,20,1000,barabasi_albert,IC,0.2,0.3,0.5,726.7222222222223,4.303,113
D5,8,21,1000,barabasi_albert,IC,0.2,0.3,0.5,814.7222222222223,4.303,109
D5,8,22,1000,barabasi_albert,IC,0.2,0.3,0.5,779.7222222222222,4.303,101
D5,8,23,1000,barabasi_albert,IC,0.2,0.3,0.5,810.2222222222222,4.303,113
D5,8,24,1000,barabasi_albert,IC,0.2,0.3,0.5,803.5555555555557,4.303,131
D5,8,25,1000,barabasi_albert,IC,0.2,0.3,0.5,798.7222222222222,4.303,124
D5,8,26,1000,barabasi_albert,IC,0.2,0.3,0.5,753.5555555555557,4.303,105
D5,8,27,1000,barabasi_albert,IC,0.2,0.3,0.5,772.5555555555555,4.303,102
D5,8,28,1000,barabasi_albert,IC,0.2,0.3,0.5,918.0555555555553,4.303,103
D5,8,29,1000,barabasi_albert,IC,0.2,0.3,0.5,812.3888888888887,4.303,103
