voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,mixed,0.651,Lassalle,Roussel,Melenchon,Jadot,Macron,Hidalgo,Poutou,Dupont-Aignan,Arthaud,Zemmour,Pecresse,Le Pen,Lassalle
1,stubborn,1.0,Hidalgo,Roussel,Pecresse,Lassalle,Melenchon,Arthaud,Poutou,Zemmour,Macron,Dupont-Aignan,Jadot,Le Pen,Hidalgo
2,mixed,0.89,Lassalle,Hidalgo,Jadot,Pecresse,Le Pen,Melenchon,Macron,Poutou,Dupont-Aignan,Arthaud,Roussel,Zemmour,Lassalle
3,mixed,0.554,Dupont-Aignan,Jadot,Roussel,Pecresse,Melenchon,Le Pen,Zemmour,Arthaud,Hidalgo,Poutou,Lassalle,Macron,Dupont-Aignan
4,strategic,0.0,Melenchon,Macron,Jadot,Le Pen,Roussel,Pecresse,Lassalle,Dupont-Aignan,Hidalgo,Zemmour,Arthaud,Poutou,Melenchon
5,mixed,0.864,Melenchon,Hidalgo,Pecresse,Dupont-Aignan,Poutou,Jadot,Lassalle,Macron,Arthaud,Le Pen,Roussel,Zemmour,Melenchon
6,strategic,0.0,Zemmour,Le Pen,Hidalgo,Poutou,Dupont-Aignan,Pecresse,Arthaud,Jadot,Roussel,Melenchon,Lassalle,Macron,Zemmour
7,mixed,0.569,Jadot,Lassalle,Arthaud,Poutou,Macron,Melenchon,Le Pen,Roussel,Hidalgo,Zemmour,Dupont-Aignan,Pecresse,Jadot
8,mixed,0.828,Macron,Melenchon,Le Pen,Poutou,Lassalle,Dupont-Aignan,Jadot,Arthaud,Zemmour,Hidalgo,Pecresse,Roussel,Macron
9,stubborn,1.0,Arthaud,Roussel,Dupont-Aignan,Jadot,Le Pen,Hidalgo,Melenchon,Lassalle,Poutou,Macron,Pecresse,Zemmour,Arthaud
10,stubborn,1.0,Hidalgo,Lassalle,Jadot,Le Pen,Dupont-Aignan,Roussel,Melenchon,Zemmour,Macron,Pecresse,Arthaud,Poutou,Hidalgo
11,strategic,0.0,Le Pen,Poutou,Hidalgo,Dupont-Aignan,Macron,Pecresse,Zemmour,Lassalle,Jadot,Arthaud,Melenchon,Roussel,Le Pen
12,mixed,0.505,Roussel,Hidalgo,Jadot,Pecresse,Le Pen,Macron,Arthaud,Zemmour,Dupont-Aignan,Lassalle,Melenchon,Poutou,Roussel
13,strategic,0.0,Lassalle,Le Pen,Arthaud,Hidalgo,Pecresse,Poutou,Zemmour,Jadot,Macron,Melenchon,Roussel,Dupont-Aignan,Lassalle
14,stubborn,1.0,Hidalgo,Roussel,Poutou,Zemmour,Le Pen,Macron,Pecresse,Lassalle,Jadot,Dupont-Aignan,Arthaud,Melenchon,Hidalgo
15,mixed,0.896,Hidalgo,Le Pen,Roussel,Dupont-Aignan,Macron,Melenchon,Poutou,Lassalle,Zemmour,Arthaud,Pecresse,Jadot,Hidalgo
16,mixed,0.515,Melenchon,Hidalgo,Macron,Dupont-Aignan,Zemmour,Poutou,Roussel,Lassalle,Jadot,Le Pen,Pecresse,Arthaud,Melenchon
17,stubborn,1.0,Zemmour,Roussel,Arthaud,Pecresse,Lassalle,Dupont-Aignan,Melenchon,Jadot,Macron,Poutou,Le Pen,Hidalgo,Zemmour
18,mixed,0.888,Hidalgo,Melenchon,Macron,Roussel,Poutou,Zemmour,Dupont-Aignan,Pecresse,Arthaud,Le Pen,Jadot,Lassalle,Hidalgo
19,mixed,0.716,Arthaud,Hidalgo,Jadot,Zemmour,Lassalle,Poutou,Melenchon,Roussel,Le Pen,Macron,Pecresse,Dupont-Aignan,Arthaud
20,mixed,0.839,Pecresse,Arthaud,Zemmour,Poutou,Le Pen,Hidalgo,Melenchon,Jadot,Macron,Dupont-Aignan,Roussel,Lassalle,Pecresse
