source,target
0,236
0,248
0,316
0,338
0,506
0,905
1,103
1,118
1,352
1,717
1,833
1,941
1,947
2,46
2,181
2,188
2,192
2,372
2,423
2,455
2,458
2,466
2,493
2,504
2,577
2,596
2,601
2,660
2,774
2,819
2,861
3,58
3,164
3,248
3,378
3,754
3,991
4,221
4,297
4,383
4,404
4,442
4,512
4,550
4,575
4,704
4,722
4,840
4,896
5,17
5,389
5,413
5,447
5,564
5,621
5,648
5,724
6,192
6,320
6,446
6,638
6,845
6,890
7,51
7,102
7,140
7,158
7,159
7,199
7,273
7,400
7,440
7,957
7,961
8,147
8,226
8,273
8,375
8,404
8,417
8,477
8,511
8,539
8,596
8,724
8,767
8,941
9,101
9,300
9,472
9,536
9,721
9,881
9,899
9,949
10,68
10,153
10,295
10,390
10,434
10,446
10,455
10,474
10,493
10,555
10,666
10,769
10,879
10,928
10,991
11,43
11,184
11,320
11,324
11,337
11,502
11,631
11,736
11,748
11,777
12,100
12,180
12,284
12,321
12,378
12,417
12,458
12,665
12,683
12,760
12,987
13,246
13,312
13,387
13,501
13,573
13,711
13,743
13,783
13,861
13,870
13,895
14,70
14,104
14,171
14,277
14,471
14,692
14,693
14,708
14,720
14,956
14,958
15,57
15,161
15,167
15,672
15,708
15,896
15,903
15,939
16,149
16,157
16,197
16,220
16,273
16,280
16,299
16,383
16,537
16,649
16,785
16,793
16,798
16,866
16,913
17,115
17,157
17,330
17,630
17,665
17,814
17,844
17,988
18,486
18,620
18,686
18,902
19,360
19,367
19,381
19,679
20,171
20,183
20,230
20,292
20,321
20,454
20,610
20,743
20,841
20,924
20,935
21,185
21,194
21,320
21,362
21,397
21,412
21,692
21,707
21,934
21,957
21,975
21,981
22,197
22,363
22,376
22,418
22,555
22,749
23,82
23,139
23,341
23,376
23,528
23,547
23,628
23,654
23,835
23,842
23,878
24,197
24,221
24,250
24,263
24,417
24,435
24,436
24,449
24,495
24,836
24,954
25,218
25,291
25,323
25,470
25,599
25,677
25,788
25,859
26,138
26,228
26,414
26,577
26,829
26,855
26,930
27,101
27,246
27,298
27,387
27,436
27,467
27,593
27,651
27,680
27,690
27,841
27,849
27,932
27,979
28,305
28,446
28,522
28,526
28,620
28,648
28,785
28,887
28,940
29,118
29,144
29,160
29,187
29,190
29,201
29,290
29,316
29,455
29,524
29,779
29,829
30,45
30,321
30,606
30,675
30,836
30,863
30,971
31,71
31,147
31,205
31,444
31,498
31,602
31,632
31,806
31,946
31,971
32,137
32,525
32,545
32,563
32,572
32,682
32,695
32,705
32,740
32,875
32,918
32,987
33,160
