source,target
0,99
0,111
0,245
0,294
0,371
0,469
0,722
0,860
0,951
1,78
1,475
1,563
1,590
1,888
1,889
1,898
1,976
1,991
2,39
2,58
2,281
2,408
2,794
2,841
2,856
2,921
2,963
3,230
3,254
3,511
3,622
3,703
3,738
3,860
3,974
4,20
4,52
4,119
4,247
4,249
4,250
4,309
4,420
4,499
4,577
4,665
4,808
4,854
4,866
5,11
5,132
5,281
5,366
5,438
5,443
5,521
5,632
5,803
5,843
5,918
5,945
5,991
6,139
6,185
6,407
6,423
6,503
6,537
6,640
7,101
7,201
7,254
7,556
7,916
8,12
8,104
8,199
8,208
8,222
8,263
8,478
8,623
8,693
8,777
8,806
8,928
9,12
9,71
9,78
9,127
9,251
9,338
9,346
9,446
9,448
9,563
9,573
9,604
9,665
9,752
9,765
9,779
9,873
9,879
10,195
10,340
10,370
10,444
10,556
10,607
10,636
10,683
10,866
11,216
11,234
11,235
11,332
11,445
11,448
11,454
11,604
11,622
11,657
11,722
11,819
11,851
11,937
12,274
12,455
12,626
12,773
12,812
12,848
12,882
12,943
13,55
13,164
13,228
13,418
13,505
13,573
13,819
13,994
14,36
14,52
14,100
14,109
14,188
14,197
14,316
14,331
14,376
14,486
14,991
15,48
15,62
15,399
15,480
15,500
15,560
15,778
15,785
15,885
15,926
16,236
16,286
16,293
16,486
16,552
16,595
16,716
16,794
16,941
16,980
17,34
17,106
17,145
17,201
17,256
17,402
17,454
17,493
17,817
18,282
18,307
18,561
18,693
18,800
18,803
18,864
18,956
18,968
19,129
19,137
19,249
19,266
19,381
19,482
19,493
19,738
20,128
20,139
20,331
20,420
20,754
20,895
20,922
20,955
20,973
21,86
21,313
21,325
21,543
21,645
21,718
21,741
21,852
22,52
22,183
22,538
22,599
22,662
22,897
22,951
23,133
23,154
23,231
23,438
23,546
23,793
23,833
24,89
24,180
24,203
24,287
24,387
24,605
24,693
24,748
24,776
24,796
24,845
24,873
24,927
24,950
25,220
25,303
25,323
25,377
25,623
25,721
25,836
25,857
25,876
25,970
26,120
26,248
26,404
26,536
26,540
26,642
26,697
26,838
26,861
26,877
26,906
27,55
27,91
27,258
27,294
27,303
27,477
27,603
27,865
27,934
27,966
27,969
27,994
28,112
28,243
28,509
28,718
28,814
