voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,mixed,0.44,Arthaud,Lassalle,Le Pen,Roussel,Jadot,Poutou,Zemmour,Hidalgo,Melenchon,Macron,Dupont-Aignan,Pecresse,Arthaud
1,mixed,0.675,Jadot,Melenchon,Hidalgo,Le Pen,Dupont-Aignan,Zemmour,Poutou,Roussel,Macron,Arthaud,Pecresse,Lassalle,Jadot
2,strategic,0.0,Hidalgo,Macron,Roussel,Pecresse,Dupont-Aignan,Poutou,Le Pen,Arthaud,Melenchon,Zemmour,Jadot,Lassalle,Hidalgo
3,stubborn,1.0,Jadot,Hidalgo,Melenchon,Macron,Zemmour,Poutou,Pecresse,Lassalle,Arthaud,Dupont-Aignan,Roussel,Le Pen,Jadot
4,stubborn,1.0,Jadot,Hidalgo,Poutou,Macron,Pecresse,Roussel,Arthaud,Zemmour,Lassalle,Dupont-Aignan,Melenchon,Le Pen,Jadot
5,strategic,0.0,Arthaud,Melenchon,Zemmour,Hidalgo,Pecresse,Macron,Dupont-Aignan,Le Pen,Roussel,Jadot,Lassalle,Poutou,Arthaud
6,strategic,0.0,Hidalgo,Lassalle,Melenchon,Jadot,Macron,Zemmour,Pecresse,Poutou,Roussel,Le Pen,Arthaud,Dupont-Aignan,Hidalgo
7,mixed,0.734,Hidalgo,Arthaud,Le Pen,Jadot,Pecresse,Dupont-Aignan,Macron,Poutou,Melenchon,Lassalle,Zemmour,Roussel,Hidalgo
8,mixed,0.85,Zemmour,Poutou,Le Pen,Arthaud,Lassalle,Pecresse,Macron,Hidalgo,Jadot,Dupont-Aignan,Roussel,Melenchon,Zemmour
9,mixed,0.57,Pecresse,Melenchon,Poutou,Macron,Arthaud,Jadot,Roussel,Hidalgo,Dupont-Aignan,Zemmour,Lassalle,Le Pen,Pecresse
10,stubborn,1.0,Zemmour,Dupont-Aignan,Pecresse,Arthaud,Jadot,Lassalle,Roussel,Hidalgo,Poutou,Le Pen,Melenchon,Macron,Zemmour
11,strategic,0.0,Lassalle,Pecresse,Dupont-Aignan,Zemmour,Jadot,Hidalgo,Melenchon,Arthaud,Le Pen,Poutou,Macron,Roussel,Lassalle
12,mixed,0.66,Hidalgo,Melenchon,Arthaud,Macron,Poutou,Le Pen,Roussel,Lassalle,Dupont-Aignan,Pecresse,Zemmour,Jadot,Hidalgo
13,mixed,0.624,Le Pen,Macron,Arthaud,Lassalle,Hidalgo,Poutou,Pecresse,Melenchon,Dupont-Aignan,Roussel,Jadot,Zemmour,Le Pen
14,stubborn,1.0,Pecresse,Poutou,Lassalle,Macron,Hidalgo,Zemmour,Melenchon,Dupont-Aignan,Jadot,Arthaud,Roussel,Le Pen,Pecresse
15,stubborn,1.0,Pecresse,Arthaud,Lassalle,Hidalgo,Zemmour,Macron,Dupont-Aignan,Le Pen,Melenchon,Jadot,Roussel,Poutou,Pecresse
16,stubborn,1.0,Arthaud,Zemmour,Lassalle,Jadot,Melenchon,Macron,Le Pen,Roussel,Hidalgo,Pecresse,Dupont-Aignan,Poutou,Arthaud
17,mixed,0.807,Roussel,Melenchon,Dupont-Aignan,Jadot,Pecresse,Arthaud,Macron,Hidalgo,Le Pen,Poutou,Lassalle,Zemmour,Roussel
18,stubborn,1.0,Roussel,Lassalle,Poutou,Dupont-Aignan,Pecresse,Jadot,Macron,Melenchon,Le Pen,Zemmour,Hidalgo,Arthaud,Roussel
19,mixed,0.674,Arthaud,Poutou,Jadot,Lassalle,Le Pen,Dupont-Aignan,Macron,Zemmour,Pecresse,Hidalgo,Melenchon,Roussel,Arthaud
20,stubborn,1.0,Dupont-Aignan,Le Pen,Pecresse,Hidalgo,Roussel,Jadot,Arthaud,Macron,Zemmour,Poutou,Lassalle,Melenchon,Dupont-Aignan
21,strategic,0.0,Zemmour,Lassalle,Jadot,Hidalgo,Dupont-Aignan,Poutou,Macron,Roussel,Melenchon,Arthaud,Pecresse,Le Pen,Zemmour
22,stubborn,1.0,Lassalle,Dupont-Aignan,Roussel,Poutou,Hidalgo,Zemmour,Macron,Le Pen,Arthaud,Jadot,Melenchon,Pecresse,Lassalle
23,stubborn,1.0,Poutou,Macron,Zemmour,Melenchon,Pecresse,Arthaud,Lassalle,Dupont-Aignan,Roussel,Le Pen,Jadot,Hidalgo,Poutou
24,strategic,0.0,Melenchon,Lassalle,Poutou,Pecresse,Macron,Le Pen,Jadot,Arthaud,Roussel,Hidalgo,Dupont-Aignan,Zemmour,Melenchon
25,stubborn,1.0,Roussel,Zemmour,Pecresse,Melenchon,Dupont-Aignan,Arthaud,Hidalgo,Le Pen,Lassalle,Jadot,Macron,Poutou,Roussel
26,stubborn,1.0,Arthaud,Zemmour,Dupont-Aignan,Roussel,Melenchon,Jadot,Le Pen,Poutou,Macron,Pecresse,Lassalle,Hidalgo,Arthaud
27,mixed,0.889,Roussel,Lassalle,Melenchon,Jadot,Poutou,Zemmour,Arthaud,Macron,Pecresse,Le Pen,Hidalgo,Dupont-Aignan,Roussel
28,stubborn,1.0,Hidalgo,Zemmour,Roussel,Arthaud,Dupont-Aignan,Le Pen,Jadot,Melenchon,Lassalle,Pecresse,Poutou,Macron,Hidalgo
29,strategic,0.0,Roussel,Pecresse,Arthaud,Hidalgo,Jadot,Dupont-Aignan,Poutou,Melenchon,Macron,Zemmour,Lassalle,Le Pen,Roussel
30,stubborn,1.0,Lassalle,Poutou,Melenchon,Dupont-Aignan,Zemmour,Hidalgo,Le Pen,Pecresse,Macron,Jadot,Arthaud,Roussel,Lassalle
31,strategic,0.0,Macron,Jadot,Zemmour,Melenchon,Dupont-Aignan,Arthaud,Hidalgo,Roussel,Le Pen,Poutou,Lassalle,Pecresse,Macron
32,mixed,0.451,Jadot,Zemmour,Melenchon,Arthaud,Dupont-Aignan,Lassalle,Pecresse,Hidalgo,Poutou,Roussel,Le Pen,Macron,Jadot
33,strategic,0.0,Pecresse,Poutou,Lassalle,Jadot,Dupont-Aignan,Melenchon,Zemmour,Arthaud,Hidalgo,Macron,Le Pen,Roussel,Pecresse
34,stubborn,1.0,Poutou,Macron,Pecresse,Le Pen,Dupont-Aignan,Roussel,Zemmour,Hidalgo,Arthaud,Melenchon,Jadot,Lassalle,Poutou
35,strategic,0.0,Lassalle,Hidalgo,Pecresse,Jadot,Arthaud,Zemmour,Roussel,Le Pen,Macron,Poutou,Dupont-Aignan,Melenchon,Lassalle
36,strategic,0.0,Arthaud,Macron,Melenchon,Roussel,Jadot,Le Pen,Dupont-Aignan,Poutou,Hidalgo,Zemmour,Pecresse,Lassalle,Arthaud
37,strategic,0.0,Jadot,Roussel,Hidalgo,Le Pen,Melenchon,Dupont-Aignan,Arthaud,Zemmour,Pecresse,Lassalle,Macron,Poutou,Jadot
