voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Le Pen,Arthaud,Zemmour,Poutou,Lassalle,Roussel,Pecresse,Macron,Jadot,Hidalgo,Dupont-Aignan,Melenchon,Le Pen
1,stubborn,1.0,Zemmour,Lassalle,Le Pen,Macron,Poutou,Arthaud,Dupont-Aignan,Pecresse,Roussel,Melenchon,Hidalgo,Jadot,Zemmour
2,stubborn,1.0,Lassalle,Hidalgo,Dupont-Aignan,Melenchon,Arthaud,Macron,Le Pen,Zemmour,Poutou,Jadot,Roussel,Pecresse,Lassalle
3,stubborn,1.0,Arthaud,Roussel,Zemmour,Poutou,Melenchon,Pecresse,Lassalle,Jadot,Le Pen,Macron,Hidalgo,Dupont-Aignan,Arthaud
4,stubborn,1.0,Le Pen,Hidalgo,Melenchon,Lassalle,Zemmour,Jadot,Macron,Dupont-Aignan,Roussel,Pecresse,Poutou,Arthaud,Le Pen
5,stubborn,1.0,Arthaud,Lassalle,Pecresse,Melenchon,Jadot,Macron,Zemmour,Poutou,Dupont-Aignan,Le Pen,Hidalgo,Roussel,Arthaud
6,stubborn,1.0,Melenchon,Zemmour,Roussel,Jadot,Poutou,Arthaud,Le Pen,Hidalgo,Macron,Pecresse,Lassalle,Dupont-Aignan,Melenchon
7,stubborn,1.0,Lassalle,Hidalgo,Poutou,Roussel,Melenchon,Arthaud,Pecresse,Zemmour,Le Pen,Macron,Dupont-Aignan,Jadot,Lassalle
8,stubborn,1.0,Jadot,Hidalgo,Roussel,Macron,Zemmour,Poutou,Arthaud,Le Pen,Pecresse,Melenchon,Dupont-Aignan,Lassalle,Jadot
9,stubborn,1.0,Melenchon,Le Pen,Macron,Arthaud,Jadot,Dupont-Aignan,Hidalgo,Lassalle,Pecresse,Poutou,Zemmour,Roussel,Melenchon
10,strategic,0.0,Melenchon,Le Pen,Lassalle,Dupont-Aignan,Arthaud,Pecresse,Macron,Poutou,Zemmour,Roussel,Hidalgo,Jadot,Melenchon
11,strategic,0.0,Lassalle,Zemmour,Melenchon,Jadot,Arthaud,Roussel,Pecresse,Dupont-Aignan,Hidalgo,Macron,Le Pen,Poutou,Lassalle
12,mixed,0.6,Roussel,Dupont-Aignan,Zemmour,Lassalle,Arthaud,Jadot,Macron,Hidalgo,Le Pen,Pecresse,Melenchon,Poutou,Roussel
13,stubborn,1.0,Pecresse,Lassalle,Hidalgo,Jadot,Roussel,Dupont-Aignan,Macron,Le Pen,Melenchon,Poutou,Arthaud,Zemmour,Pecresse
14,stubborn,1.0,Le Pen,Roussel,Zemmour,Arthaud,Lassalle,Melenchon,Dupont-Aignan,Macron,Hidalgo,Jadot,Pecresse,Poutou,Le Pen
15,stubborn,1.0,Melenchon,Le Pen,Hidalgo,Roussel,Dupont-Aignan,Poutou,Pecresse,Macron,Lassalle,Arthaud,Zemmour,Jadot,Melenchon
16,stubborn,1.0,Dupont-Aignan,Melenchon,Pecresse,Macron,Zemmour,Le Pen,Lassalle,Hidalgo,Roussel,Arthaud,Poutou,Jadot,Dupont-Aignan
17,mixed,0.6,Dupont-Aignan,Roussel,Le Pen,Melenchon,Zemmour,Macron,Arthaud,Pecresse,Jadot,Hidalgo,Lassalle,Poutou,Dupont-Aignan
18,stubborn,1.0,Dupont-Aignan,Macron,Poutou,Le Pen,Jadot,Hidalgo,Lassalle,Melenchon,Arthaud,Pecresse,Zemmour,Roussel,Dupont-Aignan
19,stubborn,1.0,Poutou,Zemmour,Le Pen,Melenchon,Hidalgo,Lassalle,Jadot,Roussel,Pecresse,Dupont-Aignan,Arthaud,Macron,Poutou
20,stubborn,1.0,Dupont-Aignan,Macron,Melenchon,Lassalle,Le Pen,Hidalgo,Arthaud,Zemmour,Poutou,Jadot,Roussel,Pecresse,Dupont-Aignan
21,stubborn,1.0,Lassalle,Hidalgo,Pecresse,Zemmour,Melenchon,Le Pen,Dupont-Aignan,Macron,Roussel,Arthaud,Jadot,Poutou,Lassalle
