voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Pecresse,Le Pen,Roussel,Zemmour,Poutou,Lassalle,Dupont-Aignan,Arthaud,Hidalgo,Macron,Melenchon,Jadot,Pecresse
1,stubborn,1.0,Arthaud,Macron,Roussel,Pecresse,Jadot,Le Pen,Lassalle,Hidalgo,Zemmour,Poutou,Dupont-Aignan,Melenchon,Arthaud
2,stubborn,1.0,Arthaud,Lassalle,Zemmour,Le Pen,Macron,Hidalgo,Pecresse,Poutou,Melenchon,Jadot,Dupont-Aignan,Roussel,Arthaud
3,stubborn,1.0,Pecresse,Jadot,Roussel,Dupont-Aignan,Poutou,Hidalgo,Lassalle,Macron,Melenchon,Le Pen,Arthaud,Zemmour,Pecresse
4,strategic,0.0,Poutou,Hidalgo,Dupont-Aignan,Pecresse,Jadot,Roussel,Macron,Arthaud,Zemmour,Le Pen,Lassalle,Melenchon,Poutou
5,stubborn,1.0,Le Pen,Zemmour,Roussel,Poutou,Hidalgo,Macron,Jadot,Pecresse,Lassalle,Melenchon,Arthaud,Dupont-Aignan,Le Pen
6,strategic,0.0,Pecresse,Zemmour,Roussel,Jadot,Arthaud,Lassalle,Macron,Dupont-Aignan,Poutou,Melenchon,Le Pen,Hidalgo,Pecresse
7,stubborn,1.0,Macron,Hidalgo,Le Pen,Melenchon,Lassalle,Jadot,Dupont-Aignan,Roussel,Pecresse,Zemmour,Arthaud,Poutou,Macron
8,stubborn,1.0,Roussel,Poutou,Dupont-Aignan,Le Pen,Zemmour,Hidalgo,Pecresse,Arthaud,Jadot,Macron,Lassalle,Melenchon,Roussel
9,stubborn,1.0,Poutou,Roussel,Pecresse,Lassalle,Zemmour,Macron,Le Pen,Arthaud,Hidalgo,Jadot,Dupont-Aignan,Melenchon,Poutou
10,stubborn,1.0,Lassalle,Pecresse,Poutou,Zemmour,Melenchon,Arthaud,Roussel,Jadot,Dupont-Aignan,Hidalgo,Macron,Le Pen,Lassalle
11,stubborn,1.0,Jadot,Melenchon,Macron,Lassalle,Arthaud,Pecresse,Dupont-Aignan,Le Pen,Poutou,Hidalgo,Zemmour,Roussel,Jadot
12,stubborn,1.0,Hidalgo,Le Pen,Melenchon,Lassalle,Macron,Arthaud,Zemmour,Dupont-Aignan,Jadot,Roussel,Poutou,Pecresse,Hidalgo
13,stubborn,1.0,Zemmour,Arthaud,Poutou,Le Pen,Melenchon,Dupont-Aignan,Jadot,Roussel,Macron,Lassalle,Hidalgo,Pecresse,Zemmour
14,stubborn,1.0,Melenchon,Hidalgo,Dupont-Aignan,Macron,Jadot,Poutou,Zemmour,Le Pen,Roussel,Arthaud,Pecresse,Lassalle,Melenchon
15,stubborn,1.0,Hidalgo,Arthaud,Le Pen,Melenchon,Roussel,Jadot,Poutou,Dupont-Aignan,Zemmour,Lassalle,Pecresse,Macron,Hidalgo
16,stubborn,1.0,Lassalle,Jadot,Arthaud,Melenchon,Pecresse,Roussel,Le Pen,Zemmour,Poutou,Dupont-Aignan,Hidalgo,Macron,Lassalle
