voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Jadot,Roussel,Melenchon,Le Pen,Dupont-Aignan,Poutou,Pecresse,Zemmour,Hidalgo,Arthaud,Macron,Lassalle,Jadot
1,stubborn,1.0,Lassalle,Jadot,Melenchon,Pecresse,Hidalgo,Poutou,Le Pen,Zemmour,Roussel,Arthaud,Dupont-Aignan,Macron,Lassalle
2,stubborn,1.0,Roussel,Zemmour,Melenchon,Lassalle,Macron,Le Pen,Jadot,Hidalgo,Pecresse,Poutou,Dupont-Aignan,Arthaud,Roussel
3,stubborn,1.0,Macron,Le Pen,Melenchon,Zemmour,Hidalgo,Dupont-Aignan,Poutou,Arthaud,Jadot,Roussel,Lassalle,Pecresse,Macron
4,strategic,0.0,Dupont-Aignan,Poutou,Arthaud,Lassalle,Melenchon,Hidalgo,Zemmour,Jadot,Le Pen,Macron,Roussel,Pecresse,Dupont-Aignan
5,strategic,0.0,Arthaud,Zemmour,Poutou,Lassalle,Le Pen,Hidalgo,Jadot,Roussel,Pecresse,Melenchon,Dupont-Aignan,Macron,Arthaud
6,strategic,0.0,Hidalgo,Poutou,Pecresse,Jadot,Arthaud,Roussel,Melenchon,Le Pen,Zemmour,Macron,Lassalle,Dupont-Aignan,Hidalgo
7,stubborn,1.0,Hidalgo,Macron,Zemmour,Le Pen,Lassalle,Arthaud,Pecresse,Poutou,Roussel,Dupont-Aignan,Jadot,Melenchon,Hidalgo
8,strategic,0.0,Poutou,Dupont-Aignan,Lassalle,Roussel,Arthaud,Hidalgo,Jadot,Pecresse,Le Pen,Melenchon,Zemmour,Macron,Poutou
9,strategic,0.0,Poutou,Roussel,Dupont-Aignan,Melenchon,Arthaud,Pecresse,Zemmour,Hidalgo,Macron,Jadot,Le Pen,Lassalle,Poutou
10,strategic,0.0,Jadot,Pecresse,Dupont-Aignan,Hidalgo,Macron,Lassalle,Le Pen,Arthaud,Roussel,Melenchon,Zemmour,Poutou,Jadot
11,strategic,0.0,Macron,Hidalgo,Roussel,Melenchon,Zemmour,Lassalle,Le Pen,Poutou,Dupont-Aignan,Arthaud,Pecresse,Jadot,Macron
12,mixed,0.6,Roussel,Le Pen,Melenchon,Lassalle,Pecresse,Jadot,Macron,Dupont-Aignan,Hidalgo,Zemmour,Arthaud,Poutou,Roussel
13,stubborn,1.0,Macron,Zemmour,Poutou,Arthaud,Jadot,Lassalle,Hidalgo,Le Pen,Dupont-Aignan,Roussel,Melenchon,Pecresse,Macron
14,strategic,0.0,Pecresse,Arthaud,Roussel,Jadot,Le Pen,Hidalgo,Zemmour,Dupont-Aignan,Macron,Lassalle,Poutou,Melenchon,Pecresse
15,stubborn,1.0,Zemmour,Jadot,Hidalgo,Poutou,Pecresse,Macron,Arthaud,Roussel,Le Pen,Melenchon,Lassalle,Dupont-Aignan,Zemmour
16,strategic,0.0,Zemmour,Melenchon,Hidalgo,Arthaud,Macron,Jadot,Lassalle,Pecresse,Roussel,Dupont-Aignan,Le Pen,Poutou,Zemmour
17,mixed,0.6,Zemmour,Lassalle,Pecresse,Melenchon,Dupont-Aignan,Arthaud,Roussel,Macron,Le Pen,Hidalgo,Poutou,Jadot,Zemmour
18,stubborn,1.0,Lassalle,Melenchon,Le Pen,Pecresse,Macron,Poutou,Hidalgo,Dupont-Aignan,Roussel,Arthaud,Zemmour,Jadot,Lassalle
19,stubborn,1.0,Roussel,Le Pen,Pecresse,Poutou,Hidalgo,Zemmour,Macron,Jadot,Arthaud,Dupont-Aignan,Lassalle,Melenchon,Roussel
20,stubborn,1.0,Arthaud,Lassalle,Poutou,Jadot,Melenchon,Dupont-Aignan,Hidalgo,Roussel,Pecresse,Le Pen,Macron,Zemmour,Arthaud
21,strategic,0.0,Lassalle,Le Pen,Zemmour,Melenchon,Pecresse,Arthaud,Hidalgo,Roussel,Poutou,Dupont-Aignan,Macron,Jadot,Lassalle
22,mixed,0.6,Roussel,Arthaud,Melenchon,Hidalgo,Dupont-Aignan,Macron,Lassalle,Pecresse,Jadot,Poutou,Le Pen,Zemmour,Roussel
