voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,mixed,0.695,Pecresse,Le Pen,Hidalgo,Arthaud,Macron,Roussel,Jadot,Poutou,Dupont-Aignan,Melenchon,Lassalle,Zemmour,Pecresse
1,strategic,0.0,Jadot,Arthaud,Zemmour,Pecresse,Le Pen,Macron,Lassalle,Melenchon,Poutou,Hidalgo,Roussel,Dupont-Aignan,Jadot
2,mixed,0.898,Macron,Roussel,Dupont-Aignan,Melenchon,Jadot,Lassalle,Pecresse,Poutou,Le Pen,Arthaud,Zemmour,Hidalgo,Macron
3,strategic,0.0,Poutou,Hidalgo,Arthaud,Zemmour,Lassalle,Le Pen,Jadot,Dupont-Aignan,Melenchon,Roussel,Pecresse,Macron,Poutou
4,strategic,0.0,Pecresse,Hidalgo,Jadot,Poutou,Melenchon,Roussel,Le Pen,Dupont-Aignan,Zemmour,Arthaud,Macron,Lassalle,Pecresse
5,strategic,0.0,Hidalgo,Dupont-Aignan,Le Pen,Macron,Zemmour,Melenchon,Arthaud,Poutou,Jadot,Lassalle,Roussel,Pecresse,Hidalgo
6,strategic,0.0,Melenchon,Zemmour,Poutou,Macron,Jadot,Pecresse,Le Pen,Dupont-Aignan,Arthaud,Lassalle,Roussel,Hidalgo,Melenchon
7,strategic,0.0,Poutou,Hidalgo,Pecresse,Zemmour,Lassalle,Macron,Melenchon,Roussel,Arthaud,Dupont-Aignan,Le Pen,Jadot,Poutou
8,stubborn,1.0,Macron,Jadot,Hidalgo,Le Pen,Pecresse,Poutou,Melenchon,Zemmour,Roussel,Dupont-Aignan,Lassalle,Arthaud,Macron
9,stubborn,1.0,Le Pen,Hidalgo,Melenchon,Pecresse,Macron,Roussel,Zemmour,Arthaud,Poutou,Dupont-Aignan,Jadot,Lassalle,Le Pen
10,mixed,0.419,Le Pen,Lassalle,Macron,Melenchon,Dupont-Aignan,Hidalgo,Zemmour,Roussel,Poutou,Arthaud,Pecresse,Jadot,Le Pen
11,stubborn,1.0,Arthaud,Roussel,Poutou,Dupont-Aignan,Zemmour,Jadot,Macron,Pecresse,Le Pen,Melenchon,Lassalle,Hidalgo,Arthaud
12,strategic,0.0,Arthaud,Jadot,Poutou,Melenchon,Le Pen,Pecresse,Dupont-Aignan,Hidalgo,Lassalle,Macron,Roussel,Zemmour,Arthaud
13,strategic,0.0,Roussel,Zemmour,Hidalgo,Le Pen,Jadot,Pecresse,Macron,Arthaud,Melenchon,Poutou,Dupont-Aignan,Lassalle,Roussel
14,mixed,0.497,Pecresse,Poutou,Melenchon,Zemmour,Hidalgo,Jadot,Arthaud,Le Pen,Lassalle,Roussel,Macron,Dupont-Aignan,Pecresse
15,stubborn,1.0,Poutou,Le Pen,Zemmour,Melenchon,Lassalle,Arthaud,Jadot,Pecresse,Hidalgo,Roussel,Macron,Dupont-Aignan,Poutou
16,mixed,0.631,Dupont-Aignan,Roussel,Melenchon,Hidalgo,Lassalle,Arthaud,Jadot,Zemmour,Poutou,Macron,Le Pen,Pecresse,Dupont-Aignan
17,mixed,0.897,Roussel,Dupont-Aignan,Zemmour,Lassalle,Hidalgo,Melenchon,Jadot,Le Pen,Arthaud,Poutou,Pecresse,Macron,Roussel
18,mixed,0.568,Arthaud,Lassalle,Macron,Pecresse,Roussel,Hidalgo,Jadot,Poutou,Dupont-Aignan,Le Pen,Zemmour,Melenchon,Arthaud
19,stubborn,1.0,Roussel,Dupont-Aignan,Zemmour,Melenchon,Poutou,Arthaud,Macron,Lassalle,Le Pen,Jadot,Hidalgo,Pecresse,Roussel
20,stubborn,1.0,Lassalle,Melenchon,Jadot,Le Pen,Poutou,Dupont-Aignan,Pecresse,Arthaud,Zemmour,Hidalgo,Roussel,Macron,Lassalle
21,strategic,0.0,Le Pen,Melenchon,Lassalle,Dupont-Aignan,Roussel,Macron,Jadot,Zemmour,Pecresse,Poutou,Hidalgo,Arthaud,Le Pen
22,mixed,0.589,Macron,Lassalle,Poutou,Hidalgo,Pecresse,Dupont-Aignan,Zemmour,Le Pen,Melenchon,Roussel,Jadot,Arthaud,Macron
23,stubborn,1.0,Lassalle,Roussel,Hidalgo,Macron,Arthaud,Jadot,Pecresse,Dupont-Aignan,Melenchon,Le Pen,Poutou,Zemmour,Lassalle
24,strategic,0.0,Le Pen,Poutou,Macron,Jadot,Pecresse,Dupont-Aignan,Zemmour,Roussel,Melenchon,Arthaud,Lassalle,Hidalgo,Le Pen
25,stubborn,1.0,Lassalle,Arthaud,Le Pen,Dupont-Aignan,Hidalgo,Poutou,Jadot,Macron,Pecresse,Zemmour,Melenchon,Roussel,Lassalle
26,stubborn,1.0,Macron,Pecresse,Poutou,Arthaud,Jadot,Roussel,Hidalgo,Le Pen,Melenchon,Dupont-Aignan,Zemmour,Lassalle,Macron
27,strategic,0.0,Lassalle,Melenchon,Arthaud,Zemmour,Roussel,Dupont-Aignan,Poutou,Jadot,Pecresse,Hidalgo,Macron,Le Pen,Lassalle
28,mixed,0.448,Jadot,Pecresse,Arthaud,Macron,Zemmour,Dupont-Aignan,Hidalgo,Le Pen,Roussel,Melenchon,Lassalle,Poutou,Jadot
29,stubborn,1.0,Arthaud,Le Pen,Zemmour,Lassalle,Dupont-Aignan,Melenchon,Poutou,Macron,Roussel,Pecresse,Hidalgo,Jadot,Arthaud
30,mixed,0.579,Macron,Lassalle,Melenchon,Hidalgo,Dupont-Aignan,Arthaud,Poutou,Pecresse,Roussel,Jadot,Zemmour,Le Pen,Macron
31,mixed,0.694,Zemmour,Macron,Melenchon,Jadot,Roussel,Lassalle,Arthaud,Poutou,Hidalgo,Le Pen,Dupont-Aignan,Pecresse,Zemmour
32,stubborn,1.0,Roussel,Pecresse,Arthaud,Macron,Hidalgo,Melenchon,Le Pen,Lassalle,Dupont-Aignan,Jadot,Zemmour,Poutou,Roussel
33,mixed,0.543,Poutou,Melenchon,Macron,Le Pen,Lassalle,Arthaud,Hidalgo,Roussel,Jadot,Zemmour,Pecresse,Dupont-Aignan,Poutou
34,strategic,0.0,Lassalle,Le Pen,Macron,Melenchon,Hidalgo,Arthaud,Pecresse,Dupont-Aignan,Jadot,Roussel,Zemmour,Poutou,Lassalle
35,mixed,0.859,Jadot,Macron,Hidalgo,Arthaud,Roussel,Dupont-Aignan,Pecresse,Lassalle,Poutou,Melenchon,Le Pen,Zemmour,Jadot
36,strategic,0.0,Hidalgo,Macron,Lassalle,Melenchon,Le Pen,Arthaud,Roussel,Pecresse,Zemmour,Dupont-Aignan,Poutou,Jadot,Hidalgo
37,stubborn,1.0,Arthaud,Melenchon,Zemmour,Pecresse,Roussel,Macron,Dupont-Aignan,Poutou,Jadot,Le Pen,Lassalle,Hidalgo,Arthaud
38,mixed,0.593,Dupont-Aignan,Roussel,Le Pen,Macron,Lassalle,Poutou,Zemmour,Pecresse,Arthaud,Melenchon,Jadot,Hidalgo,Dupont-Aignan
39,mixed,0.697,Poutou,Pecresse,Jadot,Hidalgo,Roussel,Arthaud,Lassalle,Macron,Dupont-Aignan,Melenchon,Le Pen,Zemmour,Poutou
40,stubborn,1.0,Roussel,Hidalgo,Dupont-Aignan,Pecresse,Arthaud,Jadot,Le Pen,Macron,Lassalle,Poutou,Zemmour,Melenchon,Roussel
41,stubborn,1.0,Arthaud,Macron,Lassalle,Pecresse,Dupont-Aignan,Zemmour,Hidalgo,Jadot,Roussel,Melenchon,Le Pen,Poutou,Arthaud
42,strategic,0.0,Macron,Melenchon,Hidalgo,Jadot,Le Pen,Dupont-Aignan,Poutou,Lassalle,Roussel,Zemmour,Arthaud,Pecresse,Macron
43,strategic,0.0,Roussel,Dupont-Aignan,Melenchon,Macron,Pecresse,Arthaud,Poutou,Le Pen,Hidalgo,Lassalle,Zemmour,Jadot,Roussel
44,stubborn,1.0,Poutou,Jadot,Arthaud,Hidalgo,Pecresse,Melenchon,Roussel,Macron,Dupont-Aignan,Le Pen,Lassalle,Zemmour,Poutou
45,strategic,0.0,Melenchon,Dupont-Aignan,Pecresse,Arthaud,Macron,Le Pen,Zemmour,Roussel,Jadot,Lassalle,Hidalgo,Poutou,Melenchon
46,stubborn,1.0,Dupont-Aignan,Zemmour,Jadot,Melenchon,Roussel,Le Pen,Macron,Hidalgo,Lassalle,Pecresse,Arthaud,Poutou,Dupont-Aignan
47,mixed,0.656,Dupont-Aignan,Melenchon,Macron,Roussel,Le Pen,Zemmour,Poutou,Lassalle,Pecresse,Hidalgo,Jadot,Arthaud,Dupont-Aignan
48,stubborn,1.0,Melenchon,Dupont-Aignan,Pecresse,Poutou,Roussel,Hidalgo,Jadot,Arthaud,Lassalle,Macron,Zemmour,Le Pen,Melenchon
49,stubborn,1.0,Arthaud,Macron,Melenchon,Poutou,Dupont-Aignan,Zemmour,Roussel,Pecresse,Lassalle,Jadot,Hidalgo,Le Pen,Arthaud
50,strategic,0.0,Dupont-Aignan,Macron,Roussel,Arthaud,Hidalgo,Le Pen,Pecresse,Lassalle,Poutou,Zemmour,Melenchon,Jadot,Dupont-Aignan
51,stubborn,1.0,Poutou,Lassalle,Arthaud,Le Pen,Jadot,Zemmour,Pecresse,Roussel,Macron,Melenchon,Hidalgo,Dupont-Aignan,Poutou
