voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Pecresse,Roussel,Zemmour,Lassalle,Melenchon,Jadot,Arthaud,Poutou,Macron,Dupont-Aignan,Hidalgo,Le Pen,Pecresse
1,stubborn,1.0,Jadot,Arthaud,Macron,Pecresse,Dupont-Aignan,Melenchon,Zemmour,Lassalle,Roussel,Poutou,Hidalgo,Le Pen,Jadot
2,mixed,0.6,Poutou,Le Pen,Melenchon,Lassalle,Arthaud,Hidalgo,Pecresse,Macron,Dupont-Aignan,Zemmour,Roussel,Jadot,Poutou
3,stubborn,1.0,Zemmour,Hidalgo,Dupont-Aignan,Pecresse,Poutou,Arthaud,Roussel,Jadot,Le Pen,Melenchon,Macron,Lassalle,Zemmour
4,stubborn,1.0,Roussel,Macron,Jadot,Hidalgo,Zemmour,Lassalle,Le Pen,Dupont-Aignan,Melenchon,Arthaud,Pecresse,Poutou,Roussel
5,mixed,0.6,Jadot,Arthaud,Hidalgo,Zemmour,Macron,Pecresse,Poutou,Lassalle,Le Pen,Roussel,Dupont-Aignan,Melenchon,Jadot
6,mixed,0.6,Poutou,Macron,Lassalle,Arthaud,Dupont-Aignan,Hidalgo,Jadot,Melenchon,Le Pen,Zemmour,Roussel,Pecresse,Poutou
7,mixed,0.6,Jadot,Macron,Pecresse,Lassalle,Dupont-Aignan,Le Pen,Melenchon,Roussel,Zemmour,Poutou,Hidalgo,Arthaud,Jadot
8,stubborn,1.0,Le Pen,Jadot,Zemmour,Macron,Hidalgo,Pecresse,Lassalle,Dupont-Aignan,Arthaud,Roussel,Poutou,Melenchon,Le Pen
9,strategic,0.0,Macron,Le Pen,Melenchon,Arthaud,Zemmour,Roussel,Dupont-Aignan,Hidalgo,Pecresse,Jadot,Poutou,Lassalle,Macron
10,stubborn,1.0,Lassalle,Melenchon,Zemmour,Arthaud,Pecresse,Macron,Le Pen,Poutou,Hidalgo,Jadot,Dupont-Aignan,Roussel,Lassalle
11,strategic,0.0,Dupont-Aignan,Zemmour,Hidalgo,Roussel,Poutou,Le Pen,Pecresse,Jadot,Arthaud,Lassalle,Macron,Melenchon,Dupont-Aignan
12,strategic,0.0,Lassalle,Zemmour,Arthaud,Le Pen,Poutou,Macron,Roussel,Jadot,Hidalgo,Pecresse,Melenchon,Dupont-Aignan,Lassalle
13,mixed,0.6,Lassalle,Dupont-Aignan,Le Pen,Zemmour,Roussel,Arthaud,Poutou,Jadot,Macron,Hidalgo,Pecresse,Melenchon,Lassalle
14,strategic,0.0,Dupont-Aignan,Roussel,Macron,Lassalle,Poutou,Jadot,Pecresse,Zemmour,Le Pen,Hidalgo,Arthaud,Melenchon,Dupont-Aignan
15,mixed,0.6,Arthaud,Pecresse,Poutou,Macron,Le Pen,Melenchon,Jadot,Dupont-Aignan,Roussel,Zemmour,Lassalle,Hidalgo,Arthaud
16,strategic,0.0,Dupont-Aignan,Roussel,Jadot,Zemmour,Melenchon,Poutou,Hidalgo,Lassalle,Pecresse,Arthaud,Macron,Le Pen,Dupont-Aignan
17,mixed,0.6,Melenchon,Hidalgo,Jadot,Zemmour,Dupont-Aignan,Pecresse,Roussel,Poutou,Le Pen,Macron,Arthaud,Lassalle,Melenchon
18,strategic,0.0,Arthaud,Poutou,Zemmour,Macron,Jadot,Dupont-Aignan,Hidalgo,Pecresse,Le Pen,Melenchon,Roussel,Lassalle,Arthaud
19,strategic,0.0,Le Pen,Melenchon,Roussel,Poutou,Pecresse,Arthaud,Dupont-Aignan,Jadot,Macron,Lassalle,Zemmour,Hidalgo,Le Pen
20,mixed,0.6,Pecresse,Zemmour,Roussel,Macron,Melenchon,Lassalle,Dupont-Aignan,Poutou,Jadot,Arthaud,Le Pen,Hidalgo,Pecresse
21,mixed,0.6,Le Pen,Lassalle,Pecresse,Jadot,Roussel,Melenchon,Poutou,Arthaud,Zemmour,Dupont-Aignan,Hidalgo,Macron,Le Pen
22,mixed,0.6,Zemmour,Lassalle,Macron,Jadot,Roussel,Hidalgo,Le Pen,Melenchon,Poutou,Arthaud,Pecresse,Dupont-Aignan,Zemmour
23,mixed,0.6,Zemmour,Roussel,Arthaud,Melenchon,Poutou,Macron,Dupont-Aignan,Le Pen,Hidalgo,Jadot,Pecresse,Lassalle,Zemmour
24,mixed,0.6,Jadot,Macron,Lassalle,Melenchon,Zemmour,Le Pen,Hidalgo,Arthaud,Pecresse,Dupont-Aignan,Poutou,Roussel,Jadot
