scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D2,5,0,1000,barabasi_albert,IC,0.4,0.3,0.3,38.22222222222222,4.323,0
D2,5,1,1000,barabasi_albert,IC,0.4,0.3,0.3,215.05555555555554,4.343,288
D2,5,2,1000,barabasi_albert,IC,0.4,0.3,0.3,385.0555555555556,4.343,208
D2,5,3,1000,barabasi_albert,IC,0.4,0.3,0.3,363.72222222222223,4.343,179
D2,5,4,1000,barabasi_albert,IC,0.4,0.3,0.3,355.5555555555556,4.343,159
D2,5,5,1000,barabasi_albert,IC,0.4,0.3,0.3,377.88888888888886,4.343,136
D2,5,6,1000,barabasi_albert,IC,0.4,0.3,0.3,338.88888888888886,4.343,123
D2,5,7,1000,barabasi_albert,IC,0.4,0.3,0.3,368.22222222222223,4.343,129
D2,5,8,1000,barabasi_albert,IC,0.4,0.3,0.3,330.0555555555555,4.343,133
D2,5,9,1000,barabasi_albert,IC,0.4,0.3,0.3,359.72222222222223,4.343,130
D2,5,10,1000,barabasi_albert,IC,0.4,0.3,0.3,336.05555555555554,4.343,122
D2,5,11,1000,barabasi_albert,IC,0.4,0.3,0.3,360.88888888888886,4.343,124
D2,5,12,1000,barabasi_albert,IC,0.4,0.3,0.3,368.5555555555556,4.343,124
D2,5,13,1000,barabasi_albert,IC,0.4,0.3,0.3,410.8888888888889,4.343,134
D2,5,14,1000,barabasi_albert,IC,0.4,0.3,0.3,387.0555555555556,4.343,138
D2,5,15,1000,barabasi_albert,IC,0.4,0.3,0.3,404.0555555555555,4.343,137
D2,5,16,1000,barabasi_albert,IC,0.4,0.3,0.3,414.8888888888889,4.343,125
D2,5,17,1000,barabasi_albert,IC,0.4,0.3,0.3,412.0555555555556,4.343,120
D2,5,18,1000,barabasi_albert,IC,0.4,0.3,0.3,460.88888888888897,4.343,122
D2,5,19,1000,barabasi_albert,IC,0.4,0.3,0.3,411.88888888888886,4.343,117
D2,5,20,1000,barabasi_albert,IC,0.4,0.3,0.3,416.38888888888886,4.343,112
D2,5,21,1000,barabasi_albert,IC,0.4,0.3,0.3,410.8888888888889,4.343,115
D2,5,22,1000,barabasi_albert,IC,0.4,0.3,0.3,410.3888888888889,4.343,120
D2,5,23,1000,barabasi_albert,IC,0.4,0.3,0.3,396.5555555555555,4.343,124
D2,5,24,1000,barabasi_albert,IC,0.4,0.3,0.3,367.0555555555556,4.343,123
D2,5,25,1000,barabasi_albert,IC,0.4,0.3,0.3,390.2222222222222,4.343,127
D2,5,26,1000,barabasi_albert,IC,0.4,0.3,0.3,372.7222222222222,4.343,121
D2,5,27,1000,barabasi_albert,IC,0.4,0.3,0.3,384.38888888888886,4.343,117
D2,5,28,1000,barabasi_albert,IC,0.4,0.3,0.3,473.72222222222234,4.343,122
D2,5,29,1000,barabasi_albert,IC,0.4,0.3,0.3,444.3888888888889,4.343,123
D2,5,30,1000,barabasi_albert,IC,0.4,0.3,0.3,400.5555555555555,4.343,125
D2,5,31,1000,barabasi_albert,IC,0.4,0.3,0.3,400.72222222222223,4.343,117
D2,5,32,1000,barabasi_albert,IC,0.4,0.3,0.3,472.88888888888886,4.343,120
D2,5,33,1000,barabasi_albert,IC,0.4,0.3,0.3,415.0555555555555,4.343,120
D2,5,34,1000,barabasi_albert,IC,0.4,0.3,0.3,401.5555555555556,4.343,115
D2,5,35,1000,barabasi_albert,IC,0.4,0.3,0.3,449.38888888888897,4.343,108
D2,5,36,1000,barabasi_albert,IC,0.4,0.3,0.3,430.3888888888889,4.343,110
D2,5,37,1000,barabasi_albert,IC,0.4,0.3,0.3,443.5555555555556,4.343,112
D2,5,38,1000,barabasi_albert,IC,0.4,0.3,0.3,444.2222222222222,4.343,118
D2,5,39,1000,barabasi_albert,IC,0.4,0.3,0.3,397.5555555555555,4.343,112
D2,5,40,1000,barabasi_albert,IC,0.4,0.3,0.3,431.88888888888897,4.343,91
D2,5,41,1000,barabasi_albert,IC,0.4,0.3,0.3,429.3888888888889,4.343,98
D2,5,42,1000,barabasi_albert,IC,0.4,0.3,0.3,516.7222222222222,4.343,113
D2,5,43,1000,barabasi_albert,IC,0.4,0.3,0.3,465.5555555555556,4.343,107
D2,5,44,1000,barabasi_albert,IC,0.4,0.3,0.3,481.5555555555555,4.343,115
D2,5,45,1000,barabasi_albert,IC,0.4,0.3,0.3,465.7222222222222,4.343,108
