scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D4,6,0,1000,barabasi_albert,IC,0.2,0.6,0.2,90.55555555555554,4.32,0
D4,6,1,1000,barabasi_albert,IC,0.2,0.6,0.2,873.2222222222222,4.405,521
D4,6,2,1000,barabasi_albert,IC,0.2,0.6,0.2,1788.222222222222,4.285,446
D4,6,3,1000,barabasi_albert,IC,0.2,0.6,0.2,2351.055555555556,4.285,396
D4,6,4,1000,barabasi_albert,IC,0.2,0.6,0.2,2680.3888888888887,4.285,370
D4,6,5,1000,barabasi_albert,IC,0.2,0.6,0.2,3028.555555555556,4.285,341
D4,6,6,1000,barabasi_albert,IC,0.2,0.6,0.2,3411.7222222222226,4.285,308
D4,6,7,1000,barabasi_albert,IC,0.2,0.6,0.2,3681.0555555555566,4.285,287
D4,6,8,1000,barabasi_albert,IC,0.2,0.6,0.2,4261.722222222223,4.285,278
D4,6,9,1000,barabasi_albert,IC,0.2,0.6,0.2,4059.2222222222226,4.285,267
D4,6,10,1000,barabasi_albert,IC,0.2,0.6,0.2,4698.88888888889,4.285,244
D4,6,11,1000,barabasi_albert,IC,0.2,0.6,0.2,5091.222222222223,4.285,208
D4,6,12,1000,barabasi_albert,IC,0.2,0.6,0.2,5739.222222222223,4.285,186
D4,6,13,1000,barabasi_albert,IC,0.2,0.6,0.2,6083.722222222223,4.285,179
D4,6,14,1000,barabasi_albert,IC,0.2,0.6,0.2,6899.555555555556,4.285,176
D4,6,15,1000,barabasi_albert,IC,0.2,0.6,0.2,6879.7222222222235,4.285,149
D4,6,16,1000,barabasi_albert,IC,0.2,0.6,0.2,7304.38888888889,4.285,134
D4,6,17,1000,barabasi_albert,IC,0.2,0.6,0.2,7681.055555555554,4.285,121
D4,6,18,1000,barabasi_albert,IC,0.2,0.6,0.2,8393.22222222222,4.285,102
D4,6,19,1000,barabasi_albert,IC,0.2,0.6,0.2,7966.555555555554,4.285,94
D4,6,20,1000,barabasi_albert,IC,0.2,0.6,0.2,8422.055555555557,4.285,85
D4,6,21,1000,barabasi_albert,IC,0.2,0.6,0.2,8218.722222222223,4.285,80
D4,6,22,1000,barabasi_albert,IC,0.2,0.6,0.2,8772.055555555557,4.285,85
D4,6,23,1000,barabasi_albert,IC,0.2,0.6,0.2,8416.055555555557,4.285,84
D4,6,24,1000,barabasi_albert,IC,0.2,0.6,0.2,8715.388888888889,4.285,67
D4,6,25,1000,barabasi_albert,IC,0.2,0.6,0.2,8721.22222222222,4.285,58
D4,6,26,1000,barabasi_albert,IC,0.2,0.6,0.2,8735.055555555557,4.285,57
D4,6,27,1000,barabasi_albert,IC,0.2,0.6,0.2,8711.88888888889,4.285,54
D4,6,28,1000,barabasi_albert,IC,0.2,0.6,0.2,8891.722222222224,4.285,51
D4,6,29,1000,barabasi_albert,IC,0.2,0.6,0.2,9022.22222222222,4.285,48
D4,6,30,1000,barabasi_albert,IC,0.2,0.6,0.2,9060.555555555555,4.285,47
D4,6,31,1000,barabasi_albert,IC,0.2,0.6,0.2,9146.555555555557,4.285,54
D4,6,32,1000,barabasi_albert,IC,0.2,0.6,0.2,9142.22222222222,4.285,58
D4,6,33,1000,barabasi_albert,IC,0.2,0.6,0.2,8977.555555555553,4.285,51
D4,6,34,1000,barabasi_albert,IC,0.2,0.6,0.2,9023.055555555553,4.285,51
D4,6,35,1000,barabasi_albert,IC,0.2,0.6,0.2,9018.555555555553,4.285,51
D4,6,36,1000,barabasi_albert,IC,0.2,0.6,0.2,9224.222222222224,4.285,50
D4,6,37,1000,barabasi_albert,IC,0.2,0.6,0.2,9354.722222222224,4.285,52
D4,6,38,1000,barabasi_albert,IC,0.2,0.6,0.2,9231.72222222222,4.285,52
D4,6,39,1000,barabasi_albert,IC,0.2,0.6,0.2,9190.555555555557,4.285,49
D4,6,40,1000,barabasi_albert,IC,0.2,0.6,0.2,9390.055555555558,4.285,50
D4,6,41,1000,barabasi_albert,IC,0.2,0.6,0.2,9137.055555555557,4.285,46
D4,6,42,1000,barabasi_albert,IC,0.2,0.6,0.2,9023.888888888887,4.285,43
D4,6,43,1000,barabasi_albert,IC,0.2,0.6,0.2,9270.222222222224,4.285,49
D4,6,44,1000,barabasi_albert,IC,0.2,0.6,0.2,9184.888888888889,4.285,44
D4,6,45,1000,barabasi_albert,IC,0.2,0.6,0.2,8927.888888888889,4.285,44
D4,6,46,1000,barabasi_albert,IC,0.2,0.6,0.2,9007.388888888889,4.285,40
D4,6,47,1000,barabasi_albert,IC,0.2,0.6,0.2,9142.722222222223,4.285,43
D4,6,48,1000,barabasi_albert,IC,0.2,0.6,0.2,9094.88888888889,4.285,46
D4,6,49,1000,barabasi_albert,IC,0.2,0.6,0.2,9187.722222222223,4.285,41
D4,6,50,1000,barabasi_albert,IC,0.2,0.6,0.2,9179.388888888889,4.285,47
D4,6,51,1000,barabasi_albert,IC,0.2,0.6,0.2,9134.22222222222,4.285,42
D4,6,52,1000,barabasi_albert,IC,0.2,0.6,0.2,9269.72222222222,4.285,46
D4,6,53,1000,barabasi_albert,IC,0.2,0.6,0.2,9174.055555555557,4.285,49
D4,6,54,1000,barabasi_albert,IC,0.2,0.6,0.2,9152.388888888887,4.285,47
D4,6,55,1000,barabasi_albert,IC,0.2,0.6,0.2,9265.388888888889,4.285,44
D4,6,56,1000,barabasi_albert,IC,0.2,0.6,0.2,9179.555555555557,4.285,41
D4,6,57,1000,barabasi_albert,IC,0.2,0.6,0.2,9183.22222222222,4.285,45
D4,6,58,1000,barabasi_albert,IC,0.2,0.6,0.2,9317.72222222222,4.285,48
