scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D1,8,0,1000,erdos_renyi,IC,0.6,0.2,0.2,52.55555555555555,4.332,0
D1,8,1,1000,erdos_renyi,IC,0.6,0.2,0.2,159.38888888888889,4.254,190
D1,8,2,1000,erdos_renyi,IC,0.6,0.2,0.2,216.88888888888889,4.239,98
D1,8,3,1000,erdos_renyi,IC,0.6,0.2,0.2,259.72222222222223,4.239,80
D1,8,4,1000,erdos_renyi,IC,0.6,0.2,0.2,274.88888888888886,4.254,68
D1,8,5,1000,erdos_renyi,IC,0.6,0.2,0.2,257.05555555555554,4.239,58
D1,8,6,1000,erdos_renyi,IC,0.6,0.2,0.2,259.2222222222222,4.239,59
D1,8,7,1000,erdos_renyi,IC,0.6,0.2,0.2,247.22222222222217,4.239,58
D1,8,8,1000,erdos_renyi,IC,0.6,0.2,0.2,297.72222222222223,4.239,65
D1,8,9,1000,erdos_renyi,IC,0.6,0.2,0.2,254.55555555555554,4.239,67
D1,8,10,1000,erdos_renyi,IC,0.6,0.2,0.2,270.5555555555556,4.204,61
D1,8,11,1000,erdos_renyi,IC,0.6,0.2,0.2,294.05555555555554,4.239,54
D1,8,12,1000,erdos_renyi,IC,0.6,0.2,0.2,263.22222222222223,4.239,53
D1,8,13,1000,erdos_renyi,IC,0.6,0.2,0.2,283.22222222222223,4.239,54
D1,8,14,1000,erdos_renyi,IC,0.6,0.2,0.2,267.55555555555554,4.254,55
D1,8,15,1000,erdos_renyi,IC,0.6,0.2,0.2,270.72222222222223,4.239,47
D1,8,16,1000,erdos_renyi,IC,0.6,0.2,0.2,280.88888888888886,4.254,48
D1,8,17,1000,erdos_renyi,IC,0.6,0.2,0.2,265.2222222222222,4.239,48
D1,8,18,1000,erdos_renyi,IC,0.6,0.2,0.2,279.88888888888886,4.239,53
D1,8,19,1000,erdos_renyi,IC,0.6,0.2,0.2,276.0555555555555,4.239,54
D1,8,20,1000,erdos_renyi,IC,0.6,0.2,0.2,299.8888888888889,4.239,53
D1,8,21,1000,erdos_renyi,IC,0.6,0.2,0.2,309.55555555555554,4.239,61
D1,8,22,1000,erdos_renyi,IC,0.6,0.2,0.2,304.8888888888889,4.239,56
D1,8,23,1000,erdos_renyi,IC,0.6,0.2,0.2,253.55555555555554,4.239,47
D1,8,24,1000,erdos_renyi,IC,0.6,0.2,0.2,309.8888888888889,4.239,54
D1,8,25,1000,erdos_renyi,IC,0.6,0.2,0.2,268.72222222222223,4.239,51
D1,8,26,1000,erdos_renyi,IC,0.6,0.2,0.2,315.5555555555555,4.239,50
D1,8,27,1000,erdos_renyi,IC,0.6,0.2,0.2,299.72222222222223,4.239,54
D1,8,28,1000,erdos_renyi,IC,0.6,0.2,0.2,284.38888888888886,4.204,47
D1,8,29,1000,erdos_renyi,IC,0.6,0.2,0.2,284.0555555555556,4.204,51
D1,8,30,1000,erdos_renyi,IC,0.6,0.2,0.2,280.22222222222223,4.239,51
D1,8,31,1000,erdos_renyi,IC,0.6,0.2,0.2,275.05555555555554,4.239,50
D1,8,32,1000,erdos_renyi,IC,0.6,0.2,0.2,283.88888888888886,4.204,50
D1,8,33,1000,erdos_renyi,IC,0.6,0.2,0.2,264.38888888888886,4.239,52
D1,8,34,1000,erdos_renyi,IC,0.6,0.2,0.2,278.38888888888886,4.239,51
D1,8,35,1000,erdos_renyi,IC,0.6,0.2,0.2,290.38888888888886,4.239,54
D1,8,36,1000,erdos_renyi,IC,0.6,0.2,0.2,257.55555555555554,4.239,51
D1,8,37,1000,erdos_renyi,IC,0.6,0.2,0.2,246.2222222222222,4.239,46
D1,8,38,1000,erdos_renyi,IC,0.6,0.2,0.2,278.22222222222223,4.204,56
D1,8,39,1000,erdos_renyi,IC,0.6,0.2,0.2,257.88888888888886,4.254,58
D1,8,40,1000,erdos_renyi,IC,0.6,0.2,0.2,275.05555555555554,4.239,51
D1,8,41,1000,erdos_renyi,IC,0.6,0.2,0.2,279.55555555555554,4.239,46
D1,8,42,1000,erdos_renyi,IC,0.6,0.2,0.2,299.38888888888886,4.204,55
D1,8,43,1000,erdos_renyi,IC,0.6,0.2,0.2,301.8888888888889,4.204,51
D1,8,44,1000,erdos_renyi,IC,0.6,0.2,0.2,275.88888888888886,4.239,44
D1,8,45,1000,erdos_renyi,IC,0.6,0.2,0.2,245.2222222222222,4.239,49
D1,8,46,1000,erdos_renyi,IC,0.6,0.2,0.2,290.3888888888889,4.239,50
D1,8,47,1000,erdos_renyi,IC,0.6,0.2,0.2,266.38888888888886,4.239,54
D1,8,48,1000,erdos_renyi,IC,0.6,0.2,0.2,296.5555555555556,4.254,51
D1,8,49,1000,erdos_renyi,IC,0.6,0.2,0.2,305.05555555555554,4.239,56
D1,8,50,1000,erdos_renyi,IC,0.6,0.2,0.2,287.72222222222223,4.254,57
D1,8,51,1000,erdos_renyi,IC,0.6,0.2,0.2,255.55555555555551,4.239,49
D1,8,52,1000,erdos_renyi,IC,0.6,0.2,0.2,269.38888888888886,4.239,47
D1,8,53,1000,erdos_renyi,IC,0.6,0.2,0.2,241.05555555555551,4.239,51
D1,8,54,1000,erdos_renyi,IC,0.6,0.2,0.2,294.8888888888889,4.239,52
D1,8,55,1000,erdos_renyi,IC,0.6,0.2,0.2,289.2222222222221,4.239,54
D1,8,56,1000,erdos_renyi,IC,0.6,0.2,0.2,302.72222222222223,4.239,56
D1,8,57,1000,erdos_renyi,IC,0.6,0.2,0.2,266.05555555555554,4.239,56
