scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D2,6,0,1000,erdos_renyi,Urn,0.4,0.3,0.3,155.88888888888889,4.157,0
D2,6,1,1000,erdos_renyi,Urn,0.4,0.3,0.3,270.38888888888886,4.157,269
D2,6,2,1000,erdos_renyi,Urn,0.4,0.3,0.3,373.2222222222222,4.157,198
D2,6,3,1000,erdos_renyi,Urn,0.4,0.3,0.3,337.5555555555556,4.157,174
D2,6,4,1000,erdos_renyi,Urn,0.4,0.3,0.3,464.8888888888889,4.157,159
D2,6,5,1000,erdos_renyi,Urn,0.4,0.3,0.3,406.0555555555555,4.157,147
D2,6,6,1000,erdos_renyi,Urn,0.4,0.3,0.3,416.0555555555555,4.157,133
D2,6,7,1000,erdos_renyi,Urn,0.4,0.3,0.3,434.5555555555556,4.157,130
D2,6,8,1000,erdos_renyi,Urn,0.4,0.3,0.3,431.38888888888886,4.157,138
D2,6,9,1000,erdos_renyi,Urn,0.4,0.3,0.3,463.5555555555556,4.157,131
D2,6,10,1000,erdos_renyi,Urn,0.4,0.3,0.3,461.22222222222223,4.157,125
D2,6,11,1000,erdos_renyi,Urn,0.4,0.3,0.3,436.5555555555555,4.157,122
D2,6,12,1000,erdos_renyi,Urn,0.4,0.3,0.3,494.22222222222223,4.157,121
D2,6,13,1000,erdos_renyi,Urn,0.4,0.3,0.3,433.88888888888886,4.157,122
D2,6,14,1000,erdos_renyi,Urn,0.4,0.3,0.3,502.72222222222223,4.157,124
D2,6,15,1000,erdos_renyi,Urn,0.4,0.3,0.3,406.72222222222223,4.157,124
D2,6,16,1000,erdos_renyi,Urn,0.4,0.3,0.3,507.72222222222223,4.157,120
D2,6,17,1000,erdos_renyi,Urn,0.4,0.3,0.3,452.5555555555556,4.157,124
D2,6,18,1000,erdos_renyi,Urn,0.4,0.3,0.3,485.5555555555556,4.157,131
D2,6,19,1000,erdos_renyi,Urn,0.4,0.3,0.3,417.5555555555556,4.157,126
D2,6,20,1000,erdos_renyi,Urn,0.4,0.3,0.3,501.22222222222223,4.157,118
D2,6,21,1000,erdos_renyi,Urn,0.4,0.3,0.3,482.22222222222223,4.157,115
D2,6,22,1000,erdos_renyi,Urn,0.4,0.3,0.3,478.2222222222222,4.157,125
D2,6,23,1000,erdos_renyi,Urn,0.4,0.3,0.3,425.5555555555555,4.157,124
D2,6,24,1000,erdos_renyi,Urn,0.4,0.3,0.3,483.22222222222223,4.157,126
D2,6,25,1000,erdos_renyi,Urn,0.4,0.3,0.3,419.22222222222223,4.157,119
D2,6,26,1000,erdos_renyi,Urn,0.4,0.3,0.3,486.0555555555556,4.157,123
D2,6,27,1000,erdos_renyi,Urn,0.4,0.3,0.3,425.0555555555555,4.157,123
D2,6,28,1000,erdos_renyi,Urn,0.4,0.3,0.3,481.5555555555555,4.157,128
D2,6,29,1000,erdos_renyi,Urn,0.4,0.3,0.3,418.3888888888889,4.157,125
D2,6,30,1000,erdos_renyi,Urn,0.4,0.3,0.3,476.0555555555555,4.157,127
D2,6,31,1000,erdos_renyi,Urn,0.4,0.3,0.3,444.38888888888897,4.157,125
D2,6,32,1000,erdos_renyi,Urn,0.4,0.3,0.3,498.72222222222223,4.157,119
D2,6,33,1000,erdos_renyi,Urn,0.4,0.3,0.3,438.38888888888897,4.157,122
D2,6,34,1000,erdos_renyi,Urn,0.4,0.3,0.3,484.5555555555555,4.157,127
D2,6,35,1000,erdos_renyi,Urn,0.4,0.3,0.3,432.72222222222223,4.157,127
D2,6,36,1000,erdos_renyi,Urn,0.4,0.3,0.3,507.5555555555555,4.157,120
D2,6,37,1000,erdos_renyi,Urn,0.4,0.3,0.3,476.72222222222223,4.157,120
D2,6,38,1000,erdos_renyi,Urn,0.4,0.3,0.3,532.8888888888889,4.157,120
D2,6,39,1000,erdos_renyi,Urn,0.4,0.3,0.3,452.0555555555556,4.157,120
D2,6,40,1000,erdos_renyi,Urn,0.4,0.3,0.3,490.3888888888889,4.157,118
D2,6,41,1000,erdos_renyi,Urn,0.4,0.3,0.3,450.7222222222222,4.157,118
D2,6,42,1000,erdos_renyi,Urn,0.4,0.3,0.3,536.0555555555555,4.157,121
D2,6,43,1000,erdos_renyi,Urn,0.4,0.3,0.3,436.72222222222223,4.157,117
D2,6,44,1000,erdos_renyi,Urn,0.4,0.3,0.3,460.0555555555555,4.157,111
D2,6,45,1000,erdos_renyi,Urn,0.4,0.3,0.3,485.38888888888874,4.157,115
D2,6,46,1000,erdos_renyi,Urn,0.4,0.3,0.3,504.5555555555555,4.157,124
D2,6,47,1000,erdos_renyi,Urn,0.4,0.3,0.3,454.88888888888897,4.157,119
D2,6,48,1000,erdos_renyi,Urn,0.4,0.3,0.3,503.3888888888889,4.157,113
D2,6,49,1000,erdos_renyi,Urn,0.4,0.3,0.3,437.5555555555556,4.157,118
D2,6,50,1000,erdos_renyi,Urn,0.4,0.3,0.3,482.38888888888897,4.157,123
D2,6,51,1000,erdos_renyi,Urn,0.4,0.3,0.3,472.0555555555556,4.157,119
D2,6,52,1000,erdos_renyi,Urn,0.4,0.3,0.3,496.3888888888889,4.157,123
D2,6,53,1000,erdos_renyi,Urn,0.4,0.3,0.3,484.3888888888889,4.157,124
D2,6,54,1000,erdos_renyi,Urn,0.4,0.3,0.3,514.8888888888888,4.157,126
D2,6,55,1000,erdos_renyi,Urn,0.4,0.3,0.3,491.3888888888889,4.157,126
D2,6,56,1000,erdos_renyi,Urn,0.4,0.3,0.3,490.72222222222223,4.157,125
D2,6,57,1000,erdos_renyi,Urn,0.4,0.3,0.3,427.3888888888889,4.157,128
D2,6,58,1000,erdos_renyi,Urn,0.4,0.3,0.3,477.22222222222234,4.157,123
D2,6,59,1000,erdos_renyi,Urn,0.4,0.3,0.3,490.0555555555556,4.157,120
D2,6,60,1000,erdos_renyi,Urn,0.4,0.3,0.3,518.7222222222223,4.157,113
