scenario_id,repetition_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
D4,3,0,1000,barabasi_albert,Urn,0.2,0.6,0.2,93.38888888888887,4.053,0
D4,3,1,1000,barabasi_albert,Urn,0.2,0.6,0.2,924.3888888888888,4.23,523
D4,3,2,1000,barabasi_albert,Urn,0.2,0.6,0.2,1585.388888888889,4.23,426
D4,3,3,1000,barabasi_albert,Urn,0.2,0.6,0.2,1992.5555555555554,4.23,387
D4,3,4,1000,barabasi_albert,Urn,0.2,0.6,0.2,2472.8888888888887,4.23,351
D4,3,5,1000,barabasi_albert,Urn,0.2,0.6,0.2,3149.5555555555547,4.23,332
D4,3,6,1000,barabasi_albert,Urn,0.2,0.6,0.2,3117.555555555556,4.23,311
D4,3,7,1000,barabasi_albert,Urn,0.2,0.6,0.2,3404.2222222222226,4.23,298
D4,3,8,1000,barabasi_albert,Urn,0.2,0.6,0.2,3292.055555555556,4.23,290
D4,3,9,1000,barabasi_albert,Urn,0.2,0.6,0.2,3772.555555555557,4.23,290
D4,3,10,1000,barabasi_albert,Urn,0.2,0.6,0.2,3346.0555555555566,4.23,285
D4,3,11,1000,barabasi_albert,Urn,0.2,0.6,0.2,3647.055555555557,4.23,264
D4,3,12,1000,barabasi_albert,Urn,0.2,0.6,0.2,3806.722222222223,4.23,261
D4,3,13,1000,barabasi_albert,Urn,0.2,0.6,0.2,4095.38888888889,4.23,260
D4,3,14,1000,barabasi_albert,Urn,0.2,0.6,0.2,3773.888888888889,4.23,260
D4,3,15,1000,barabasi_albert,Urn,0.2,0.6,0.2,3903.38888888889,4.23,255
D4,3,16,1000,barabasi_albert,Urn,0.2,0.6,0.2,3874.2222222222226,4.23,245
D4,3,17,1000,barabasi_albert,Urn,0.2,0.6,0.2,3929.222222222224,4.23,243
D4,3,18,1000,barabasi_albert,Urn,0.2,0.6,0.2,3973.2222222222226,4.23,245
D4,3,19,1000,barabasi_albert,Urn,0.2,0.6,0.2,4004.222222222223,4.23,240
D4,3,20,1000,barabasi_albert,Urn,0.2,0.6,0.2,4164.0555555555575,4.23,245
D4,3,21,1000,barabasi_albert,Urn,0.2,0.6,0.2,4236.055555555557,4.23,246
D4,3,22,1000,barabasi_albert,Urn,0.2,0.6,0.2,4148.722222222223,4.23,247
D4,3,23,1000,barabasi_albert,Urn,0.2,0.6,0.2,3973.8888888888905,4.23,251
D4,3,24,1000,barabasi_albert,Urn,0.2,0.6,0.2,4041.722222222223,4.23,239
D4,3,25,1000,barabasi_albert,Urn,0.2,0.6,0.2,4177.055555555556,4.23,233
D4,3,26,1000,barabasi_albert,Urn,0.2,0.6,0.2,4057.7222222222226,4.23,233
D4,3,27,1000,barabasi_albert,Urn,0.2,0.6,0.2,4054.722222222223,4.23,229
D4,3,28,1000,barabasi_albert,Urn,0.2,0.6,0.2,4122.88888888889,4.23,224
D4,3,29,1000,barabasi_albert,Urn,0.2,0.6,0.2,4355.7222222222235,4.23,229
D4,3,30,1000,barabasi_albert,Urn,0.2,0.6,0.2,3935.888888888889,4.23,224
D4,3,31,1000,barabasi_albert,Urn,0.2,0.6,0.2,4053.055555555557,4.23,224
D4,3,32,1000,barabasi_albert,Urn,0.2,0.6,0.2,4159.88888888889,4.23,219
D4,3,33,1000,barabasi_albert,Urn,0.2,0.6,0.2,4391.555555555556,4.23,209
D4,3,34,1000,barabasi_albert,Urn,0.2,0.6,0.2,4159.38888888889,4.23,213
D4,3,35,1000,barabasi_albert,Urn,0.2,0.6,0.2,4385.88888888889,4.23,217
D4,3,36,1000,barabasi_albert,Urn,0.2,0.6,0.2,4413.88888888889,4.23,212
D4,3,37,1000,barabasi_albert,Urn,0.2,0.6,0.2,4343.555555555557,4.23,215
D4,3,38,1000,barabasi_albert,Urn,0.2,0.6,0.2,4136.38888888889,4.23,229
D4,3,39,1000,barabasi_albert,Urn,0.2,0.6,0.2,4285.8888888888905,4.23,223
D4,3,40,1000,barabasi_albert,Urn,0.2,0.6,0.2,4309.88888888889,4.23,225
D4,3,41,1000,barabasi_albert,Urn,0.2,0.6,0.2,4207.88888888889,4.23,226
D4,3,42,1000,barabasi_albert,Urn,0.2,0.6,0.2,4370.555555555557,4.23,212
D4,3,43,1000,barabasi_albert,Urn,0.2,0.6,0.2,4370.0555555555575,4.23,212
D4,3,44,1000,barabasi_albert,Urn,0.2,0.6,0.2,4324.38888888889,4.23,210
D4,3,45,1000,barabasi_albert,Urn,0.2,0.6,0.2,4380.722222222223,4.23,202
D4,3,46,1000,barabasi_albert,Urn,0.2,0.6,0.2,4506.7222222222235,4.23,205
D4,3,47,1000,barabasi_albert,Urn,0.2,0.6,0.2,4619.5555555555575,4.23,210
D4,3,48,1000,barabasi_albert,Urn,0.2,0.6,0.2,5163.7222222222235,4.23,210
D4,3,49,1000,barabasi_albert,Urn,0.2,0.6,0.2,4741.0555555555575,4.23,195
D4,3,50,1000,barabasi_albert,Urn,0.2,0.6,0.2,5034.222222222223,4.23,188
D4,3,51,1000,barabasi_albert,Urn,0.2,0.6,0.2,5144.7222222222235,4.23,196
D4,3,52,1000,barabasi_albert,Urn,0.2,0.6,0.2,5347.3888888888905,4.23,203
D4,3,53,1000,barabasi_albert,Urn,0.2,0.6,0.2,5305.555555555556,4.23,197
D4,3,54,1000,barabasi_albert,Urn,0.2,0.6,0.2,5318.555555555557,4.23,188
D4,3,55,1000,barabasi_albert,Urn,0.2,0.6,0.2,5428.0555555555575,4.23,190
D4,3,56,1000,barabasi_albert,Urn,0.2,0.6,0.2,5274.38888888889,4.23,187
D4,3,57,1000,barabasi_albert,Urn,0.2,0.6,0.2,5445.222222222224,4.23,185
D4,3,58,1000,barabasi_albert,Urn,0.2,0.6,0.2,5453.555555555557,4.23,192
D4,3,59,1000,barabasi_albert,Urn,0.2,0.6,0.2,5599.222222222223,4.23,196
