voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,strategic,0.0,Jadot,Lassalle,Zemmour,Le Pen,Pecresse,Macron,Poutou,Dupont-Aignan,Arthaud,Roussel,Melenchon,Hidalgo,Jadot
1,stubborn,1.0,Le Pen,Macron,Hidalgo,Lassalle,Poutou,Jadot,Dupont-Aignan,Pecresse,Zemmour,Melenchon,Arthaud,Roussel,Le Pen
2,stubborn,1.0,Dupont-Aignan,Macron,Arthaud,Lassalle,Roussel,Melenchon,Pecresse,Poutou,Hidalgo,Le Pen,Jadot,Zemmour,Dupont-Aignan
3,stubborn,1.0,Arthaud,Lassalle,Jadot,Zemmour,Le Pen,Pecresse,Dupont-Aignan,Roussel,Melenchon,Hidalgo,Poutou,Macron,Arthaud
4,strategic,0.0,Lassalle,Macron,Poutou,Roussel,Arthaud,Melenchon,Dupont-Aignan,Zemmour,Pecresse,Hidalgo,Jadot,Le Pen,Lassalle
5,strategic,0.0,Zemmour,Lassalle,Pecresse,Jadot,Roussel,Melenchon,Le Pen,Poutou,Hidalgo,Macron,Arthaud,Dupont-Aignan,Zemmour
6,strategic,0.0,Poutou,Zemmour,Dupont-Aignan,Melenchon,Lassalle,Roussel,Pecresse,Macron,Le Pen,Hidalgo,Arthaud,Jadot,Poutou
7,stubborn,1.0,Hidalgo,Roussel,Zemmour,Dupont-Aignan,Pecresse,Poutou,Lassalle,Melenchon,Macron,Jadot,Arthaud,Le Pen,Hidalgo
8,strategic,0.0,Jadot,Hidalgo,Pecresse,Macron,Lassalle,Zemmour,Melenchon,Roussel,Arthaud,Dupont-Aignan,Le Pen,Poutou,Jadot
9,strategic,0.0,Hidalgo,Macron,Lassalle,Roussel,Le Pen,Poutou,Zemmour,Arthaud,Dupont-Aignan,Melenchon,Pecresse,Jadot,Hidalgo
10,strategic,0.0,Arthaud,Jadot,Dupont-Aignan,Melenchon,Poutou,Macron,Lassalle,Pecresse,Hidalgo,Zemmour,Roussel,Le Pen,Arthaud
11,strategic,0.0,Arthaud,Melenchon,Jadot,Le Pen,Pecresse,Roussel,Macron,Hidalgo,Poutou,Zemmour,Lassalle,Dupont-Aignan,Arthaud
12,mixed,0.6,Macron,Zemmour,Jadot,Dupont-Aignan,Poutou,Le Pen,Hidalgo,Arthaud,Pecresse,Lassalle,Roussel,Melenchon,Macron
13,stubborn,1.0,Dupont-Aignan,Jadot,Poutou,Macron,Melenchon,Le Pen,Hidalgo,Pecresse,Zemmour,Lassalle,Roussel,Arthaud,Dupont-Aignan
14,strategic,0.0,Melenchon,Hidalgo,Roussel,Zemmour,Poutou,Dupont-Aignan,Lassalle,Le Pen,Jadot,Macron,Arthaud,Pecresse,Melenchon
15,stubborn,1.0,Roussel,Zemmour,Melenchon,Arthaud,Lassalle,Le Pen,Poutou,Pecresse,Dupont-Aignan,Macron,Hidalgo,Jadot,Roussel
16,strategic,0.0,Hidalgo,Jadot,Roussel,Poutou,Zemmour,Arthaud,Melenchon,Pecresse,Macron,Dupont-Aignan,Le Pen,Lassalle,Hidalgo
17,mixed,0.6,Dupont-Aignan,Macron,Hidalgo,Zemmour,Jadot,Lassalle,Arthaud,Melenchon,Pecresse,Le Pen,Poutou,Roussel,Dupont-Aignan
18,stubborn,1.0,Roussel,Hidalgo,Jadot,Le Pen,Zemmour,Poutou,Macron,Lassalle,Dupont-Aignan,Melenchon,Pecresse,Arthaud,Roussel
19,stubborn,1.0,Le Pen,Zemmour,Hidalgo,Pecresse,Roussel,Poutou,Lassalle,Jadot,Macron,Melenchon,Arthaud,Dupont-Aignan,Le Pen
20,stubborn,1.0,Lassalle,Le Pen,Pecresse,Zemmour,Jadot,Dupont-Aignan,Hidalgo,Macron,Roussel,Melenchon,Poutou,Arthaud,Lassalle
21,strategic,0.0,Zemmour,Roussel,Pecresse,Dupont-Aignan,Hidalgo,Poutou,Jadot,Lassalle,Macron,Arthaud,Melenchon,Le Pen,Zemmour
22,mixed,0.6,Dupont-Aignan,Arthaud,Lassalle,Roussel,Poutou,Jadot,Melenchon,Hidalgo,Le Pen,Zemmour,Macron,Pecresse,Dupont-Aignan
23,strategic,0.0,Zemmour,Macron,Pecresse,Arthaud,Roussel,Lassalle,Dupont-Aignan,Melenchon,Poutou,Hidalgo,Le Pen,Jadot,Zemmour
24,mixed,0.6,Pecresse,Hidalgo,Arthaud,Jadot,Lassalle,Melenchon,Dupont-Aignan,Macron,Roussel,Le Pen,Zemmour,Poutou,Pecresse
25,stubborn,1.0,Melenchon,Roussel,Jadot,Macron,Poutou,Hidalgo,Le Pen,Pecresse,Arthaud,Zemmour,Dupont-Aignan,Lassalle,Melenchon
26,stubborn,1.0,Zemmour,Macron,Arthaud,Melenchon,Dupont-Aignan,Jadot,Pecresse,Hidalgo,Poutou,Le Pen,Roussel,Lassalle,Zemmour
27,stubborn,1.0,Macron,Melenchon,Lassalle,Jadot,Le Pen,Arthaud,Poutou,Hidalgo,Zemmour,Pecresse,Dupont-Aignan,Roussel,Macron
28,stubborn,1.0,Jadot,Macron,Le Pen,Hidalgo,Roussel,Melenchon,Poutou,Arthaud,Pecresse,Zemmour,Lassalle,Dupont-Aignan,Jadot
29,stubborn,1.0,Zemmour,Roussel,Macron,Arthaud,Lassalle,Melenchon,Pecresse,Dupont-Aignan,Hidalgo,Le Pen,Poutou,Jadot,Zemmour
30,mixed,0.6,Lassalle,Melenchon,Hidalgo,Le Pen,Jadot,Pecresse,Roussel,Zemmour,Dupont-Aignan,Macron,Arthaud,Poutou,Lassalle
31,stubborn,1.0,Zemmour,Melenchon,Pecresse,Macron,Roussel,Lassalle,Arthaud,Le Pen,Hidalgo,Poutou,Jadot,Dupont-Aignan,Zemmour
