source,target
0,106
0,156
0,312
0,777
0,971
0,987
1,283
1,417
1,451
1,468
1,956
2,119
2,217
2,220
2,271
2,372
2,407
2,424
2,507
2,538
2,702
2,966
3,68
3,179
3,231
3,290
3,339
3,372
3,523
3,531
3,800
3,874
3,914
3,944
3,983
4,28
4,173
4,374
4,568
4,569
4,652
4,804
4,835
4,875
4,996
5,187
5,189
5,357
5,384
5,659
5,843
5,858
6,21
6,189
6,400
6,465
6,476
6,547
6,769
7,11
7,15
7,97
7,112
7,206
7,230
7,253
7,259
7,362
7,579
7,683
7,752
7,836
7,841
7,987
8,69
8,106
8,115
8,414
8,516
8,536
8,561
8,596
8,601
8,900
8,914
9,17
9,59
9,156
9,220
9,246
9,292
9,362
9,378
9,688
9,805
9,943
10,52
10,75
10,102
10,166
10,222
10,263
10,264
10,478
10,753
10,802
10,924
11,80
11,85
11,160
11,192
11,553
11,688
11,699
11,883
11,889
11,897
11,969
11,997
12,98
12,763
12,875
12,910
12,964
13,96
13,281
13,424
13,479
13,710
13,922
13,956
13,992
14,350
14,361
14,421
14,485
14,591
14,702
14,712
14,733
14,758
14,980
15,151
15,233
15,333
15,528
15,536
15,560
15,601
15,659
15,660
15,954
16,37
16,144
16,192
16,210
16,228
16,428
16,743
16,809
16,947
16,970
17,25
17,42
17,193
17,256
17,769
18,138
18,285
18,375
18,401
18,456
18,543
18,605
18,711
18,713
18,772
18,850
18,862
18,911
19,52
19,84
19,110
19,166
19,489
19,889
20,44
20,248
20,251
20,293
20,421
20,446
20,499
20,777
21,99
21,171
21,365
21,587
21,607
21,655
21,736
22,165
22,375
22,377
22,800
22,892
22,907
22,924
22,947
23,54
23,75
23,101
23,117
23,239
23,278
23,340
23,471
23,518
23,682
23,691
23,795
23,832
23,860
23,939
24,92
24,123
24,129
24,168
24,278
24,406
24,453
24,563
24,664
24,810
24,916
25,87
25,187
25,354
25,416
25,436
25,489
25,602
25,633
25,751
25,812
25,869
25,925
26,197
26,711
26,785
27,143
27,178
27,653
27,820
27,852
27,957
28,48
28,51
28,187
28,361
28,384
28,456
28,490
28,496
28,706
28,835
28,836
