voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Arthaud,Macron,Dupont-Aignan,Poutou,Hidalgo,Pecresse,Le Pen,Jadot,Zemmour,Lassalle,Melenchon,Roussel,Arthaud
1,stubborn,1.0,Dupont-Aignan,Zemmour,Le Pen,Jadot,Melenchon,Poutou,Roussel,Hidalgo,Macron,Pecresse,Arthaud,Lassalle,Dupont-Aignan
2,mixed,0.42,Arthaud,Hidalgo,Jadot,Le Pen,Roussel,Zemmour,Lassalle,Melenchon,Pecresse,Dupont-Aignan,Macron,Poutou,Arthaud
3,mixed,0.851,Zemmour,Dupont-Aignan,Macron,Hidalgo,Le Pen,Lassalle,Roussel,Poutou,Jadot,Arthaud,Melenchon,Pecresse,Zemmour
4,mixed,0.435,Dupont-Aignan,Poutou,Zemmour,Macron,Pecresse,Jadot,Le Pen,Hidalgo,Lassalle,Roussel,Melenchon,Arthaud,Dupont-Aignan
5,strategic,0.0,Jadot,Hidalgo,Lassalle,Poutou,Melenchon,Dupont-Aignan,Le Pen,Macron,Pecresse,Zemmour,Roussel,Arthaud,Jadot
6,stubborn,1.0,Roussel,Hidalgo,Jadot,Arthaud,Le Pen,Lassalle,Zemmour,Dupont-Aignan,Pecresse,Poutou,Melenchon,Macron,Roussel
7,strategic,0.0,Lassalle,Zemmour,Le Pen,Dupont-Aignan,Pecresse,Macron,Hidalgo,Poutou,Arthaud,Roussel,Melenchon,Jadot,Lassalle
8,strategic,0.0,Arthaud,Lassalle,Dupont-Aignan,Jadot,Le Pen,Roussel,Hidalgo,Poutou,Pecresse,Zemmour,Melenchon,Macron,Arthaud
9,strategic,0.0,Roussel,Zemmour,Macron,Dupont-Aignan,Arthaud,Hidalgo,Poutou,Pecresse,Lassalle,Jadot,Le Pen,Melenchon,Roussel
10,stubborn,1.0,Pecresse,Macron,Arthaud,Le Pen,Dupont-Aignan,Zemmour,Lassalle,Melenchon,Hidalgo,Jadot,Poutou,Roussel,Pecresse
11,stubborn,1.0,Melenchon,Roussel,Pecresse,Le Pen,Poutou,Jadot,Macron,Dupont-Aignan,Hidalgo,Arthaud,Zemmour,Lassalle,Melenchon
12,mixed,0.891,Macron,Hidalgo,Dupont-Aignan,Melenchon,Lassalle,Pecresse,Poutou,Roussel,Le Pen,Zemmour,Jadot,Arthaud,Macron
13,stubborn,1.0,Le Pen,Poutou,Zemmour,Roussel,Arthaud,Dupont-Aignan,Jadot,Melenchon,Hidalgo,Macron,Pecresse,Lassalle,Le Pen
14,mixed,0.508,Arthaud,Jadot,Le Pen,Pecresse,Lassalle,Poutou,Hidalgo,Zemmour,Melenchon,Dupont-Aignan,Roussel,Macron,Arthaud
15,mixed,0.787,Lassalle,Arthaud,Hidalgo,Zemmour,Jadot,Roussel,Poutou,Macron,Melenchon,Le Pen,Pecresse,Dupont-Aignan,Lassalle
16,strategic,0.0,Le Pen,Melenchon,Poutou,Arthaud,Dupont-Aignan,Lassalle,Pecresse,Roussel,Jadot,Macron,Hidalgo,Zemmour,Le Pen
17,strategic,0.0,Zemmour,Lassalle,Hidalgo,Roussel,Arthaud,Poutou,Melenchon,Macron,Jadot,Le Pen,Dupont-Aignan,Pecresse,Zemmour
18,strategic,0.0,Poutou,Melenchon,Jadot,Hidalgo,Dupont-Aignan,Arthaud,Le Pen,Lassalle,Roussel,Pecresse,Zemmour,Macron,Poutou
19,stubborn,1.0,Lassalle,Hidalgo,Arthaud,Jadot,Le Pen,Dupont-Aignan,Macron,Melenchon,Pecresse,Poutou,Roussel,Zemmour,Lassalle
20,mixed,0.5,Le Pen,Arthaud,Lassalle,Pecresse,Jadot,Poutou,Melenchon,Hidalgo,Roussel,Macron,Dupont-Aignan,Zemmour,Le Pen
21,mixed,0.838,Jadot,Roussel,Zemmour,Poutou,Lassalle,Macron,Dupont-Aignan,Hidalgo,Melenchon,Pecresse,Le Pen,Arthaud,Jadot
22,stubborn,1.0,Zemmour,Le Pen,Arthaud,Hidalgo,Poutou,Melenchon,Roussel,Macron,Lassalle,Dupont-Aignan,Jadot,Pecresse,Zemmour
23,strategic,0.0,Zemmour,Dupont-Aignan,Roussel,Macron,Le Pen,Hidalgo,Pecresse,Jadot,Arthaud,Melenchon,Poutou,Lassalle,Zemmour
24,stubborn,1.0,Macron,Roussel,Le Pen,Lassalle,Zemmour,Jadot,Poutou,Pecresse,Melenchon,Dupont-Aignan,Arthaud,Hidalgo,Macron
25,strategic,0.0,Macron,Jadot,Zemmour,Poutou,Dupont-Aignan,Le Pen,Hidalgo,Melenchon,Pecresse,Roussel,Arthaud,Lassalle,Macron
26,mixed,0.773,Zemmour,Jadot,Melenchon,Hidalgo,Lassalle,Dupont-Aignan,Pecresse,Le Pen,Poutou,Roussel,Macron,Arthaud,Zemmour
27,strategic,0.0,Jadot,Arthaud,Melenchon,Dupont-Aignan,Roussel,Zemmour,Lassalle,Pecresse,Poutou,Le Pen,Hidalgo,Macron,Jadot
28,stubborn,1.0,Hidalgo,Macron,Dupont-Aignan,Zemmour,Arthaud,Roussel,Lassalle,Jadot,Melenchon,Le Pen,Poutou,Pecresse,Hidalgo
29,strategic,0.0,Jadot,Arthaud,Le Pen,Lassalle,Poutou,Pecresse,Zemmour,Macron,Roussel,Hidalgo,Melenchon,Dupont-Aignan,Jadot
30,stubborn,1.0,Lassalle,Jadot,Le Pen,Pecresse,Dupont-Aignan,Arthaud,Macron,Poutou,Hidalgo,Roussel,Zemmour,Melenchon,Lassalle
31,stubborn,1.0,Hidalgo,Arthaud,Dupont-Aignan,Pecresse,Poutou,Macron,Roussel,Jadot,Melenchon,Le Pen,Zemmour,Lassalle,Hidalgo
32,mixed,0.771,Melenchon,Dupont-Aignan,Le Pen,Macron,Pecresse,Jadot,Arthaud,Roussel,Zemmour,Poutou,Hidalgo,Lassalle,Melenchon
33,stubborn,1.0,Le Pen,Zemmour,Poutou,Dupont-Aignan,Roussel,Arthaud,Melenchon,Hidalgo,Lassalle,Pecresse,Jadot,Macron,Le Pen
34,stubborn,1.0,Jadot,Arthaud,Hidalgo,Dupont-Aignan,Pecresse,Macron,Le Pen,Poutou,Melenchon,Zemmour,Roussel,Lassalle,Jadot
