source,target
0,166
0,691
0,787
0,794
0,877
0,879
0,958
1,49
1,53
1,131
1,284
1,292
1,335
1,351
1,441
1,535
1,555
1,566
1,692
1,831
1,875
1,897
2,156
2,186
2,256
2,452
2,510
2,633
2,974
3,370
3,616
3,653
3,813
4,149
4,341
4,378
4,412
4,463
4,561
4,582
4,667
4,685
4,961
4,964
5,403
5,429
5,561
5,686
5,754
5,903
5,928
6,142
6,180
6,199
6,257
6,296
6,336
6,390
6,448
6,659
7,113
7,427
7,748
7,893
7,918
8,17
8,31
8,52
8,230
8,354
8,371
8,505
8,621
8,810
8,889
8,916
8,973
9,57
9,351
9,463
9,560
9,640
9,818
10,307
10,315
10,322
10,480
10,592
10,653
10,777
10,784
10,812
10,854
10,883
10,937
11,165
11,392
11,484
11,495
11,522
11,592
11,674
11,880
12,45
12,139
12,173
12,261
12,387
12,586
12,598
12,609
12,678
12,781
12,789
12,853
12,874
12,994
13,42
13,70
13,237
13,710
13,721
13,742
13,869
14,321
14,454
14,537
14,710
14,959
14,967
14,983
14,996
15,35
15,197
15,353
15,440
15,572
15,607
15,685
15,730
15,795
15,813
15,853
16,189
16,323
16,511
16,664
16,868
16,983
17,41
17,95
17,132
17,307
17,771
18,43
18,64
18,74
18,109
18,216
18,244
18,271
18,348
18,519
18,583
18,612
18,624
18,800
18,859
18,980
19,29
19,34
19,53
19,211
19,411
19,455
19,476
19,660
19,699
19,785
19,967
20,192
20,234
20,286
20,322
20,406
20,414
20,530
20,532
20,552
20,662
20,732
20,957
21,27
21,51
21,71
21,89
21,118
21,260
21,369
21,446
21,572
21,714
21,741
21,744
21,788
21,843
22,136
22,217
22,230
22,451
22,453
22,819
22,870
22,903
23,29
23,123
23,421
23,425
23,450
23,531
23,578
23,600
23,619
23,816
23,855
23,883
23,912
24,305
24,325
24,336
24,360
24,399
24,405
24,424
24,478
24,504
24,646
24,670
24,701
24,869
24,907
25,33
25,219
25,281
25,301
25,426
25,721
25,777
25,796
25,842
25,903
25,990
26,166
26,321
26,346
26,461
26,545
26,745
26,816
26,948
27,156
27,356
27,387
27,419
27,636
27,646
27,737
27,784
27,922
28,57
28,192
28,227
28,290
28,306
28,337
28,594
28,764
28,808
28,873
28,920
28,940
29,197
29,249
29,302
29,326
29,449
29,543
29,716
29,839
29,933
30,172
30,591
30,713
30,727
30,837
30,916
31,50
31,51
31,167
31,226
31,252
31,540
31,983
32,122
32,265
32,307
32,320
32,489
32,508
32,584
32,662
32,842
32,968
33,297
33,401
33,516
33,533
33,592
33,602
33,626
33,645
33,855
33,943
34,106
34,138
34,148
34,390
34,428
34,496
34,713
34,808
34,896
34,988
34,990
35,307
35,586
35,673
35,883
36,82
36,211
36,225
36,407
36,588
36,597
36,605
36,692
36,700
36,792
36,941
37,100
37,106
37,179
37,181
37,195
37,342
37,462
37,639
37,884
38,406
38,424
38,547
38,681
38,694
38,781
38,830
39,446
39,637
39,785
39,809
39,908
40,55
40,72
40,227
40,431
40,503
40,607
40,629
40,672
40,677
40,705
40,923
40,931
41,268
41,328
41,343
41,420
41,834
41,906
41,907
41,969
42,78
42,79
42,119
42,203
42,338
42,346
42,435
42,457
42,603
42,666
42,689
42,736
42,798
42,911
43,307
43,309
43,359
43,370
43,394
43,424
43,434
43,719
43,858
43,939
44,99
44,141
44,152
44,227
44,264
44,331
44,337
44,529
44,763
45,257
45,285
45,400
45,403
45,405
45,460
45,589
45,612
45,619
45,761
45,785
45,814
45,942
46,197
46,256
46,341
46,454
46,737
46,904
47,51
47,144
47,191
47,291
47,367
47,374
47,443
47,470
47,513
47,609
47,647
47,651
47,756
47,830
48,80
48,191
48,316
48,453
48,520
48,526
48,607
48,640
48,644
48,815
48,848
48,854
48,921
48,998
49,69
49,200
49,311
49,493
49,602
49,976
50,100
50,181
50,196
50,309
50,337
50,354
50,357
50,779
50,791
50,841
50,901
50,988
51,118
51,161
51,356
51,391
51,394
51,395
51,433
51,445
51,458
51,590
51,609
51,722
51,807
52,76
52,266
52,417
52,430
52,536
52,678
52,923
53,76
53,172
53,203
53,455
53,929
53,971
54,263
54,339
54,379
54,685
54,787
54,818
54,913
54,918
54,970
55,293
55,308
55,372
55,434
55,556
55,686
55,717
55,821
55,824
55,830
55,848
55,930
55,969
55,994
55,997
56,273
56,440
56,534
56,596
56,614
56,688
56,697
56,832
56,905
57,247
57,465
57,591
57,832
57,877
57,903
57,928
57,981
58,79
58,255
58,273
58,370
58,386
58,637
58,657
59,80
59,91
59,118
59,405
59,494
59,557
59,586
59,620
59,765
59,803
59,826
59,901
60,81
60,282
60,437
60,652
60,669
60,840
60,849
60,940
60,964
61,81
61,170
61,421
61,441
61,458
61,515
61,751
61,963
62,82
62,167
62,283
62,343
62,357
62,414
62,495
62,557
62,608
62,734
62,963
62,978
63,73
63,322
63,483
63,513
63,927
64,193
64,315
64,572
64,685
64,856
64,926
64,978
65,119
65,143
65,277
65,314
65,491
65,498
65,672
65,684
65,749
65,811
65,905
65,934
66,123
66,204
66,295
66,411
66,502
66,749
66,954
67,279
67,360
67,526
67,584
67,681
67,706
67,791
67,813
67,881
68,90
68,385
68,400
68,436
68,484
68,541
68,677
68,741
68,903
68,945
69,336
69,366
69,369
69,394
69,523
69,548
69,598
69,644
69,839
69,912
70,146
70,609
70,693
70,731
70,922
71,99
71,123
71,395
71,647
71,661
71,680
71,710
71,717
71,730
71,739
71,779
72,192
72,193
72,205
72,304
72,415
72,594
72,620
72,768
72,844
72,867
72,949
73,94
73,133
73,175
73,264
73,335
73,408
73,436
73,544
73,634
73,811
73,918
73,926
74,168
74,184
74,199
74,353
74,434
74,550
74,617
75,173
75,261
75,278
75,334
75,335
75,648
76,124
76,200
76,411
76,472
76,647
76,813
77,100
77,106
77,174
77,277
77,343
77,506
77,544
77,562
77,732
77,774
77,811
77,878
77,936
77,942
78,104
78,189
78,215
78,286
78,398
78,556
78,560
78,576
78,707
78,754
78,814
78,996
79,282
79,343
79,361
79,678
79,807
79,820
79,877
80,105
80,167
80,310
80,372
80,638
80,667
80,809
81,247
81,293
81,306
81,325
81,436
81,506
81,512
81,537
81,541
81,556
81,598
81,681
81,746
81,796
81,813
81,816
81,817
81,884
81,958
82,90
82,160
82,179
82,251
82,294
82,426
82,461
82,746
82,771
82,866
82,927
83,219
83,281
83,391
83,392
83,486
83,523
83,585
83,603
83,696
83,860
83,944
84,268
84,280
84,376
84,447
84,478
84,545
84,808
84,835
84,855
84,953
85,136
85,272
85,349
85,556
85,669
85,695
85,699
85,711
85,718
85,735
86,280
86,288
86,347
86,605
86,737
86,783
86,859
86,910
86,943
86,979
87,178
87,305
87,311
87,400
87,742
87,866
87,970
88,168
88,173
88,207
88,258
88,385
88,543
88,631
