voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,stubborn,1.0,Melenchon,Lassalle,Dupont-Aignan,Arthaud,Jadot,Roussel,Pecresse,Macron,Le Pen,Hidalgo,Zemmour,Poutou,Melenchon
1,stubborn,1.0,Hidalgo,Jadot,Roussel,Macron,Zemmour,Melenchon,Dupont-Aignan,Pecresse,Le Pen,Lassalle,Poutou,Arthaud,Hidalgo
2,mixed,0.6,Macron,Poutou,Hidalgo,Melenchon,Arthaud,Zemmour,Pecresse,Lassalle,Dupont-Aignan,Le Pen,Jadot,Roussel,Macron
3,stubborn,1.0,Poutou,Pecresse,Hidalgo,Lassalle,Jadot,Macron,Arthaud,Dupont-Aignan,Zemmour,Le Pen,Melenchon,Roussel,Poutou
4,stubborn,1.0,Dupont-Aignan,Hidalgo,Lassalle,Melenchon,Jadot,Le Pen,Poutou,Macron,Roussel,Arthaud,Zemmour,Pecresse,Dupont-Aignan
5,strategic,0.0,Melenchon,Zemmour,Poutou,Lassalle,Jadot,Hidalgo,Le Pen,Arthaud,Dupont-Aignan,Pecresse,Macron,Roussel,Melenchon
6,stubborn,1.0,Melenchon,Pecresse,Le Pen,Arthaud,Lassalle,Poutou,Zemmour,Jadot,Macron,Hidalgo,Dupont-Aignan,Roussel,Melenchon
7,mixed,0.6,Le Pen,Lassalle,Macron,Pecresse,Melenchon,Roussel,Zemmour,Dupont-Aignan,Poutou,Jadot,Hidalgo,Arthaud,Le Pen
8,stubborn,1.0,Melenchon,Le Pen,Poutou,Pecresse,Jadot,Macron,Zemmour,Arthaud,Dupont-Aignan,Hidalgo,Lassalle,Roussel,Melenchon
9,stubborn,1.0,Dupont-Aignan,Pecresse,Melenchon,Lassalle,Zemmour,Macron,Poutou,Hidalgo,Le Pen,Jadot,Roussel,Arthaud,Dupont-Aignan
10,stubborn,1.0,Dupont-Aignan,Poutou,Roussel,Pecresse,Lassalle,Hidalgo,Jadot,Le Pen,Melenchon,Arthaud,Zemmour,Macron,Dupont-Aignan
11,stubborn,1.0,Hidalgo,Melenchon,Pecresse,Roussel,Macron,Poutou,Lassalle,Le Pen,Jadot,Arthaud,Dupont-Aignan,Zemmour,Hidalgo
12,stubborn,1.0,Zemmour,Arthaud,Roussel,Le Pen,Jadot,Macron,Melenchon,Lassalle,Hidalgo,Dupont-Aignan,Poutou,Pecresse,Zemmour
13,stubborn,1.0,Melenchon,Arthaud,Dupont-Aignan,Le Pen,Macron,Jadot,Lassalle,Zemmour,Pecresse,Roussel,Hidalgo,Poutou,Melenchon
14,stubborn,1.0,Jadot,Zemmour,Poutou,Hidalgo,Pecresse,Macron,Arthaud,Melenchon,Dupont-Aignan,Lassalle,Le Pen,Roussel,Jadot
15,mixed,0.6,Jadot,Poutou,Pecresse,Roussel,Hidalgo,Le Pen,Zemmour,Melenchon,Lassalle,Arthaud,Dupont-Aignan,Macron,Jadot
16,stubborn,1.0,Dupont-Aignan,Roussel,Zemmour,Melenchon,Hidalgo,Macron,Jadot,Le Pen,Arthaud,Pecresse,Lassalle,Poutou,Dupont-Aignan
17,strategic,0.0,Pecresse,Poutou,Macron,Melenchon,Hidalgo,Roussel,Arthaud,Jadot,Le Pen,Lassalle,Zemmour,Dupont-Aignan,Pecresse
18,stubborn,1.0,Poutou,Jadot,Roussel,Melenchon,Le Pen,Pecresse,Dupont-Aignan,Macron,Arthaud,Hidalgo,Zemmour,Lassalle,Poutou
19,stubborn,1.0,Dupont-Aignan,Jadot,Arthaud,Poutou,Melenchon,Le Pen,Roussel,Lassalle,Macron,Zemmour,Hidalgo,Pecresse,Dupont-Aignan
20,mixed,0.6,Jadot,Poutou,Pecresse,Melenchon,Zemmour,Arthaud,Roussel,Hidalgo,Lassalle,Dupont-Aignan,Le Pen,Macron,Jadot
21,strategic,0.0,Le Pen,Hidalgo,Roussel,Zemmour,Melenchon,Dupont-Aignan,Jadot,Lassalle,Arthaud,Pecresse,Macron,Poutou,Le Pen
22,stubborn,1.0,Jadot,Hidalgo,Lassalle,Le Pen,Melenchon,Macron,Zemmour,Roussel,Poutou,Dupont-Aignan,Pecresse,Arthaud,Jadot
