source,target
0,2041
0,2418
0,3155
0,4690
0,4708
1,429
1,1167
1,1820
1,2069
1,2126
1,2367
1,2928
1,3231
1,3333
1,3469
1,3497
1,3899
1,4484
1,4829
2,93
2,495
2,709
2,868
2,1112
2,1252
2,1664
2,1676
2,1705
2,2095
2,2199
2,2293
2,2675
2,3644
2,4606
3,582
3,777
3,1156
3,3440
3,3722
3,4479
4,238
4,1159
4,1743
4,2488
4,3262
4,3887
4,4644
5,1573
5,1913
5,2051
5,2208
5,2456
5,2464
5,2547
5,2594
5,2891
5,3108
5,3206
5,3371
5,3757
6,368
6,571
6,705
6,1102
6,1132
6,2012
6,2162
6,2207
6,2342
6,3264
6,4477
7,538
7,759
7,2052
7,2280
7,2631
7,2733
7,3213
7,3251
7,4055
8,1173
8,1273
8,2231
8,2367
8,2947
9,364
9,537
9,729
9,1176
9,1278
9,1609
9,1986
9,2170
9,2267
9,2880
9,3247
9,3273
9,3643
9,4515
10,612
10,1757
10,2041
10,3179
10,4509
10,4568
11,412
11,529
11,942
11,1514
11,2945
11,3266
11,3588
11,3982
11,4528
12,936
12,1567
12,2127
12,2405
12,3638
12,4094
12,4192
13,53
13,282
13,498
13,2104
13,2287
13,2497
13,4280
14,1419
14,1829
14,2378
14,2407
14,2693
14,2797
14,3446
14,4701
15,20
15,651
15,1258
15,1444
15,1615
15,1733
15,3733
15,3922
15,4239
16,482
16,954
16,966
16,1195
16,1431
16,1702
16,2145
16,2596
16,3009
16,3667
16,3996
16,4181
17,49
17,55
17,1462
17,3043
17,3071
17,3107
17,3433
17,3917
17,4115
17,4232
17,4426
17,4908
18,39
18,158
18,934
18,1359
18,1533
18,2288
18,2321
18,3576
18,4495
19,313
19,495
19,1079
19,1155
19,1415
19,1456
19,1480
19,2080
19,2399
19,2404
19,2486
19,2740
19,3084
19,3103
19,3307
19,4103
19,4119
19,4256
19,4380
20,690
20,1639
20,1939
20,2446
20,3344
20,3534
20,3604
21,143
21,749
21,1345
21,2444
21,3017
21,4442
22,1340
22,1529
22,1766
22,2139
22,2408
22,2770
22,2810
22,3094
22,3887
22,4342
22,4373
23,45
23,321
23,349
23,862
23,865
23,2259
23,2390
23,2771
23,2864
23,3292
23,4569
24,540
24,846
24,997
24,2125
24,4281
24,4792
25,950
25,955
25,1078
25,2417
25,2884
25,3038
25,3105
25,3642
25,4936
25,4986
26,722
26,1525
26,1721
26,1828
26,2104
26,2615
26,2855
26,3716
26,3813
27,96
27,1030
27,1087
27,1275
27,2003
27,2086
27,2633
27,3553
27,4053
27,4283
28,600
28,677
28,1037
28,2677
28,3471
28,4644
29,231
29,421
29,818
29,1225
29,2461
29,3204
29,3810
30,236
30,816
30,1260
30,1567
30,1823
30,2484
30,2632
30,3682
30,3832
30,3970
30,4263
30,4682
30,4696
30,4700
31,154
31,676
31,1088
31,1462
31,2086
31,2736
31,2856
31,3475
31,3498
32,1049
32,1233
32,1627
32,1660
32,1769
32,2667
32,3912
32,4027
32,4385
32,4971
33,395
33,760
33,1283
33,1365
33,1553
33,2550
33,3773
33,3865
33,4683
34,527
34,1522
34,1914
34,1948
34,3764
34,3812
34,3875
34,4332
34,4879
35,65
35,1211
35,2689
35,2714
35,2957
35,3070
35,3543
35,3670
35,4061
35,4574
36,73
36,464
36,971
36,992
36,2085
36,2123
36,2567
36,2930
36,2967
36,3006
36,3761
36,4611
36,4788
36,4984
37,1036
37,1057
37,1210
37,1950
37,2468
37,3185
37,3217
37,4286
38,349
38,1636
38,2527
38,2736
38,2771
38,3123
38,3749
38,3869
38,4424
38,4674
39,220
39,631
39,1854
39,2298
39,3012
39,4185
39,4722
39,4840
40,593
40,594
40,1159
40,1170
40,1436
40,2245
40,3056
40,3096
40,3397
40,3727
40,3732
40,4075
40,4346
40,4360
40,4896
41,1636
41,1808
41,2458
41,3451
41,3568
41,4129
41,4626
41,4836
42,239
42,553
42,883
42,1409
42,1479
42,1588
42,1834
42,2133
42,2420
42,2451
42,2581
42,2882
42,2952
42,4065
42,4098
42,4567
43,150
43,945
43,1137
43,2271
43,2781
43,3124
43,3975
43,4438
43,4683
44,1317
44,1712
44,1776
44,2459
44,3067
44,3159
44,4256
44,4389
44,4957
45,509
45,701
45,776
45,905
45,1316
45,2825
45,3351
45,4256
45,4441
46,103
46,2282
46,2729
46,3107
46,3214
46,3908
46,3936
46,4224
46,4257
46,4542
46,4635
46,4676
47,90
47,1084
47,1210
47,1625
47,1735
47,1748
47,2232
47,2654
47,3209
47,4030
48,410
48,428
48,672
48,1495
48,2099
48,2197
48,2482
48,4220
48,4515
49,101
49,250
49,946
49,1650
49,1859
49,2395
49,2810
49,3300
49,3921
49,4831
50,758
50,1742
50,1880
50,2089
50,2654
50,2659
50,2889
50,3068
50,3071
50,3718
50,3810
50,4232
50,4728
50,4817
51,1201
51,1573
51,1849
51,1983
51,2809
51,4128
51,4461
51,4948
52,465
52,2187
52,2582
52,4128
52,4296
52,4618
53,301
53,327
53,665
53,1160
53,1640
53,1959
53,1982
53,2486
53,3531
53,3704
53,4816
54,215
54,625
54,1412
54,2197
54,2635
54,3990
54,4218
54,4874
55,1142
55,1797
55,1804
55,1852
55,2347
55,2710
55,2906
55,3156
55,3562
55,3740
55,3765
55,4007
55,4509
56,93
56,355
56,500
56,651
56,1173
56,1679
56,2914
56,3228
56,3336
56,3574
56,3664
56,4088
56,4109
56,4675
57,252
57,276
57,815
57,2594
57,3570
57,3974
57,4824
58,570
58,988
58,1515
58,1663
58,2857
58,3427
58,4429
58,4484
59,115
59,664
59,795
59,1935
59,2670
59,3536
59,4636
60,468
60,555
60,1047
60,1322
60,1520
60,2307
60,2526
60,2741
60,3304
60,3940
60,4034
60,4376
61,740
61,2937
61,3972
61,4055
61,4769
61,4988
62,182
62,320
62,350
62,1092
62,2462
62,3180
62,3754
62,4018
