run_id,day,variance_scores,social_welfare,num_changes
23,0,78.38888888888889,13.087,0
23,1,398.3888888888889,12.916,359
23,2,785.0555555555557,12.851,285
23,3,956.7222222222223,12.851,241
23,4,920.0555555555555,12.851,207
23,5,1173.0555555555557,12.851,191
23,6,1256.2222222222222,12.851,177
23,7,1176.7222222222224,12.851,181
23,8,1088.3888888888887,12.851,174
23,9,1347.222222222222,12.851,172
23,10,1473.8888888888885,12.851,171
23,11,1473.722222222222,12.851,168
23,12,1353.2222222222224,12.851,162
23,13,1478.0555555555554,12.851,163
23,14,1627.3888888888894,12.851,168
23,15,1522.3888888888894,12.851,157
23,16,1513.722222222222,12.851,156
23,17,1742.722222222222,12.851,148
23,18,1846.3888888888885,12.851,144
23,19,1715.888888888889,12.851,134
23,20,1584.388888888889,12.851,130
23,21,1812.0555555555557,12.851,125
23,22,1911.722222222222,12.851,129
23,23,1832.3888888888887,12.851,132
23,24,1778.2222222222226,12.851,131
23,25,1799.0555555555554,12.851,121
23,26,1863.7222222222217,12.851,120
23,27,1963.555555555555,12.851,128
23,28,1890.2222222222215,12.851,130
23,29,1930.388888888889,12.851,123
23,30,1819.3888888888885,12.851,112
23,31,1867.8888888888894,12.851,118
23,32,1852.5555555555554,12.851,111
23,33,2040.222222222222,12.851,111
23,34,1868.722222222222,12.851,122
23,35,1938.222222222222,12.851,121
23,36,1784.7222222222224,12.851,114
23,37,1789.0555555555557,12.851,110
23,38,1856.0555555555554,12.851,113
23,39,1846.0555555555554,12.851,129
23,40,1840.0555555555554,12.851,130
23,41,1874.2222222222217,12.851,118
23,42,1977.7222222222224,12.851,113
23,43,1823.3888888888885,12.851,103
23,44,1752.7222222222224,12.851,99
23,45,1958.055555555555,12.851,101
23,46,1927.8888888888885,12.851,115
23,47,1854.5555555555557,12.851,114
23,48,1937.5555555555547,12.851,105
23,49,1938.3888888888885,12.851,101
23,50,2063.8888888888887,12.851,118
23,51,1854.8888888888885,12.851,119
23,52,1936.7222222222224,12.851,106
23,53,1904.0555555555554,12.851,95
23,54,1895.555555555555,12.851,92
23,55,1869.055555555555,12.851,94
23,56,1868.5555555555557,12.851,102
23,57,1828.0555555555559,12.851,105
23,58,1883.0555555555559,12.851,101
23,59,1938.5555555555554,12.851,105
23,60,1993.222222222222,12.851,112
