run_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
45,0,1000,erdos_renyi,IC,0.3,0.4,0.3,39.888888888888886,8.745,0
45,1,1000,erdos_renyi,IC,0.3,0.4,0.3,18.305555555555557,8.668,414
45,2,1000,erdos_renyi,IC,0.3,0.4,0.3,20.020833333333332,8.712,23
45,3,1000,erdos_renyi,IC,0.3,0.4,0.3,21.416666666666668,8.712,15
45,4,1000,erdos_renyi,IC,0.3,0.4,0.3,21.743055555555554,8.712,11
45,5,1000,erdos_renyi,IC,0.3,0.4,0.3,20.07638888888889,8.712,12
45,6,1000,erdos_renyi,IC,0.3,0.4,0.3,19.972222222222225,8.712,9
45,7,1000,erdos_renyi,IC,0.3,0.4,0.3,20.57638888888889,8.712,9
45,8,1000,erdos_renyi,IC,0.3,0.4,0.3,21.083333333333332,8.712,13
45,9,1000,erdos_renyi,IC,0.3,0.4,0.3,20.6875,8.712,15
45,10,1000,erdos_renyi,IC,0.3,0.4,0.3,21.854166666666668,8.712,10
45,11,1000,erdos_renyi,IC,0.3,0.4,0.3,22.243055555555557,8.712,8
45,12,1000,erdos_renyi,IC,0.3,0.4,0.3,18.90972222222222,8.712,16
45,13,1000,erdos_renyi,IC,0.3,0.4,0.3,23.020833333333332,8.712,20
45,14,1000,erdos_renyi,IC,0.3,0.4,0.3,21.020833333333332,8.712,18
45,15,1000,erdos_renyi,IC,0.3,0.4,0.3,18.583333333333332,8.712,13
45,16,1000,erdos_renyi,IC,0.3,0.4,0.3,19.854166666666668,8.712,9
45,17,1000,erdos_renyi,IC,0.3,0.4,0.3,21.743055555555557,8.712,10
45,18,1000,erdos_renyi,IC,0.3,0.4,0.3,21.6875,8.712,16
45,19,1000,erdos_renyi,IC,0.3,0.4,0.3,23.076388888888886,8.712,14
45,20,1000,erdos_renyi,IC,0.3,0.4,0.3,22.354166666666668,8.712,14
45,21,1000,erdos_renyi,IC,0.3,0.4,0.3,23.409722222222225,8.712,14
45,22,1000,erdos_renyi,IC,0.3,0.4,0.3,20.1875,8.712,8
45,23,1000,erdos_renyi,IC,0.3,0.4,0.3,20.055555555555554,8.712,11
45,24,1000,erdos_renyi,IC,0.3,0.4,0.3,21.743055555555557,8.712,13
45,25,1000,erdos_renyi,IC,0.3,0.4,0.3,18.854166666666668,8.712,8
45,26,1000,erdos_renyi,IC,0.3,0.4,0.3,23.854166666666668,8.712,12
45,27,1000,erdos_renyi,IC,0.3,0.4,0.3,22.409722222222218,8.712,16
45,28,1000,erdos_renyi,IC,0.3,0.4,0.3,23.583333333333332,8.712,13
45,29,1000,erdos_renyi,IC,0.3,0.4,0.3,23.743055555555554,8.712,13
45,30,1000,erdos_renyi,IC,0.3,0.4,0.3,21.75,8.712,13
45,31,1000,erdos_renyi,IC,0.3,0.4,0.3,21.6875,8.712,15
45,32,1000,erdos_renyi,IC,0.3,0.4,0.3,23.555555555555554,8.712,13
45,33,1000,erdos_renyi,IC,0.3,0.4,0.3,20.222222222222218,8.712,8
45,34,1000,erdos_renyi,IC,0.3,0.4,0.3,16.1875,8.712,13
45,35,1000,erdos_renyi,IC,0.3,0.4,0.3,22.743055555555554,8.712,12
45,36,1000,erdos_renyi,IC,0.3,0.4,0.3,23.722222222222218,8.712,13
45,37,1000,erdos_renyi,IC,0.3,0.4,0.3,20.576388888888886,8.712,13
45,38,1000,erdos_renyi,IC,0.3,0.4,0.3,21.854166666666668,8.712,14
45,39,1000,erdos_renyi,IC,0.3,0.4,0.3,18.416666666666668,8.712,15
45,40,1000,erdos_renyi,IC,0.3,0.4,0.3,20.743055555555557,8.712,11
45,41,1000,erdos_renyi,IC,0.3,0.4,0.3,23.083333333333332,8.712,11
45,42,1000,erdos_renyi,IC,0.3,0.4,0.3,22.416666666666668,8.712,12
45,43,1000,erdos_renyi,IC,0.3,0.4,0.3,20.6875,8.712,15
45,44,1000,erdos_renyi,IC,0.3,0.4,0.3,19.854166666666668,8.712,12
45,45,1000,erdos_renyi,IC,0.3,0.4,0.3,19.972222222222225,8.712,5
45,46,1000,erdos_renyi,IC,0.3,0.4,0.3,19.40972222222222,8.712,9
45,47,1000,erdos_renyi,IC,0.3,0.4,0.3,23.243055555555557,8.712,14
45,48,1000,erdos_renyi,IC,0.3,0.4,0.3,21.972222222222225,8.712,17
45,49,1000,erdos_renyi,IC,0.3,0.4,0.3,18.909722222222218,8.712,17
45,50,1000,erdos_renyi,IC,0.3,0.4,0.3,20.743055555555554,8.712,14
45,51,1000,erdos_renyi,IC,0.3,0.4,0.3,21.222222222222218,8.712,15
45,52,1000,erdos_renyi,IC,0.3,0.4,0.3,18.88888888888889,8.712,16
45,53,1000,erdos_renyi,IC,0.3,0.4,0.3,19.243055555555557,8.712,13
45,54,1000,erdos_renyi,IC,0.3,0.4,0.3,20.083333333333332,8.712,11
45,55,1000,erdos_renyi,IC,0.3,0.4,0.3,20.75,8.712,12
45,56,1000,erdos_renyi,IC,0.3,0.4,0.3,17.6875,8.712,15
45,57,1000,erdos_renyi,IC,0.3,0.4,0.3,28.972222222222225,8.712,19
45,58,1000,erdos_renyi,IC,0.3,0.4,0.3,23.520833333333332,8.712,19
45,59,1000,erdos_renyi,IC,0.3,0.4,0.3,20.555555555555554,8.712,13
45,60,1000,erdos_renyi,IC,0.3,0.4,0.3,19.916666666666668,8.712,10
