run_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
12,0,1000,erdos_renyi,IC,0.3,0.4,0.3,98.72222222222221,8.775,0
12,1,1000,erdos_renyi,IC,0.3,0.4,0.3,46.805555555555564,8.824,410
12,2,1000,erdos_renyi,IC,0.3,0.4,0.3,43.90972222222223,8.824,17
12,3,1000,erdos_renyi,IC,0.3,0.4,0.3,43.916666666666664,8.824,13
12,4,1000,erdos_renyi,IC,0.3,0.4,0.3,43.576388888888886,8.824,11
12,5,1000,erdos_renyi,IC,0.3,0.4,0.3,42.416666666666664,8.824,11
12,6,1000,erdos_renyi,IC,0.3,0.4,0.3,43.55555555555555,8.824,10
12,7,1000,erdos_renyi,IC,0.3,0.4,0.3,44.576388888888886,8.824,5
12,8,1000,erdos_renyi,IC,0.3,0.4,0.3,43.24305555555555,8.824,8
12,9,1000,erdos_renyi,IC,0.3,0.4,0.3,46.916666666666664,8.824,13
12,10,1000,erdos_renyi,IC,0.3,0.4,0.3,41.90972222222222,8.824,13
12,11,1000,erdos_renyi,IC,0.3,0.4,0.3,44.020833333333336,8.824,10
12,12,1000,erdos_renyi,IC,0.3,0.4,0.3,43.888888888888886,8.824,11
12,13,1000,erdos_renyi,IC,0.3,0.4,0.3,42.6875,8.824,17
12,14,1000,erdos_renyi,IC,0.3,0.4,0.3,41.57638888888889,8.824,14
12,15,1000,erdos_renyi,IC,0.3,0.4,0.3,40.854166666666664,8.824,14
12,16,1000,erdos_renyi,IC,0.3,0.4,0.3,42.72222222222222,8.824,13
12,17,1000,erdos_renyi,IC,0.3,0.4,0.3,46.243055555555564,8.824,9
12,18,1000,erdos_renyi,IC,0.3,0.4,0.3,43.243055555555564,8.824,10
12,19,1000,erdos_renyi,IC,0.3,0.4,0.3,44.40972222222222,8.824,12
12,20,1000,erdos_renyi,IC,0.3,0.4,0.3,37.57638888888889,8.824,12
12,21,1000,erdos_renyi,IC,0.3,0.4,0.3,45.6875,8.824,8
12,22,1000,erdos_renyi,IC,0.3,0.4,0.3,41.076388888888886,8.824,8
12,23,1000,erdos_renyi,IC,0.3,0.4,0.3,48.243055555555564,8.824,12
12,24,1000,erdos_renyi,IC,0.3,0.4,0.3,43.916666666666664,8.824,13
12,25,1000,erdos_renyi,IC,0.3,0.4,0.3,46.57638888888889,8.824,11
12,26,1000,erdos_renyi,IC,0.3,0.4,0.3,44.520833333333336,8.824,8
12,27,1000,erdos_renyi,IC,0.3,0.4,0.3,40.38888888888889,8.824,7
12,28,1000,erdos_renyi,IC,0.3,0.4,0.3,41.40972222222222,8.824,9
12,29,1000,erdos_renyi,IC,0.3,0.4,0.3,48.243055555555564,8.824,10
12,30,1000,erdos_renyi,IC,0.3,0.4,0.3,41.55555555555556,8.824,13
12,31,1000,erdos_renyi,IC,0.3,0.4,0.3,46.88888888888889,8.824,16
12,32,1000,erdos_renyi,IC,0.3,0.4,0.3,44.243055555555564,8.824,15
12,33,1000,erdos_renyi,IC,0.3,0.4,0.3,45.38888888888889,8.824,15
12,34,1000,erdos_renyi,IC,0.3,0.4,0.3,41.55555555555556,8.824,12
12,35,1000,erdos_renyi,IC,0.3,0.4,0.3,38.388888888888886,8.824,12
12,36,1000,erdos_renyi,IC,0.3,0.4,0.3,49.38888888888889,8.824,16
12,37,1000,erdos_renyi,IC,0.3,0.4,0.3,43.1875,8.824,11
12,38,1000,erdos_renyi,IC,0.3,0.4,0.3,39.90972222222222,8.824,8
12,39,1000,erdos_renyi,IC,0.3,0.4,0.3,42.40972222222223,8.824,12
12,40,1000,erdos_renyi,IC,0.3,0.4,0.3,43.90972222222223,8.824,12
12,41,1000,erdos_renyi,IC,0.3,0.4,0.3,44.354166666666664,8.824,8
12,42,1000,erdos_renyi,IC,0.3,0.4,0.3,41.916666666666664,8.824,9
12,43,1000,erdos_renyi,IC,0.3,0.4,0.3,45.22222222222223,8.824,14
12,44,1000,erdos_renyi,IC,0.3,0.4,0.3,42.55555555555556,8.824,12
12,45,1000,erdos_renyi,IC,0.3,0.4,0.3,45.243055555555564,8.824,9
12,46,1000,erdos_renyi,IC,0.3,0.4,0.3,40.583333333333336,8.824,11
12,47,1000,erdos_renyi,IC,0.3,0.4,0.3,45.576388888888886,8.824,11
12,48,1000,erdos_renyi,IC,0.3,0.4,0.3,38.166666666666664,8.824,17
12,49,1000,erdos_renyi,IC,0.3,0.4,0.3,44.520833333333336,8.824,15
12,50,1000,erdos_renyi,IC,0.3,0.4,0.3,37.74305555555556,8.824,8
12,51,1000,erdos_renyi,IC,0.3,0.4,0.3,46.05555555555555,8.824,9
12,52,1000,erdos_renyi,IC,0.3,0.4,0.3,47.97222222222222,8.824,14
12,53,1000,erdos_renyi,IC,0.3,0.4,0.3,46.05555555555555,8.824,14
12,54,1000,erdos_renyi,IC,0.3,0.4,0.3,38.854166666666664,8.824,13
12,55,1000,erdos_renyi,IC,0.3,0.4,0.3,46.020833333333336,8.824,12
12,56,1000,erdos_renyi,IC,0.3,0.4,0.3,45.74305555555555,8.824,10
12,57,1000,erdos_renyi,IC,0.3,0.4,0.3,45.243055555555564,8.824,14
12,58,1000,erdos_renyi,IC,0.3,0.4,0.3,42.05555555555556,8.824,11
12,59,1000,erdos_renyi,IC,0.3,0.4,0.3,44.243055555555564,8.824,9
12,60,1000,erdos_renyi,IC,0.3,0.4,0.3,38.388888888888886,8.824,13
