run_id,day,variance_scores,social_welfare,num_changes
49,0,131.22222222222226,12.949,0
49,1,464.22222222222223,12.924,359
49,2,897.0555555555555,12.924,273
49,3,872.888888888889,12.924,246
49,4,975.5555555555558,12.922,215
49,5,1048.388888888889,12.924,199
49,6,1032.5555555555554,12.924,198
49,7,1089.2222222222224,12.924,189
49,8,1073.5555555555557,12.924,186
49,9,1117.0555555555557,12.924,190
49,10,1024.8888888888891,12.924,192
49,11,1164.0555555555554,12.924,190
49,12,1079.7222222222222,12.924,187
49,13,1087.0555555555554,12.924,196
49,14,993.3888888888888,12.924,186
49,15,1135.388888888889,12.924,184
49,16,1096.8888888888887,12.924,193
49,17,1149.7222222222224,12.924,190
49,18,1044.2222222222224,12.924,188
49,19,1082.0555555555554,12.924,190
49,20,995.5555555555558,12.924,186
49,21,1098.7222222222222,12.924,189
49,22,1065.388888888889,12.924,204
49,23,1101.2222222222224,12.924,203
49,24,1089.5555555555554,12.924,196
49,25,1064.7222222222224,12.924,192
49,26,1046.2222222222222,12.924,192
49,27,1074.0555555555554,12.924,192
49,28,985.7222222222222,12.924,179
49,29,1083.888888888889,12.924,185
49,30,993.3888888888887,12.924,189
49,31,1095.8888888888887,12.924,183
49,32,1023.3888888888886,13.151,183
49,33,1086.3888888888891,12.924,185
49,34,1049.2222222222224,12.924,189
49,35,1089.7222222222224,12.924,187
49,36,1007.5555555555555,12.924,180
49,37,1082.388888888889,12.924,188
49,38,1008.388888888889,12.924,183
49,39,1115.2222222222222,12.924,176
49,40,998.388888888889,12.924,176
49,41,1110.7222222222222,12.924,178
49,42,1027.7222222222222,12.924,182
49,43,1065.5555555555554,12.924,176
49,44,984.0555555555555,12.924,173
49,45,1095.5555555555552,12.924,182
49,46,1048.5555555555554,12.924,185
49,47,1103.7222222222224,12.924,180
49,48,1025.0555555555557,12.924,185
49,49,1066.888888888889,12.924,177
49,50,970.2222222222222,12.924,178
49,51,1066.222222222222,12.924,182
49,52,1077.7222222222224,12.924,187
49,53,1144.5555555555554,12.924,184
49,54,1024.5555555555557,12.924,184
49,55,1124.2222222222224,12.924,183
49,56,1046.888888888889,12.924,186
49,57,1074.8888888888887,12.924,191
49,58,974.7222222222223,12.924,187
49,59,1126.5555555555554,12.924,184
49,60,1069.0555555555554,12.924,182
