run_id,day,variance_scores,social_welfare,num_changes
38,0,29.722222222222218,13.028,0
38,1,196.72222222222226,12.91,358
38,2,515.7222222222223,12.874,282
38,3,525.0555555555557,12.874,256
38,4,678.2222222222223,12.874,215
38,5,567.0555555555557,12.874,198
38,6,621.0555555555555,12.874,193
38,7,627.8888888888888,12.874,193
38,8,657.0555555555555,12.874,178
38,9,638.7222222222222,12.874,180
38,10,688.7222222222222,12.874,186
38,11,640.7222222222222,12.874,186
38,12,679.3888888888888,12.874,191
38,13,683.3888888888888,12.874,177
38,14,787.0555555555555,12.874,177
38,15,709.2222222222223,12.874,179
38,16,791.5555555555555,12.874,172
38,17,701.0555555555557,12.874,168
38,18,692.7222222222222,12.874,166
38,19,621.7222222222223,12.874,166
38,20,720.5555555555555,12.874,170
38,21,702.888888888889,12.874,164
38,22,731.7222222222222,12.874,162
38,23,670.3888888888889,12.874,155
38,24,737.8888888888888,12.874,164
38,25,632.388888888889,12.874,167
38,26,738.3888888888888,12.874,172
38,27,654.7222222222223,12.874,161
38,28,720.8888888888888,12.874,148
38,29,650.888888888889,12.874,147
38,30,707.5555555555557,12.874,155
38,31,660.0555555555557,12.874,152
38,32,704.2222222222223,12.874,144
38,33,718.2222222222223,12.874,154
38,34,765.8888888888888,12.874,147
38,35,620.3888888888891,12.874,143
38,36,734.388888888889,12.874,145
38,37,666.5555555555554,12.874,141
38,38,761.0555555555557,12.874,149
38,39,705.3888888888888,12.874,144
38,40,701.2222222222222,12.874,143
38,41,688.2222222222222,12.874,141
38,42,747.2222222222221,12.874,137
38,43,648.0555555555555,12.874,143
38,44,706.2222222222223,12.874,148
38,45,684.0555555555555,12.874,155
38,46,737.7222222222222,12.874,141
38,47,636.5555555555555,12.874,134
38,48,679.2222222222223,12.874,137
38,49,703.2222222222222,12.874,138
38,50,795.2222222222222,12.874,144
38,51,733.5555555555557,12.874,135
38,52,750.7222222222222,12.874,139
38,53,711.388888888889,12.874,146
38,54,730.0555555555553,12.874,142
38,55,715.3888888888888,12.874,141
38,56,745.0555555555557,12.874,143
38,57,646.0555555555557,12.874,140
38,58,715.5555555555557,12.874,144
38,59,666.2222222222222,12.874,151
38,60,700.5555555555555,12.874,144
