run_id,day,variance_scores,social_welfare,num_changes
29,0,52.888888888888886,13.024,0
29,1,279.88888888888886,13.005,358
29,2,362.5555555555555,13.005,258
29,3,508.88888888888886,13.005,215
29,4,566.2222222222223,13.005,200
29,5,638.7222222222223,13.005,200
29,6,648.2222222222223,13.005,205
29,7,639.888888888889,13.152,199
29,8,645.3888888888889,13.005,184
29,9,557.3888888888888,13.152,175
29,10,642.0555555555557,13.005,164
29,11,696.888888888889,13.005,164
29,12,652.5555555555555,13.005,162
29,13,650.0555555555557,13.152,163
29,14,682.7222222222222,13.152,161
29,15,713.0555555555555,13.005,175
29,16,648.5555555555554,13.152,163
29,17,657.2222222222222,13.152,157
29,18,673.5555555555555,13.152,159
29,19,635.7222222222223,13.152,166
29,20,662.388888888889,13.152,163
29,21,699.7222222222222,13.152,152
29,22,687.5555555555557,13.152,154
29,23,642.3888888888888,13.152,160
29,24,669.388888888889,13.152,148
29,25,632.5555555555555,13.152,148
29,26,715.2222222222222,13.152,150
29,27,679.0555555555555,13.152,155
29,28,650.0555555555555,13.152,150
29,29,641.8888888888889,13.152,151
29,30,663.3888888888889,13.152,159
29,31,650.5555555555555,13.152,150
29,32,662.7222222222223,13.152,132
29,33,650.2222222222222,13.152,132
29,34,640.5555555555557,13.152,137
29,35,661.0555555555557,13.152,145
29,36,635.3888888888887,13.152,137
29,37,590.388888888889,13.152,137
29,38,662.0555555555555,13.152,151
29,39,614.2222222222223,13.005,145
29,40,636.7222222222222,13.152,141
29,41,717.7222222222222,13.152,154
29,42,660.0555555555555,13.152,157
29,43,699.8888888888891,13.152,155
29,44,669.7222222222222,13.152,143
29,45,639.0555555555555,13.152,150
29,46,637.5555555555555,13.152,157
29,47,676.0555555555555,13.152,159
29,48,622.0555555555555,13.152,155
29,49,693.2222222222223,13.152,145
29,50,628.5555555555555,13.152,149
29,51,647.5555555555555,13.152,152
29,52,611.0555555555555,13.152,142
29,53,670.0555555555555,13.152,153
29,54,602.2222222222222,13.152,151
29,55,626.0555555555555,13.152,144
29,56,627.8888888888888,13.152,142
29,57,648.5555555555555,13.152,142
29,58,594.8888888888889,13.152,144
29,59,634.8888888888888,13.152,135
29,60,614.3888888888889,13.152,142
