run_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
25,0,1000,erdos_renyi,IC,0.3,0.4,0.3,61.22222222222221,8.857,0
25,1,1000,erdos_renyi,IC,0.3,0.4,0.3,502.8888888888889,8.857,352
25,2,1000,erdos_renyi,IC,0.3,0.4,0.3,1036.222222222222,8.875,257
25,3,1000,erdos_renyi,IC,0.3,0.4,0.3,1320.2222222222224,8.875,204
25,4,1000,erdos_renyi,IC,0.3,0.4,0.3,1405.8888888888887,8.875,181
25,5,1000,erdos_renyi,IC,0.3,0.4,0.3,1553.388888888889,8.875,161
25,6,1000,erdos_renyi,IC,0.3,0.4,0.3,1435.388888888889,8.875,143
25,7,1000,erdos_renyi,IC,0.3,0.4,0.3,1403.8888888888894,8.875,145
25,8,1000,erdos_renyi,IC,0.3,0.4,0.3,1417.7222222222224,8.875,143
25,9,1000,erdos_renyi,IC,0.3,0.4,0.3,1603.3888888888885,8.875,138
25,10,1000,erdos_renyi,IC,0.3,0.4,0.3,1422.3888888888894,8.875,131
25,11,1000,erdos_renyi,IC,0.3,0.4,0.3,1609.3888888888887,8.875,124
25,12,1000,erdos_renyi,IC,0.3,0.4,0.3,1554.7222222222224,8.875,118
25,13,1000,erdos_renyi,IC,0.3,0.4,0.3,1695.8888888888887,8.875,118
25,14,1000,erdos_renyi,IC,0.3,0.4,0.3,1471.2222222222224,8.875,122
25,15,1000,erdos_renyi,IC,0.3,0.4,0.3,1671.8888888888894,8.875,115
25,16,1000,erdos_renyi,IC,0.3,0.4,0.3,1586.3888888888894,8.875,116
25,17,1000,erdos_renyi,IC,0.3,0.4,0.3,1736.222222222222,8.875,109
25,18,1000,erdos_renyi,IC,0.3,0.4,0.3,1611.722222222222,8.875,115
25,19,1000,erdos_renyi,IC,0.3,0.4,0.3,1802.5555555555557,8.875,117
25,20,1000,erdos_renyi,IC,0.3,0.4,0.3,1628.888888888889,8.875,120
25,21,1000,erdos_renyi,IC,0.3,0.4,0.3,1709.7222222222224,8.875,123
25,22,1000,erdos_renyi,IC,0.3,0.4,0.3,1619.0555555555554,8.875,121
25,23,1000,erdos_renyi,IC,0.3,0.4,0.3,1753.888888888889,8.875,123
25,24,1000,erdos_renyi,IC,0.3,0.4,0.3,1599.0555555555557,8.875,125
25,25,1000,erdos_renyi,IC,0.3,0.4,0.3,1681.388888888889,8.875,122
25,26,1000,erdos_renyi,IC,0.3,0.4,0.3,1642.388888888889,8.875,121
25,27,1000,erdos_renyi,IC,0.3,0.4,0.3,1754.388888888889,8.875,112
25,28,1000,erdos_renyi,IC,0.3,0.4,0.3,1645.3888888888894,8.875,116
25,29,1000,erdos_renyi,IC,0.3,0.4,0.3,1662.222222222222,8.875,117
25,30,1000,erdos_renyi,IC,0.3,0.4,0.3,1818.5555555555554,8.875,120
25,31,1000,erdos_renyi,IC,0.3,0.4,0.3,1800.3888888888887,8.875,117
25,32,1000,erdos_renyi,IC,0.3,0.4,0.3,1600.3888888888887,8.875,109
25,33,1000,erdos_renyi,IC,0.3,0.4,0.3,1683.5555555555557,8.875,109
25,34,1000,erdos_renyi,IC,0.3,0.4,0.3,1641.8888888888887,8.875,107
25,35,1000,erdos_renyi,IC,0.3,0.4,0.3,1672.8888888888887,8.875,106
25,36,1000,erdos_renyi,IC,0.3,0.4,0.3,1551.222222222222,8.875,106
25,37,1000,erdos_renyi,IC,0.3,0.4,0.3,1697.055555555555,8.875,114
25,38,1000,erdos_renyi,IC,0.3,0.4,0.3,1676.888888888889,8.875,117
25,39,1000,erdos_renyi,IC,0.3,0.4,0.3,1655.222222222222,8.875,117
25,40,1000,erdos_renyi,IC,0.3,0.4,0.3,1670.222222222222,8.875,121
25,41,1000,erdos_renyi,IC,0.3,0.4,0.3,1741.2222222222217,8.875,124
25,42,1000,erdos_renyi,IC,0.3,0.4,0.3,1662.2222222222224,8.875,111
25,43,1000,erdos_renyi,IC,0.3,0.4,0.3,1605.888888888889,8.875,106
25,44,1000,erdos_renyi,IC,0.3,0.4,0.3,1663.7222222222224,8.875,110
25,45,1000,erdos_renyi,IC,0.3,0.4,0.3,1819.8888888888885,8.875,115
25,46,1000,erdos_renyi,IC,0.3,0.4,0.3,1737.388888888889,8.875,116
25,47,1000,erdos_renyi,IC,0.3,0.4,0.3,1699.8888888888887,8.875,110
25,48,1000,erdos_renyi,IC,0.3,0.4,0.3,1662.8888888888887,8.875,100
25,49,1000,erdos_renyi,IC,0.3,0.4,0.3,1732.0555555555559,8.875,108
25,50,1000,erdos_renyi,IC,0.3,0.4,0.3,1773.7222222222217,8.875,119
25,51,1000,erdos_renyi,IC,0.3,0.4,0.3,1689.3888888888887,8.875,122
25,52,1000,erdos_renyi,IC,0.3,0.4,0.3,1784.222222222222,8.875,110
25,53,1000,erdos_renyi,IC,0.3,0.4,0.3,1790.5555555555557,8.875,109
25,54,1000,erdos_renyi,IC,0.3,0.4,0.3,1761.5555555555557,8.875,109
25,55,1000,erdos_renyi,IC,0.3,0.4,0.3,1755.3888888888887,8.875,112
25,56,1000,erdos_renyi,IC,0.3,0.4,0.3,1681.5555555555554,8.875,115
25,57,1000,erdos_renyi,IC,0.3,0.4,0.3,1670.8888888888887,8.875,111
25,58,1000,erdos_renyi,IC,0.3,0.4,0.3,1627.3888888888887,8.875,101
25,59,1000,erdos_renyi,IC,0.3,0.4,0.3,1654.0555555555557,8.875,106
25,60,1000,erdos_renyi,IC,0.3,0.4,0.3,1698.5555555555557,8.875,110
