run_id,day,num_agents,network_type,preference_model,prop_stubborn,prop_strategic,prop_mixed,variance_scores,social_welfare,num_changes
47,0,1000,erdos_renyi,IC,0.3,0.4,0.3,44.22222222222222,8.794,0
47,1,1000,erdos_renyi,IC,0.3,0.4,0.3,201.2222222222222,8.694,364
47,2,1000,erdos_renyi,IC,0.3,0.4,0.3,393.5555555555556,8.694,268
47,3,1000,erdos_renyi,IC,0.3,0.4,0.3,544.2222222222222,8.694,235
47,4,1000,erdos_renyi,IC,0.3,0.4,0.3,588.2222222222223,8.694,207
47,5,1000,erdos_renyi,IC,0.3,0.4,0.3,647.7222222222223,8.694,180
47,6,1000,erdos_renyi,IC,0.3,0.4,0.3,620.7222222222222,8.694,185
47,7,1000,erdos_renyi,IC,0.3,0.4,0.3,706.7222222222222,8.694,184
47,8,1000,erdos_renyi,IC,0.3,0.4,0.3,709.0555555555555,8.694,175
47,9,1000,erdos_renyi,IC,0.3,0.4,0.3,732.7222222222223,8.694,174
47,10,1000,erdos_renyi,IC,0.3,0.4,0.3,713.7222222222223,8.694,181
47,11,1000,erdos_renyi,IC,0.3,0.4,0.3,686.888888888889,8.694,179
47,12,1000,erdos_renyi,IC,0.3,0.4,0.3,676.0555555555557,8.694,185
47,13,1000,erdos_renyi,IC,0.3,0.4,0.3,666.7222222222221,8.694,183
47,14,1000,erdos_renyi,IC,0.3,0.4,0.3,720.5555555555553,8.694,180
47,15,1000,erdos_renyi,IC,0.3,0.4,0.3,646.888888888889,8.694,180
47,16,1000,erdos_renyi,IC,0.3,0.4,0.3,664.5555555555555,8.694,174
47,17,1000,erdos_renyi,IC,0.3,0.4,0.3,691.7222222222222,8.694,179
47,18,1000,erdos_renyi,IC,0.3,0.4,0.3,717.7222222222222,8.694,187
47,19,1000,erdos_renyi,IC,0.3,0.4,0.3,673.8888888888888,8.694,186
47,20,1000,erdos_renyi,IC,0.3,0.4,0.3,706.0555555555555,8.694,178
47,21,1000,erdos_renyi,IC,0.3,0.4,0.3,706.8888888888888,8.694,181
47,22,1000,erdos_renyi,IC,0.3,0.4,0.3,751.7222222222221,8.694,171
47,23,1000,erdos_renyi,IC,0.3,0.4,0.3,684.2222222222222,8.694,167
47,24,1000,erdos_renyi,IC,0.3,0.4,0.3,761.7222222222223,8.694,175
47,25,1000,erdos_renyi,IC,0.3,0.4,0.3,729.2222222222222,8.694,171
47,26,1000,erdos_renyi,IC,0.3,0.4,0.3,664.3888888888888,8.694,168
47,27,1000,erdos_renyi,IC,0.3,0.4,0.3,728.888888888889,8.694,171
47,28,1000,erdos_renyi,IC,0.3,0.4,0.3,723.7222222222222,8.694,180
47,29,1000,erdos_renyi,IC,0.3,0.4,0.3,711.7222222222223,8.694,180
47,30,1000,erdos_renyi,IC,0.3,0.4,0.3,710.5555555555555,8.694,172
47,31,1000,erdos_renyi,IC,0.3,0.4,0.3,769.5555555555555,8.694,175
47,32,1000,erdos_renyi,IC,0.3,0.4,0.3,751.8888888888888,8.694,179
47,33,1000,erdos_renyi,IC,0.3,0.4,0.3,766.0555555555555,8.694,174
47,34,1000,erdos_renyi,IC,0.3,0.4,0.3,776.0555555555555,8.694,172
47,35,1000,erdos_renyi,IC,0.3,0.4,0.3,795.2222222222222,8.694,175
47,36,1000,erdos_renyi,IC,0.3,0.4,0.3,811.388888888889,8.694,177
47,37,1000,erdos_renyi,IC,0.3,0.4,0.3,808.5555555555555,8.694,181
47,38,1000,erdos_renyi,IC,0.3,0.4,0.3,820.2222222222222,8.694,184
47,39,1000,erdos_renyi,IC,0.3,0.4,0.3,765.0555555555555,8.694,183
47,40,1000,erdos_renyi,IC,0.3,0.4,0.3,785.2222222222222,8.694,180
47,41,1000,erdos_renyi,IC,0.3,0.4,0.3,759.3888888888888,8.694,180
47,42,1000,erdos_renyi,IC,0.3,0.4,0.3,798.5555555555553,8.694,183
47,43,1000,erdos_renyi,IC,0.3,0.4,0.3,722.8888888888888,8.694,180
47,44,1000,erdos_renyi,IC,0.3,0.4,0.3,726.7222222222222,8.694,168
47,45,1000,erdos_renyi,IC,0.3,0.4,0.3,759.0555555555555,8.694,169
47,46,1000,erdos_renyi,IC,0.3,0.4,0.3,811.7222222222221,8.694,174
47,47,1000,erdos_renyi,IC,0.3,0.4,0.3,844.3888888888888,8.694,171
47,48,1000,erdos_renyi,IC,0.3,0.4,0.3,761.888888888889,8.694,169
47,49,1000,erdos_renyi,IC,0.3,0.4,0.3,736.8888888888888,8.694,169
47,50,1000,erdos_renyi,IC,0.3,0.4,0.3,788.0555555555557,8.694,172
47,51,1000,erdos_renyi,IC,0.3,0.4,0.3,764.5555555555555,8.694,167
47,52,1000,erdos_renyi,IC,0.3,0.4,0.3,847.5555555555555,8.694,174
47,53,1000,erdos_renyi,IC,0.3,0.4,0.3,833.2222222222222,8.694,179
47,54,1000,erdos_renyi,IC,0.3,0.4,0.3,810.0555555555555,8.694,175
47,55,1000,erdos_renyi,IC,0.3,0.4,0.3,773.388888888889,8.694,167
47,56,1000,erdos_renyi,IC,0.3,0.4,0.3,835.7222222222222,8.694,171
47,57,1000,erdos_renyi,IC,0.3,0.4,0.3,840.0555555555555,8.694,167
47,58,1000,erdos_renyi,IC,0.3,0.4,0.3,861.7222222222223,8.694,165
47,59,1000,erdos_renyi,IC,0.3,0.4,0.3,792.5555555555553,8.694,161
47,60,1000,erdos_renyi,IC,0.3,0.4,0.3,802.2222222222222,8.694,162
