run_id,day,variance_scores,social_welfare,num_changes
26,0,51.72222222222222,12.895,0
26,1,555.3888888888888,12.895,353
26,2,889.0555555555555,12.895,253
26,3,975.7222222222222,12.895,228
26,4,1115.888888888889,12.842,209
26,5,1174.5555555555557,12.842,187
26,6,1181.7222222222224,12.842,180
26,7,1300.7222222222224,12.842,174
26,8,1412.8888888888887,12.842,169
26,9,1492.3888888888887,12.842,165
26,10,1265.2222222222222,12.842,159
26,11,1359.8888888888891,12.842,153
26,12,1355.388888888889,12.842,139
26,13,1510.888888888889,12.842,148
26,14,1327.0555555555554,12.842,154
26,15,1384.722222222222,12.842,146
26,16,1476.722222222222,12.842,141
26,17,1442.5555555555554,12.842,142
26,18,1386.5555555555554,12.842,137
26,19,1503.3888888888887,12.842,135
26,20,1406.0555555555554,12.842,125
26,21,1509.388888888889,12.842,130
26,22,1361.3888888888891,12.842,124
26,23,1590.3888888888887,12.842,121
26,24,1457.3888888888887,12.842,122
26,25,1546.888888888889,12.842,113
26,26,1339.5555555555557,12.842,115
26,27,1601.0555555555554,12.842,120
26,28,1419.7222222222224,12.842,118
26,29,1581.2222222222224,12.842,115
26,30,1400.388888888889,12.842,120
26,31,1613.722222222222,12.842,126
26,32,1401.222222222222,12.842,114
26,33,1602.5555555555554,12.842,110
26,34,1453.2222222222224,12.842,117
26,35,1651.5555555555554,12.842,111
26,36,1449.5555555555554,12.842,108
26,37,1597.8888888888887,12.842,106
26,38,1555.3888888888887,12.842,111
26,39,1609.5555555555559,12.842,121
26,40,1302.5555555555554,12.842,121
26,41,1434.888888888889,12.842,127
26,42,1304.2222222222222,12.842,126
26,43,1437.3888888888887,12.842,131
26,44,1374.388888888889,12.842,135
26,45,1597.2222222222224,12.842,135
26,46,1401.2222222222224,12.842,127
26,47,1627.3888888888885,12.842,130
26,48,1409.0555555555557,12.842,137
26,49,1601.5555555555554,12.842,136
26,50,1452.7222222222224,12.842,134
26,51,1605.3888888888887,12.842,137
26,52,1448.0555555555557,12.842,131
26,53,1714.7222222222224,12.842,136
26,54,1552.222222222222,12.842,143
26,55,1637.722222222222,12.842,137
26,56,1411.388888888889,12.842,129
26,57,1554.3888888888887,12.842,129
26,58,1398.3888888888887,12.842,126
26,59,1572.222222222222,12.842,130
26,60,1339.5555555555557,12.842,129
