run_id,day,variance_scores,social_welfare,num_changes
17,0,67.55555555555556,13.015,0
17,1,475.22222222222223,13.015,354
17,2,847.7222222222222,13.015,268
17,3,1000.0555555555555,13.015,219
17,4,1181.7222222222222,13.015,202
17,5,1357.0555555555554,13.015,191
17,6,1374.388888888889,13.015,175
17,7,1336.7222222222222,13.015,154
17,8,1488.3888888888885,13.015,153
17,9,1507.388888888889,13.015,156
17,10,1582.7222222222226,13.015,144
17,11,1600.0555555555557,13.015,134
17,12,1567.8888888888885,13.015,127
17,13,1644.7222222222224,13.015,131
17,14,1639.2222222222224,13.015,132
17,15,1541.8888888888885,13.015,119
17,16,1592.3888888888887,13.015,112
17,17,1580.8888888888887,13.015,110
17,18,1629.5555555555557,13.015,111
17,19,1620.0555555555554,13.015,114
17,20,1651.8888888888887,13.015,111
17,21,1709.3888888888887,13.015,112
17,22,1667.3888888888887,13.015,114
17,23,1652.0555555555557,13.015,113
17,24,1749.0555555555554,13.015,114
17,25,1746.222222222222,13.015,119
17,26,1663.222222222222,13.015,112
17,27,1674.3888888888887,13.015,110
17,28,1773.222222222222,13.015,112
17,29,1734.388888888889,13.015,111
17,30,1621.0555555555557,13.015,105
17,31,1672.7222222222224,13.015,109
17,32,1691.3888888888887,13.015,114
17,33,1783.222222222222,13.015,120
17,34,1664.388888888889,13.015,109
17,35,1621.388888888889,13.015,100
17,36,1689.0555555555557,13.015,108
17,37,1743.8888888888887,13.015,111
17,38,1727.3888888888887,13.015,112
17,39,1876.2222222222224,13.015,119
17,40,1775.0555555555557,13.015,121
17,41,1735.0555555555557,13.015,115
17,42,1645.388888888889,13.015,110
17,43,1697.7222222222217,13.015,110
17,44,1751.7222222222224,13.015,117
17,45,1855.7222222222224,13.015,111
17,46,1748.5555555555557,13.015,114
17,47,1748.3888888888887,13.015,110
17,48,1789.0555555555554,13.015,119
17,49,1809.7222222222224,13.015,123
17,50,1708.2222222222224,13.015,112
17,51,1757.0555555555554,13.015,107
17,52,1719.0555555555554,13.015,109
17,53,1780.2222222222224,13.015,113
17,54,1759.0555555555557,13.015,109
17,55,1821.555555555555,13.015,107
17,56,1697.5555555555554,13.015,115
17,57,1805.222222222222,13.015,123
17,58,1707.222222222222,13.015,112
17,59,1707.8888888888887,13.015,109
17,60,1671.0555555555557,13.015,109
