run_id,day,variance_scores,social_welfare,num_changes
31,0,61.555555555555564,12.869,0
31,1,555.0555555555557,12.869,366
31,2,926.5555555555555,12.869,276
31,3,1088.388888888889,12.869,234
31,4,1411.722222222222,12.869,219
31,5,1727.5555555555557,12.869,198
31,6,1723.222222222222,12.869,181
31,7,1745.0555555555554,12.869,168
31,8,1659.0555555555554,12.869,151
31,9,1881.888888888889,12.869,138
31,10,1841.555555555555,12.869,144
31,11,1829.7222222222217,12.869,144
31,12,1867.222222222222,12.869,137
31,13,1967.2222222222224,12.869,122
31,14,1950.0555555555554,12.869,117
31,15,1823.555555555555,12.869,126
31,16,1985.5555555555547,12.869,126
31,17,2069.222222222222,12.869,121
31,18,2001.2222222222217,12.869,111
31,19,1821.055555555555,12.869,106
31,20,2063.555555555555,12.869,112
31,21,1912.3888888888885,12.869,116
31,22,1965.7222222222224,12.869,115
31,23,1968.3888888888885,12.869,116
31,24,2037.222222222222,12.869,120
31,25,1961.0555555555559,12.869,123
31,26,1992.0555555555557,12.869,117
31,27,2065.8888888888887,12.869,114
31,28,2103.055555555555,12.869,116
31,29,1944.8888888888887,12.869,117
31,30,2087.0555555555547,12.869,119
31,31,1887.0555555555557,12.869,112
31,32,2063.222222222222,12.869,108
31,33,2023.388888888889,12.869,116
31,34,2044.5555555555559,12.869,115
31,35,2070.7222222222217,12.869,114
31,36,2061.222222222222,12.869,116
31,37,2004.5555555555554,12.869,114
31,38,2065.8888888888887,12.869,115
31,39,2022.555555555555,12.869,117
31,40,2073.0555555555557,12.869,119
31,41,2074.5555555555557,12.869,119
31,42,2107.888888888889,12.869,116
31,43,1972.555555555555,12.869,115
31,44,2090.055555555555,12.869,112
31,45,2057.222222222222,12.869,111
31,46,2076.222222222222,12.869,110
31,47,2135.388888888889,12.869,116
31,48,2047.0555555555547,12.869,117
31,49,1985.0555555555554,12.869,111
31,50,2016.722222222222,12.869,110
31,51,2055.722222222222,12.869,108
31,52,2074.722222222222,12.869,115
31,53,1973.7222222222224,12.869,122
31,54,2066.0555555555557,12.869,115
31,55,2116.055555555555,12.869,116
31,56,2148.8888888888887,12.869,115
31,57,2122.055555555555,12.869,120
31,58,2164.3888888888887,12.869,113
31,59,2162.3888888888887,12.869,105
31,60,2079.388888888889,12.869,104
