run_id,day,variance_scores,social_welfare,num_changes
6,0,53.38888888888889,12.957,0
6,1,262.38888888888886,12.968,359
6,2,565.7222222222223,12.968,271
6,3,629.7222222222223,13.044,246
6,4,725.2222222222222,13.044,220
6,5,770.7222222222225,13.044,200
6,6,1064.0555555555554,13.044,184
6,7,962.3888888888886,13.044,167
6,8,1049.388888888889,13.044,172
6,9,1020.888888888889,13.044,162
6,10,1028.388888888889,13.044,160
6,11,934.7222222222221,13.044,159
6,12,1061.5555555555557,13.044,151
6,13,942.388888888889,13.044,143
6,14,958.5555555555553,13.044,150
6,15,1024.7222222222222,13.044,148
6,16,1126.2222222222222,13.044,151
6,17,1006.3888888888886,13.044,158
6,18,964.5555555555557,13.044,158
6,19,976.8888888888887,13.044,148
6,20,1020.0555555555555,13.044,152
6,21,976.0555555555555,13.044,159
6,22,966.8888888888887,13.044,159
6,23,1006.8888888888887,13.044,151
6,24,1010.3888888888887,13.044,156
6,25,975.2222222222223,13.044,155
6,26,1037.0555555555554,13.044,154
6,27,1069.388888888889,13.044,162
6,28,934.5555555555557,13.044,152
6,29,1019.5555555555555,13.044,154
6,30,1017.0555555555552,13.044,149
6,31,1010.7222222222218,13.044,150
6,32,1070.5555555555554,13.044,159
6,33,985.2222222222222,13.044,159
6,34,983.5555555555555,13.044,156
6,35,1031.5555555555552,13.044,154
6,36,928.8888888888887,13.044,157
6,37,1016.3888888888888,13.044,159
6,38,975.7222222222221,12.968,157
6,39,1018.0555555555555,13.044,154
6,40,1023.3888888888887,13.044,156
6,41,1019.5555555555553,13.044,157
6,42,1038.2222222222222,13.044,156
6,43,1075.2222222222222,13.044,156
6,44,1027.888888888889,13.044,154
6,45,1074.2222222222222,13.044,157
6,46,1025.5555555555554,13.044,160
6,47,1056.5555555555557,13.044,155
6,48,1009.3888888888887,13.044,155
6,49,1077.722222222222,13.044,149
6,50,946.2222222222222,13.044,149
6,51,1034.222222222222,13.044,149
6,52,1023.7222222222221,13.044,158
6,53,1074.222222222222,13.044,161
6,54,1037.3888888888885,13.044,159
6,55,1072.722222222222,13.044,156
6,56,1027.0555555555554,13.044,144
6,57,1070.2222222222222,13.044,150
6,58,991.8888888888888,13.044,151
6,59,1084.888888888889,13.044,147
6,60,1055.722222222222,13.044,147
