run_id,day,variance_scores,social_welfare,num_changes
20,0,79.22222222222221,12.646,0
20,1,325.05555555555554,13.044,362
20,2,647.388888888889,13.044,272
20,3,928.2222222222223,13.044,219
20,4,1047.5555555555554,13.044,196
20,5,1271.722222222222,13.044,188
20,6,1456.888888888889,13.044,172
20,7,1484.2222222222224,13.044,167
20,8,1584.5555555555554,13.044,163
20,9,1687.3888888888887,13.044,141
20,10,1556.5555555555554,13.044,135
20,11,1746.555555555555,13.044,139
20,12,1604.7222222222224,13.044,138
20,13,1692.8888888888887,13.044,126
20,14,1650.0555555555554,13.044,128
20,15,1718.388888888889,13.044,137
20,16,1745.0555555555557,13.044,140
20,17,1770.5555555555557,13.044,136
20,18,1731.0555555555554,13.044,123
20,19,1830.8888888888887,13.044,123
20,20,1736.8888888888887,13.044,117
20,21,1751.888888888889,13.044,112
20,22,1804.0555555555557,13.044,112
20,23,1866.888888888889,13.044,109
20,24,1769.0555555555557,13.044,114
20,25,1892.8888888888887,13.044,107
20,26,1874.3888888888887,13.044,117
20,27,1874.7222222222224,13.044,111
20,28,1905.5555555555559,13.044,114
20,29,2002.5555555555559,13.044,114
20,30,1943.222222222222,13.044,123
20,31,1757.7222222222224,13.044,116
20,32,1774.388888888889,13.044,106
20,33,1920.2222222222217,13.044,105
20,34,1868.222222222222,13.044,101
20,35,1923.222222222222,13.044,102
20,36,1997.222222222222,13.044,106
20,37,1943.8888888888887,13.044,103
20,38,1967.2222222222217,13.044,102
20,39,1944.722222222222,13.044,104
20,40,1896.8888888888887,13.044,99
20,41,1944.0555555555554,13.044,98
20,42,1904.7222222222226,13.044,103
20,43,1974.5555555555554,13.044,97
20,44,1824.2222222222217,13.044,96
20,45,1903.888888888889,13.044,96
20,46,2046.2222222222215,13.044,102
20,47,2010.2222222222224,13.044,99
20,48,1955.7222222222217,13.044,100
20,49,1959.3888888888887,13.044,99
20,50,1995.2222222222217,13.044,93
20,51,2035.055555555555,13.044,94
20,52,1938.222222222222,13.044,88
20,53,1902.3888888888887,13.044,85
20,54,1888.0555555555554,13.044,88
20,55,1945.388888888889,13.044,97
20,56,1943.722222222222,13.044,99
20,57,1967.0555555555554,13.044,93
20,58,1897.8888888888885,13.044,90
20,59,2000.722222222222,13.044,95
20,60,1926.388888888889,13.044,97
