voter_id,agent_type,loyalty,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10,pref_11,pref_12,initial_vote
0,mixed,0.826,Jadot,Roussel,Poutou,Pecresse,Lassalle,Hidalgo,Arthaud,Macron,Zemmour,Dupont-Aignan,Melenchon,Le Pen,Jadot
1,stubborn,1.0,Dupont-Aignan,Pecresse,Lassalle,Poutou,Macron,Roussel,Jadot,Melenchon,Arthaud,Hidalgo,Le Pen,Zemmour,Dupont-Aignan
2,mixed,0.843,Arthaud,Roussel,Pecresse,Le Pen,Poutou,Lassalle,Macron,Dupont-Aignan,Hidalgo,Melenchon,Jadot,Zemmour,Arthaud
3,mixed,0.58,Lassalle,Zemmour,Hidalgo,Roussel,Dupont-Aignan,Poutou,Arthaud,Jadot,Melenchon,Le Pen,Macron,Pecresse,Lassalle
4,stubborn,1.0,Macron,Zemmour,Dupont-Aignan,Melenchon,Lassalle,Poutou,Hidalgo,Pecresse,Arthaud,Le Pen,Jadot,Roussel,Macron
5,stubborn,1.0,Zemmour,Hidalgo,Melenchon,Arthaud,Roussel,Lassalle,Poutou,Le Pen,Macron,Jadot,Pecresse,Dupont-Aignan,Zemmour
6,mixed,0.461,Zemmour,Lassalle,Roussel,Jadot,Pecresse,Macron,Arthaud,Melenchon,Hidalgo,Le Pen,Dupont-Aignan,Poutou,Zemmour
7,stubborn,1.0,Lassalle,Le Pen,Hidalgo,Arthaud,Poutou,Zemmour,Melenchon,Jadot,Macron,Roussel,Dupont-Aignan,Pecresse,Lassalle
8,stubborn,1.0,Le Pen,Zemmour,Arthaud,Dupont-Aignan,Lassalle,Jadot,Poutou,Pecresse,Roussel,Macron,Hidalgo,Melenchon,Le Pen
9,mixed,0.612,Zemmour,Jadot,Lassalle,Pecresse,Melenchon,Macron,Roussel,Arthaud,Poutou,Dupont-Aignan,Hidalgo,Le Pen,Zemmour
10,mixed,0.606,Poutou,Melenchon,Zemmour,Pecresse,Macron,Lassalle,Hidalgo,Jadot,Dupont-Aignan,Le Pen,Arthaud,Roussel,Poutou
